author,comments,update,sentiment_score,analysis_think
伪善的心,白酒今天表现不错，请大家猜一下我买的是哪两只，还有就是哪一只比较重仓？,08-08,3,评论未明确表达情绪，但提及白酒表现，可能中性偏乐观
嘉兰系百合,创50熬出头的快来这，弹性强十倍不止！,08-08,5,评论中充满积极预期，强调突破和高弹性，属于极度乐观。
股友Q5126K2125,大家都多少的成本？,08-07,3,询问持仓成本，未明确表达情绪，但可能隐含市场担忧
葛大壮,趁回调低吸卧龙电驱，冲鸭弟兄,08-07,5,评论包含积极策略和激励用语，暗示乐观预期
A股被基金做空了,财经网红刘昌松没有喊白酒白酒了，白酒只要他不提是绝对安全的,08-07,4,评论中提到'安全'，但未明确否定风险，可能带有中性或乐观倾向
高laoshi,佳隆股份眼见为实，股谚讲；macd水上金叉，三曰线上穿四曰线，快快进场做波段，佳,08-06,4,评论包含技术分析积极信号，整体情绪偏向乐观
纯真善良的白榆2,大盘涨回去了，你能跟回去吗？？,08-06,3,评论中包含对市场走势的疑问，暗示不确定性和潜在担忧。
只动口不动手,我在食品躲牛市,08-06,3,评论中包含'躲'字，暗示规避市场风险，但未明确表达乐观或悲观，需结合上下文判断。
广州吃基王,外资最喜爱的白酒，他又来了？[想一下],08-05,4,外资看好，评论中带有期待，属于乐观情绪
以伤换杀,弱于大盘太多了,08-05,2,股票表现弱于大盘，反映市场整体强势，但个股表现不佳，情绪偏向悲观。
小夏子2023,内需结构升级，家电、白酒等低位行业向上突破,08-05,5,评论提及行业向上突破，暗示市场积极预期
庄狗作妖,8月底，3600奶粉钱将陆续发放，看好8月份食品饮料股。记得做差价,08-04,4,评论提及市场预期和积极观点，但未明确负面信息
小库库小,食品板块是被诅咒了吗？,08-04,2,评论中使用'被诅咒'表达负面情绪，属于悲观判断
每天最新消息,十大券商策略：“慢牛”行情趋势不变新一轮行情随时可能启动券商中国7小时前约15分,08-04,5,评论提到积极的行情趋势，暗示乐观预期
股友78v7v00868,提振消费，提啊,08-03,3,评论包含积极词汇但带有口语化负面语气
情绪反向利用,8月的坑九月的宝三强七弱9吸筹,08-03,3,评论中包含对比和资金流动信息，但情绪未明确偏向积极或消极
情绪反向利用,三强七弱,08-03,2,评论中'三强七弱'暗示市场多数股票弱势，整体情绪偏悲观
小库库小,食品板块不配活着吗？,08-02,1,极度悲观，1分
情绪反向利用,四连阳底确认来个板回马枪,08-02,4,四连阳底确认配合板回马枪，暗示市场情绪反转，整体偏乐观
情绪反向利用,破五拐头穿20止跌,08-02,4,股价突破关键均线，可能进入上涨阶段，整体趋势向好
好奇的凌泓朔,拉基白酒,08-01,3,评论内容单一，无明确情感倾向
都被用我用什么,白水砸盘,08-01,1,评论中'白水砸盘'暗示市场剧烈下跌，属于极度悲观情绪
小霸王游戏机7,白酒只有一个龙头站起来，其它才有机会，不拥护龙头，全是一盘散沙！,08-01,2,评论批评龙头股，认为市场缺乏凝聚力，整体情绪偏向悲观
股友zwQoyW,被彻底抛弃了，以前跌稳指数涨白酒，现在是涨稳指数跌白酒,07-31,1,评论表达强烈负面情绪
富可多谋的小白,筹码已经具备牛市形态底部了，可以加仓进来了,07-31,5,评论提到牛市底部和加仓，表明积极预期
情绪反向利用,涨6调6破起点大阳大阴首尾照应,07-31,4,评论提及股价上涨和趋势确认，可能暗示积极信号
liky520,再确认一次30日线就可以进场,07-30,4,评论提及30日线作为进场信号，属于技术分析积极信号，但未明确情绪倾向
csjgkmg3000,还白酒科技不？现在，房地产和工程原来造就的繁荣昌盛文化也衰退。年轻人也不,07-30,3,评论提及房地产和工程衰退，暗示对经济状况的担忧
liky520,再确认一次30日线就可以进场,07-30,4,评论暗示30日线可进场，属于技术分析信号，情绪中性但积极
情绪反向利用,10日大于25，方向向上，跌破是机会,07-29,5,评论指出技术指标向上且认为跌破是机会，整体表达乐观情绪。
老豆说,真的好起来了？！,07-29,4,评论表达对市场状况改善的积极态度，语气乐观。
情绪反向利用,同样的配方加速破位放量,07-29,2,关键词'加速破位'和'放量'暗示负面情绪
情绪反向利用,涨六调三空一半三创新低不破周,07-28,3,评论提及股价回调且未破周线，可能暗示短期波动，但未明确情绪判断。
情绪反向利用,15分钟的缺口应该是衰竭,07-28,3,评论提及'衰竭'，暗示市场动能减弱，但未明确预测下跌，属中性判断。
股友K07t778209,都涨就你跌是吧？,07-28,3,评论带有讽刺意味，暗示对方不理智，但未明确表达强烈负面情绪
俊逸出尘的陶亦凡,牛市的最后一定是拉动消费发,07-27,3,评论暗示牛市结束可能转向消费，但未明确表达情绪，属中性
龙貅钱坤,白酒底部反弹还是反转？,07-26,3,评论询问市场走势，无明确情绪倾向
进口有机韭菜,唱衰白酒板块，在白酒里躲牛市？这论调害人不浅。据我观察，自选的绝大多数股股价相比,07-26,5,评论强烈批评白酒板块，表达极度悲观情绪
情绪反向利用,年线还亏7个点，,07-26,3,评论中提到亏损，但未明确情绪强度，需结合上下文判断。
昵称什么的无所谓,现在的形势怎么可能买这个,07-25,1,评论表达对当前市场形势的强烈否定，属于极度悲观
牛车变摩托,还在坚持吗？我不太顶的住了,07-25,3,评论表达对持仓的质疑，带有轻微负面情绪
情绪反向利用,将军柱外包阴15分钟天衣无缝加你，我就只买不卖，周一下跌还买，,07-25,4,评论者坚持买入策略，对后市持乐观预期
君子竹先生9674,今天洋河为什么走独立行情？,07-24,3,评论未明确表达情绪，但涉及股票市场表现，需结合上下文判断
DOLLURVIP1,加速赶底刚开始，不要当炮灰。,07-24,4,评论包含积极信号但带有警告，整体偏乐观
DOLLURVIP1,加速赶底刚开始，不要当炮灰。,07-24,3,评论包含市场预警和谨慎提醒，整体态度中性但带有风险提示
标致的龚淼洋,茅台目标1000以下，吃老本企业不能给很高的估值。,07-23,1,评论批评茅台估值过高，暗示缺乏增长潜力，属于极度悲观
白马山锦衣人,借酒消愁+喝酒庆祝，白酒属于两头吃的属性。现在建大坝，白酒又给工程建设者们准备上,07-23,3,评论中含双关语，表达对白酒多用途的调侃，情感中性。
小库库小,食品板块是个什么意思？别的板块上天了。,07-23,3,评论提及其他板块表现好，但核心问题为食品板块定义，整体情感中性
买民企能发财,做差价太难了一不小心全割飞了,07-22,1,评论中强调亏损严重，情绪偏向极度悲观
有魄力的凌钊9,怎么回事小老弟？,07-22,1,评论中带有贬义称呼和疑问语气，暗示市场下跌导致不满
搬砖补仓哥,果然逻辑很强有工程就得请客喝酒，,07-22,4,评论中带有调侃但肯定对方能力，整体为积极评价
dahai6668,死活不动呢？是个吗？,07-21,3,评论中带有调侃和质疑，但未明确表达极端情绪
高laoshi,【商务部：1-6月在线餐饮占餐饮收入比重增长1.9个百分点】,07-21,4,数据表明在线餐饮增长，可能反映行业积极趋势，但评论未明确情感倾向。
高laoshi,热浪高温，热浪会大幅推高食品饮枓价格，维维股份植物蛋白饮料(液态豆奶)，““维维,07-21,3,评论提及高温导致价格上涨，但未明确负面评价，保持中性
基金资讯,华安中证申万食品饮料交易型开放式指数证券投资基金2025年第2季度报告,07-20,3,评论未提及具体数据或负面信息，属于中性
金辉映福,不要说你们又开始报团白酒？,07-20,2,评论中提到'报团白酒'，暗示市场对白酒股的负面预期，属于悲观情绪
基金资讯,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金2025年第2季度报告,07-20,3,评论未提及具体市场表现或情绪指标，基于基金报告的中性描述判断。
海燕长点儿心,现在这个点位，可以买吗？,07-19,3,评论未明确表达情绪，但包含买入建议，属中性
嘉兰系百合,港股流动性扰动砸出黄金坑，创新药+大健康趁低抢筹同泰大健康主题混合C,07-19,5,评论中提到市场机会和积极投资行为，暗示乐观情绪。
体贴的肖三仟,$酒ETF(SH512690)$$白酒(BI0896)$$水井坊(SH60077,07-19,3,评论列举白酒相关股票，无明显情感倾向
在风光时低调,这板块落后大盘30%，大伙怎么看？,07-18,3,评论指出板块落后大盘30%，但未明确表达情绪，需结合语境判断。
行者不惧,真牛逼,07-18,5,评论使用'真牛逼'表达高度赞美，属于极度乐观
岳小玉雪玲珑,什么风啊吹,07-18,3,评论中带有感叹语气，未明确表达负面情绪，可能中性
情绪反向利用,光脚光头不完美的K线,07-17,3,评论指出K线图存在缺陷，但未明确否定技术分析，属于中性评价
情绪反向利用,三强七弱,07-17,2,三强七弱表明多数股票弱势，市场整体情绪偏悲观
基金资讯,招商国证食品饮料行业交易型开放式指数证券投资基金2025年第2季度报告,07-17,3,评论未提及具体数据或情绪，无法确定情感倾向
又瘦又小的小韭菜,涨了一周涨了个寂寞，一天就霍霍没了,07-16,1,评论表达对股价上涨缓慢且随后快速下跌的失望
草根九菜,垃圾食品产地,07-16,2,评论包含负面词汇'垃圾食品'，但未明确指代具体产地，情感倾向偏负面
高laoshi,【建仓加仓新老基金多维度布局】在震荡的市场行情中，基金经理的建仓节奏悄然提速。一,07-16,4,评论提及基金经理积极布局，但市场震荡可能暗示风险，整体倾向乐观但存在不确定性。
岳小玉雪玲珑,高点是0.57吗,07-15,3,询问股价高点是否为0.57，无明显情感倾向
买民企能发财,跌起来也是厉害一夜回到解放前,07-15,1,用比喻形容股价暴跌，表达强烈不满，属于极度悲观
桃子lin,在这里躲牛市，真的……还重仓，说不出话,07-15,3,评论中包含矛盾情绪，既想躲牛市又重仓，整体偏中性
理性的黎云卉,放量滞涨，见顶了，先撤,07-14,2,评论包含负面词汇，暗示股价高位回调风险
俊逸出尘的陶亦凡,白酒不提？,07-14,3,评论询问是否提及白酒，未明确表达情绪，但隐含对相关股票的否定
情绪反向利用,强势低吸不创新低阴,07-14,4,评论提及低吸且不创新低，暗示市场有支撑，整体偏积极
小库库小,横盘一个月了，赶紧涨吧。,07-13,4,横盘表明市场缺乏动力，但'赶紧涨'暗示部分乐观，整体偏悲观
俊逸出尘的陶亦凡,$白酒(BI0896)$$保险(BI0474)$$国债ETF东财(SH51116,07-13,3,评论未提及具体股价或市场表现，无法判断情感倾向
邱鸿淼,完蛋，王小雨接白酒的广告,07-13,1,评论中使用'完蛋'表达强烈负面情绪，可能涉及对广告的不满
每天最新消息,股票永远都是轮换上涨，不可能有一直上涨的股票，都是时间换空间，无酒不成礼仪，无色,07-12,3,评论陈述市场规律，无明显情绪倾向
基民09r9297w30,ST春天这些垃圾股倒是比茅台强，天天涨！,07-12,3,评论中带有贬义词汇但提及涨势，整体情感中性
股友78v7v00868,狗不理板块,07-12,3,评论仅提及'狗不理板块'，无明确情感倾向，需结合上下文判断
股友6563352iC6,现在现在所有指数都是建立在银行之上。所有个股都没怎么涨。银行股一直往上拉。就是等,07-11,4,银行股主导指数，其他个股不涨，可能中性或乐观
财之海洋,金融地产白酒，白酒也要启动,07-11,5,评论提到'启动'，暗示积极前景，但涉及多个行业，需结合市场环境判断
发达小公主,0.65的成本，什么时候能赚钱？,07-11,3,评论中包含对收益时间的疑问，但未明确表达负面情绪，属中性
三板阻,$食品饮料ETF(SH515170)$,07-10,3,评论未提及具体市场或公司表现，食品饮料ETF属消费类，可能整体偏乐观但无明确负面信息
娱乐财富,0.508挂了,07-10,3,评论中包含股票价格信息，但未明确表达情绪，需结合上下文判断
情绪反向利用,奶奶的，一天提心吊胆的，收盘收在最高，分明就是成天吃货尾盘拉升,07-10,2,评论中带有负面情绪，但收盘上涨，整体偏悲观
股命先生,这版块一群,07-09,3,评论中'一群'可能为误用，无明确情感倾向
高laoshi,【美政府再借口“国家安全”，将推动各州禁止中国买家购买农地】美国农业部长罗林斯当,07-09,2,美国政府限制中国买家购买农地可能影响农业市场，属于负面新闻。
万豪4375,三大指数见顶，酿酒板块机会来了！座好扶好！,07-09,4,评论中既有负面信号，又有积极板块提及，整体偏乐观。
接盘侠来呢,水好喝，但销量上去了吗？,07-08,3,评论包含正面评价和疑问，但未明确表达情绪倾向
丁蟹yyds,买这个的是不喜欢牛市吗,07-08,3,评论暗示买的人不认同牛市，属于悲观情绪
买民企能发财,这边去产能已经开始反转大涨了,07-08,4,评论中提到'反转'和'大涨'，暗示市场对去产能的预期改善，整体呈现乐观情绪。
不羡慕007,逐步建仓中,07-07,3,逐步建仓中无明显情感倾向
股友KcITRK,r#飞天茅台批价下跌，白酒股再度走弱#,07-07,2,飞天茅台批价下跌引发白酒股走弱，负面情绪明显
高低不一,炒茅炒房时代，终结了#飞天茅台批价下跌，白酒股再度走弱#,07-07,3,评论同时提及市场转折和短期波动，整体倾向中性
情绪反向利用,月金叉周日低位,07-06,4,月金叉周日低位暗示股价可能反弹，整体情绪积极
股友3GWRzi,市场萎缩最恐怖#飞天茅台批价下跌，白酒股再度走弱#,07-06,1,评论明确表达市场萎缩和股价下跌的负面情绪
基民9hr6NV,科学表明，任何酒都伤肝，喝多少酒都伤肝。因此未来喝酒的人群会越来越小！#飞天茅台,07-06,3,评论指出饮酒有害，未来人群会减少，但未提及茅台例外，整体偏向悲观
奋斗者第二,1000元以下#飞天茅台批价下跌，白酒股再度走弱#,07-05,2,评论指出茅台下跌，白酒股走弱，属于负面情绪
股友sS6HjS,茅台等白酒评什么买那么贵它有多大科技含量，纯是机构的炒作，国防军工才是国泰民安的,07-05,2,评论批评机构炒作，认为白酒缺乏科技含量，属于投机行为，情感倾向悲观。
股友6u23R71685,#飞天茅台批价下跌，白酒股再度走弱#比茅台好喝的出来了他怎么可能不跌,07-05,3,评论指出茅台下跌，认为其他酒更好喝，暗示市场预期不足，情绪偏向悲观。
打板炒家31,200元一股还可以#飞天茅台批价下跌，白酒股再度走弱#,07-04,2,评论提及价格下跌和走弱，属于负面情绪
生龙活虎的耿韶华,100也不会去吃它#飞天茅台批价下跌，白酒股再度走弱#,07-04,5,评论明确表达对飞天茅台价格下跌的悲观预期
溯妍兄妹,过几天朋友来访，买2瓶喝，就怕买到假酒，又喝不出来。尴尬#飞天茅台批价下跌，白酒,07-04,1,评论中提到假酒风险和价格下跌，表现出强烈负面情绪
有责任心的韦扬4,暂停也改变不了茅台长期向淡的格局。茅台的属性就是喝的酒，价高，喝白酒的人加速下滑,07-03,1,评论明确指出茅台长期向淡的格局不可改变，且强调消费下滑趋势，属于极度悲观。
顺势王者战斗机,都去消费金融了，茅台不行了#1935暂停发货，茅台酒价格稳了？#,07-03,1,评论明确批评茅台，暗示市场转向消费金融，情绪极度悲观
小夏子2023,追逐结构景气，关注新消费赛道,07-03,5,积极布局新兴赛道，体现乐观预期
油糕炒,老乡别走，快来喝茅台#茅台盘中涨近4%，白酒板块到底了？#,07-02,4,评论中既有对茅台的积极评价，也有对白酒板块的悲观预期，整体情感偏中性但茅台上涨可能增强乐观倾向。
股友TUEz3N,投资分红性价比更高#茅台盘中涨近4%，白酒板块到底了？#,07-02,3,评论包含正负面信息，整体情绪中性
阿法SHEN,这酒不能停，要不怎么醉生梦死独树一帜呢,07-02,5,评论强调继续饮酒的必要性，表达积极态度
每天最新消息,与胖东来联名酒曝光，酒鬼酒一度涨停；今世缘：控股股东已累计增持875.59万股丨,07-01,4,联名酒带动涨停，控股股东增持显示信心，整体偏积极
蚂蚁的寂寞生活,白酒永远结束了,07-01,1,评论使用'永远结束'强烈否定白酒行业前景，属于极度悲观情绪
超级无敌巴菲特,白酒未来可期，但不是这几天,07-01,3,评论包含积极预测但强调短期局限，整体情绪中性
千寻1060224,酒饮料价格即将进入矿泉水价格时代！,06-30,3,评论暗示酒饮料价格将大幅下降，但用'矿泉水价格'比喻可能带有讽刺，需判断情感倾向。
股友Q088290r27,复制的半导体：目前跌0.2％今天冲高回落，和昨天差不多。目前在半年线上方运行，先,06-30,3,评论描述股价波动但未明确负面情绪，结合半年线运行可能偏中性
青青岛11,$房地产(IS931775)$$白酒(BI0896)$$江苏银行(SH60091,06-30,3,评论中仅列出股票名称，无具体情感描述
碌柒大过肶,一群T苟卖飞乱吠，2元的白酒股买不起，茅台不是挺好怎么不去买？,06-29,4,评论中对低价股不满，但提及茅台，整体情绪偏悲观
老豆说,别太刁钻…,06-29,3,评论中带有负面情绪，但语义模糊，可能属于中性或轻微悲观
体贴的肖三仟,$白酒(BI0896)$$ST股(BI0511)$$常山药业(SZ300255),06-29,3,评论提及ST股，暗示风险，但未明确情绪
股友WQVSj3,最垃圾的白酒就是水凉水跌的离谱了,06-28,1,评论使用强烈负面词汇表达极度悲观
碌柒大过肶,二季度打底1亿，上半年完成1.82亿，准摘帽股，中报提前发，淦，每天牛，慢牛，@,06-28,3,评论包含积极业绩数据但提及潜在风险和负面情绪
新手小岚,量化把白酒搞死了，真牛逼,06-28,3,评论中带有负面情绪，但用'真牛逼'表达讽刺，整体偏向悲观
韭菜苦唯自渡,弱势之下，任何利空都会被放大。市场飞天茅台价格下跌与茅台酒厂有多大关系？前期公司,06-27,4,评论指出市场弱势和利空放大，但未明确肯定茅台关联，整体情绪偏悲观。
hk9jwhunmwa,这个搞法头年里的事了,06-27,3,评论中提及去年事件，但未明确负面评价，可能中性
股友3LatBI,最错就是买白酒了,06-27,1,评论明确否定买白酒的决策，表达极度负面情绪
骑扬广进得程咬金,大哥们，持仓分红与这个有关吗？,06-26,3,评论询问相关性，语气中性，无明显情绪倾向
小夏子2023,白酒筑底回升，或进入中周期买点,06-26,4,评论指出白酒筑底回升，暗示市场可能进入中周期买点，整体为积极信号
秀丽之无花果,港股仙股千万玩起来要注意下跌起来不讲道理，快进快出，千万不要留恋，留恋了就会永不,06-26,1,评论强调风险警告，语气严厉，属于极度悲观
liyihongfa,谁还喝酒啊？这个行业已经是末路#飞天茅台散瓶批发参考价涨至2150元#,06-25,5,评论中明确表达对行业的失望和悲观情绪
买了就暴暴力上涨,没有科技性，也不应有收藏性#飞天批发价下跌，茅台出手稳价了？#,06-25,3,评论指出股票缺乏科技和收藏属性，同时提及价格下跌，但未明确否定茅台稳定价格的积极面，整体情绪偏中性。
成交量为王,#飞天茅台散瓶批发参考价涨至2150元#只要下跌趋势形成，任何反弹都无法阻挡！,06-25,4,评论包含涨价和下跌警告，情感复杂但以涨价为主
主力吃肉喝口汤,白酒大趋势已经凋零，目前就是万年大顶，ST贵毛五元抄底[大笑][大笑][大笑][,06-24,1,评论明确表达对白酒行业的悲观预期
鹰哥哥5188,年轻人开始少喝酒，存酒未来肯定大亏，血本无归，只能自己喝伤肝！#飞天批发价下跌，,06-24,1,评论指出存酒未来亏损，市场担忧，属于极度悲观
股债常红,降价才能切和民心#飞天批发价下跌，茅台出手稳价了？#,06-24,4,评论提及价格下跌和公司稳价，可能反映市场对茅台的积极态度
天马投资1,#茅台1935批价跌破800元大关#,06-23,1,茅台批价跌破800元，反映市场悲观预期
天上飞的兔子,泡沫终将破裂#茅台1935批价跌破800元大关#,06-23,1,评论包含明显负面情绪，预测价格下跌，属于极度悲观
青青岛11,南钢：中信集团总经理，此次签署南钢项目，总投资近50亿元。,06-23,4,涉及重大投资和高管签署，可能暗示积极前景，但无负面信息，倾向中性或乐观。
股友080U768c02,#茅台1935批价跌破800元大关#梭哈梭哈,06-22,2,评论提及价格跌破关键水平并用'梭哈'形容疯狂买入，反映市场恐慌情绪
mqg3233,不好喝#茅台1935批价跌破800元大关#,06-22,1,评论明确指出产品不佳且价格下跌，反映强烈负面情绪
mqg3233,1一2年，必到600每股#茅台1935批价跌破800元大关#,06-22,4,评论预测股价上涨，带有积极预期
股友22e3p38050,很快飞天也会跌破1000#茅台1935批价跌破800元大关#,06-21,5,评论中明确提到股价跌破关键水平，表明极度悲观
雨落轻尘丶,1000一瓶都不喝#茅台1935批价跌破800元大关#,06-21,1,评论指出茅台批价跌破800元，暗示市场疲软，属于极度悲观
打开空间,全部跌下来，人人都能买得起#茅台1935批价跌破800元大关#,06-21,3,评论包含负面情绪（跌）和积极情绪（买得起），整体倾向中性
顺势尔为,真黑啊,06-20,1,评论中使用'真黑'表达强烈负面情绪，属于极度悲观
ghgygs,"有股就吹，没股就黑#段永平、紫金陈“力挺""茅台，怎么看？#",06-20,3,评论对比市场炒作现象，既有肯定也有批评，整体倾向中性
爱家人爱炒股,一晚七拆成十,06-20,2,评论涉及数字拆分，可能隐含对市场或公司表现的负面暗示
股友tgOOgr,"这种广告语不信也罢。#段永平、紫金陈“力挺""茅台，怎么看？#",06-19,2,评论者否定广告语并质疑段永平、紫金陈的力挺，整体情绪偏负面
我叫孙舒宁,"#段永平、紫金陈“力挺""茅台，怎么看？#",06-19,4,段永平、紫金陈力挺茅台，属积极市场信号
征途zt,"400左右拉锯#段永平、紫金陈“力挺""茅台，怎么看？#",06-19,3,机构支持与股价波动的矛盾情绪
想减肥的小熊,最后的洗盘明天8%个点起步,06-18,4,洗盘通常被视为市场正常现象，预期后续上涨，但评论中带有不确定性，整体倾向乐观。
股友550067U0L3,白酒来了？,06-18,5,评论暗示白酒市场出现新机会，可能为积极预测
自在de赫拉,一则消息，白酒的春天来了吗！,06-18,4,评论中使用'春天'暗示积极前景，但未明确证实，整体偏乐观。
懒人炒股买了就睡,最多值200元，毕竟与科技无关，而且酒精喝多了伤身#茅台酒价杀跌，原因是啥？影响,06-17,3,评论包含负面因素但未明确否定整体价值
潭中Q鱼,如果同意拆股必须同意合股，也不至于现在这么多不满1元股退市,06-17,3,评论提及拆股合股争议及退市问题，情绪偏向中性但带一定悲观色彩
shihodai,600考虑#茅台酒价杀跌，原因是啥？影响几何？#,06-17,3,评论询问茅台酒价下跌原因及影响，属于客观信息查询，无明显情感倾向
有教养的飞心韵12,酒没有这个价值，全部都是有权有钱人炒起来的#茅台酒价杀跌，原因是啥？影响几何？#,06-16,1,评论强烈批评茅台股价被权钱交易操控，表达极度悲观
Y神股民,高于十块，你买的任何价格都会亏#茅台酒价杀跌，原因是啥？影响几何？#,06-16,1,评论强烈批评茅台酒价格下跌，表达极度悲观情绪
风风火火创,800#茅台酒价杀跌，原因是啥？影响几何？#,06-16,3,评论询问茅台酒价下跌原因及影响，未表达明显情绪，属中性
纯朴得金鱼,800应该合理#茅台酒价杀跌，原因是啥？影响几何？#,06-15,3,评论中包含中性表述，无明显情绪倾向
雄兴1365,拆股！降低股价，可以收割散户。私募的资金不如公募，私募成了公募的“散户”。所以他,06-15,4,评论批评私募行为，暗示市场不公，情绪偏负面
温柔的彭淳美,这个就根本就不值这个价钱。最多100元。！！！#茅台酒价杀跌，原因是啥？影响几何,06-15,1,评论中明确表达对价格的不满，并质疑其合理性，属于极度悲观情绪。
联合舰队宝总,房地产躺着赚钱的时代结束了，白酒必须死回归商品本身价值别以为是国企就能随意拉升,06-14,5,评论强烈批评房地产和白酒，表达极度悲观情绪
联合舰队宝总,一斤粮食10元不到一斤酒20元差不多,06-14,4,评论对比价格差异，表达对性价比的满意
美乐美乐,建议：股指期货及股指期权改为一季度交割。取缔量化交易（变幻T+0）及融券卖出！全,06-14,4,评论中包含负面交易限制建议，体现悲观情绪
突破历史123,绝对不允许炒作，这跟高转送有什么区别？10转10都违规，你还想学英伟达1拆10股,06-13,1,评论强烈批评市场炒作行为，认为高转送违规，属于极度悲观
就一瓢,按目前的行情茅台股价200元比较合理也比较符合公司的市盈率，本人绝对不会买酒类的,06-13,5,评论认可当前股价合理，但否定酒类投资，整体偏乐观
水涨河宽,拆前原来割100w大韭菜，折后可能割10w韭菜#但斌建议茅台拆股，股友们怎么看？,06-13,2,评论者对当前操作不满，但认可但斌建议，整体情绪偏悲观
大发州鹤地向问天,彻底废了，这个板块，,06-12,1,评论中使用'彻底废了'表达极度负面情绪
忠言逆耳,白酒的下跌才刚刚开始，月线级别的调整，起码以三年以上来计算调整时间,06-12,3,评论提及下跌开始但强调调整时间，整体中性偏乐观
min98765435872,这些白酒企业宁愿守着产品高价也不愿降价促销去库存，还幻想着哪天经济过热，全民豪饮,06-12,2,评论批评企业保守策略，暗示市场前景不佳，带有悲观情绪。
unimax,就上一款蓝莓汁吗？人参元液呢？#A股磨底成功？##全球食品价格保持涨势##食品饮,06-11,4,评论包含对食品价格和A股反弹的期待，整体情绪中性但略乐观。
谦虚谨慎的曹思妮,哈哈工业垃圾,06-11,1,评论包含讽刺性负面词汇，暗示公司表现不佳
反向操盘手9469,这茅台，泸州老窖等一线白酒跌这么狠，盘口才跌这么一点儿？真是假呀,06-11,1,评论表达对股价下跌的强烈不满，认为实际跌幅远超盘面显示，属于极度悲观。
垃圾堆里捡宝1,有机会吗,06-10,3,评论包含'有机会'，但缺乏具体信息，情感倾向中性
岳小玉雪玲珑,哇靠什么鬼,06-10,3,评论表达惊讶和困惑，情绪较中性但带有负面倾向
勇敢坚毅的吴睿博,天天砸，你可真开心玩呢,06-10,2,评论中带有调侃语气，但提及'天天砸'可能暗示负面情绪
基民P7r5087333,准备开砸,06-09,1,评论包含'开砸'暗示市场做空准备，属于极度悲观情绪
打败兔,这家伙老是水下玩，就没红过,06-09,2,评论指出对方策略失败，但未明确具体原因，情感倾向负面
AbCca,白酒不配涨吗？,06-09,3,质疑白酒上涨合理性，隐含否定情绪
国色天香的悦儿1,明天跌多少,06-08,3,询问具体数值，无明显情绪倾向
赢者帝皇败者韭皇,钱好赚的时候，大家注重吃喝玩乐，白酒股好做。疫情后赚钱难，大家注重价值创造，白酒,06-07,4,评论对比不同经济环境下白酒表现，暗示其在盈利难时期仍具价值
我的个神咋办2024,周一食品板块应该有机会了吧，涨二天，已经缩量调整二天了，静态结果。。。,06-07,4,评论中提到板块有上涨机会，但提及缩量调整，整体偏乐观。
爽快得甜瓜,板块是红的，一线白酒全是绿的，那么逗的吗,06-07,3,评论对比板块表现差异，带有调侃意味，情绪中性但略带批评
不要炒股不要买鸡,已经成趋势了,06-06,4,评论中'成趋势'暗示积极预期，属于乐观倾向
小夏子2023,内需政策仍在蓄力，“吃喝板块”关注三条主线,06-06,3,评论陈述政策推进和板块主线，无明显情绪波动
敢买更要舍得卖,趋势持续向下,06-06,2,趋势持续向下属于负面情绪，评分2分
新星实战,大家觉得今天什么走势,06-05,3,评论未表达明确情感，属中性
菜鸟还是菜,他嘛的，能动一动嘛？,06-05,3,评论带有调侃语气，无明显情绪倾向
嘎兰合伙人,这个属于食品饮料板块不,06-05,3,评论未表达明确情感，属于中性
心静无钱zz,看涨,06-04,4,评论包含'看涨'，表示对股票的乐观预期，但缺乏具体数据支持，属于中性偏乐观
秀外慧中的祝莉,贝因美压的太狠了吧,06-04,1,评论中表达对贝因美股价下跌的强烈不满，暗示跌幅大，属于极度悲观情绪。
四月的蔷薇1,稳,06-04,3,评论'稳'在股市中可能暗示市场稳定，但缺乏明确情绪词汇，难以确定具体情感倾向。
念念要快乐,看明天怎么说，跌得话，我就放弃了,06-03,1,表达极度悲观，放弃投资
萱儿要发财,机构卖的，我猜机构卖的,06-03,3,评论中未体现明显情感倾向，属于中性判断
莫冲动_管住手,跌10天了，没完了，白酒也没反弹多少，怎么就单砸白酒,06-03,1,评论中多次使用负面词汇，表达极度悲观情绪
随机应变的老贵,6月1号，茅台洒的价格大幅下跌#段永平一股没卖！茅台大跌，抄底机会？#,06-02,3,评论提及价格下跌和段永平未卖出，但整体情绪偏向悲观
每天最新消息,中国人无酒不成席，只是酒的价格一定要在合理区间。,06-02,3,评论强调酒的社交重要性并提及价格合理，整体中性
风度儒雅的雪狐,海天味业200多块钱一直跌到44元在食品饮料ETF当中占有5%的分量，，下奶剔除,06-01,1,股价持续下跌，无积极因素提及，极度悲观
八方纳福的逍遥子,不拿到分红送股。机构是不会跑的。今年预案应该是10送10。,06-01,2,评论中既有对分红的不满，又有对机构的肯定，整体情绪偏向悲观
李0889,白酒低位、券商低位！白马王子！,05-31,4,评论提及低位和白马王子，暗示积极情绪
八步成诗9565,白酒8连跌，真的太猛了,05-30,1,评论指出白酒连续下跌，且用'太猛'强调负面情绪
歩步高,#收盘点评#,05-30,3,评论仅含标签，无具体情感信息
股友3LatBI,只跟跌不跟涨，这个板块废了,05-30,1,评论使用'废了'表达极度负面情绪
天上财翼,高开高开,05-29,4,高开高开表明市场预期积极，属于乐观情绪
