author,comments,update,sentiment_score,analysis_think
伊博A,周一加仓干,08-18,4,评论中包含'加仓'，通常表示积极投资信号
灿烂gg,大利空,08-18,3,评论包含'大利空'，表明利空消息，属于负面情绪，但未具体说明程度，故评分中性偏悲观。
善万物之得时,尿性,08-18,3,评论内容模糊，无法明确判断情感倾向
泡泡玛特资讯,财经聚焦|乐园游升温 激发消费新活力,08-17,4,评论提及经济活动升温，可能利好相关股票，但未明确指向具体市场，属中性偏乐观
单持顺势波,国投中鲁加油！,08-17,5,评论中使用'加油'表达积极支持，无负面信息
招财为富的梦竹,下月东方甄选到70了，积极布局！,08-17,5,评论暗示东方甄选股价将突破70元，市场积极布局，情绪乐观。
泡泡玛特资讯,上市公司竞逐“IP经济”浪潮,08-16,4,评论提及上市公司竞逐IP经济热潮，暗示市场活跃度，但未明确负面情绪
跟随量化做T,可以买,08-16,3,评论'可以买'缺乏明确情感倾向，属中性判断
招财为富的梦竹,下周可以买东方甄选了，冲击60在路上。,08-16,3,评论提及股价上涨预期，但未明确情绪，属中性
炒股养妈,我在泡泡躲牛市,08-15,4,用户在牛市中寻求机会，表达积极态度
putaodec,逛街随便都可以看到Labubu这个大ip难怪股票那么火,08-15,4,评论提及Labubu IP带动股价，但未表达负面情绪，属中性或乐观
泡泡玛特资讯,海关查获侵权“Labubu”盲盒1992个,08-15,2,海关查获侵权产品属于负面事件，可能影响公司声誉和股价
基民ztBKGO,每天都跳水,08-14,5,评论中'跳水'暗示股价持续下跌，情绪较强烈，可能为极度悲观
新易盛资讯,792只主动权益基金净值创历史新高 这些基金经理产品位列其中,08-14,5,评论强调基金净值创历史新高，积极表现明显
潘晗庆是谁呀,上去呀，市场一片大好,08-14,5,积极评价，市场一片大好
泡泡玛特资讯,织密知识产权保护网、降低企业维权成本 护航国潮文创全球“上新”（市场万花筒）,08-13,5,积极措施促进市场发展，预期乐观
老姦熊,大家听我说泡泡今天的目标就是先跌80%明天再跌99%我预测超赞信我吧,08-13,5,鼓励性语言和高跌幅预测结合，体现极度乐观
股友Y89nna168,股友0V80X55338创建了模拟组合 模拟组合7502907,08-13,3,陈述事实性动作，无明显情绪倾向
信心比黄金贵0828,M？？？？,08-12,3,评论缺乏具体信息，无法判断情感倾向
东方巨熊,公司好不好，高不高估，其实看看公司核心管理团队在干啥就清楚。最后问你们一个问题：,08-12,3,评论未直接评价公司表现，但强调管理层行动是关键，属中性
折腾俩下,管理层都在减持,08-12,3,管理层减持可能反映公司基本面问题，但未明确说明原因，需结合上下文判断。
罚十元,列位看官值不值1499新,08-11,1,评论中明显表达对价格的否定态度
股友6N531W8603,无厘头下跌,08-11,3,评论中的'无厘头下跌'暗示市场剧烈波动，但缺乏明确原因，情感倾向中性
天齐锂业资讯,港股收评：恒生指数涨0.19%，恒生科技指数跌0.01%，锂电池股走强,08-11,4,锂电池股走强，整体市场小幅上涨，情绪偏乐观。
有毅力的雨雨树15,看到泰国泡泡玛特全球最大的旗舰店排队盛况，震撼啊！明天又要大涨,08-10,5,评论中提到泰国旗舰店排队盛况和预期大涨，明显表达乐观情绪
泡泡玛特资讯,潮玩经济热潮涌动 小玩具撬动大市场,08-10,4,正面描述潮玩经济和市场潜力
泡泡玛特资讯,深度复盘：形象型IP商业价值与企业成长经验启示,08-10,4,评论提及IP商业价值和成长经验，暗示分析积极但未明确负面情绪
耳鸣难治,鉴定师：我可以负责任的说这是新的，完全的新的，彻底的新东西，你看上面还有英文。所,08-09,4,评论强调创新，但未提及风险，可能偏向乐观
玩玩短线而已,涨到400应该没人反对吧，本来泡沫就多，很对应公司的名字,08-09,3,评论中既有肯定也有批评，整体情绪中性但带负面暗示
捷成股份资讯,国产动画爆款频出 上市公司助力产业链上下游联动,08-09,5,评论强调国产动画成功和上市公司推动产业链联动，整体积极正面
泡泡玛特资讯,泡泡玛特泰国最大旗舰店落户曼谷,08-08,4,泡泡玛特泰国旗舰店落户是积极市场动作，体现扩张信心，属于乐观情绪。
炒股养妈,典型的缩量十字星，空中加油形态，这个不是出货形态,08-08,3,评论描述技术形态且否定出货信号，中性判断
日理万机得凌波丽,转发,08-08,3,评论缺乏具体信息，无法判断情感
北证捉妖师,不敢追高标，可以来北证追柏星龙,08-07,4,评论中既有对高风险的规避，又有对北证的积极建议，整体偏中性但带乐观倾向。
我是xx,起码一万亿市值吧，光国内就值5000亿，海外再5000亿。这个时候上车绝对不晚，,08-07,4,评论强调当前市场价值高，鼓励买入，语气积极
泡泡玛特资讯,港股新消费股走强 泡泡玛特涨超3%创历史新高,08-07,5,港股新消费股走强，泡泡玛特股价创历史新高，积极情绪明显
港股长线成长之王,我是真从高点283格局到现在，利润几十万，来回震荡，每次高点不卖格局拿着，在跌到,08-06,4,用户虽震荡但获利，整体持乐观态度
泡王大锤,妹妹，你们大大往前冲，小王总在前面等你来,08-06,4,鼓励前进，带有积极意味，但语境模糊
灵魂21克,快醒醒，谷子经济龙头马上新高了,08-06,4,评论使用积极词汇暗示股票即将上涨
信念之心想事成,一年32亿左右的纯利润，市值能干到3200亿，我只能说佩服，还能说啥呢？,08-05,4,积极财务表现，表达佩服，无负面信息
小梦778,慢慢来～,08-05,3,评论中'慢慢来'暗示谨慎态度，未明确表达积极或消极情绪
子藤哥,没什么资金来玩，到现在才1亿多一点的成交量。。。,08-05,1,评论指出市场缺乏资金和成交量低，反映极度悲观
港股问禅之雷老虎,如果有一家公司，在泡泡玛特的路上奋起直追。如果有一家公司，他的背后实际控制人是中,08-04,4,评论包含积极元素但提及实际控制人，整体偏乐观
才望四海的钟馗,不跑的全是人才,08-04,3,评论中带有讽刺意味，暗示不跑的人未必是真正的人才，可能带有负面情绪
泡泡玛特资讯,董事会会议通告,08-04,3,董事会会议通告属于正式公告，无明确情感倾向
泡泡玛特资讯,经济热力站|盖章打卡、限定周边，泡泡玛特城市乐园暑期人气爆棚,08-03,5,评论提及市场热度和产品受欢迎程度，整体积极
东方3813909284,千年大顶,08-03,4,评论含蓄表达股价大幅上涨，属积极信号
财运享通了,参与新品抽签,08-03,3,评论缺乏具体信息，无法判断情感倾向
斐然兴隆地楚留香,跌到10元都没人买,08-02,1,股价跌至10元仍无人购买，反映市场极度悲观
n488513637320612,经济复苏，靠传统的大投入、大基建、消费服务，难以大力扭转；创新、高科技是正道，而,08-02,3,评论同时批评传统方法效果有限，但肯定创新方向，整体情绪中性
子藤哥,继续补一点，空头这几天开心了,08-01,3,评论中提到空头开心，但未明确正面情绪，可能中性或轻微乐观
金玉斗金的周芷若,收盘跌5%以上,08-01,1,收盘跌5%以上表明大幅下跌，属于极度悲观
汉堡薯条拿铁,不至于，被老铺这个庄股带下来的,08-01,3,评论中带有否定语气，暗示市场被庄股影响，情绪偏向悲观
重庆高建行,周线确认死叉，月线红柱缩短，这股短期最近几周、中期最近几个月没戏了，下跌概率大于,07-31,1,评论明确指出短期和中期无戏，表达极度悲观
理想汽车-W资讯,港股评级汇总 | 交银国际维持理想汽车中性评级,07-31,3,中性评级表明无明显情绪
重庆高建行,有大盈利的可以至少部分止盈了，没买的还是要慎重吧。,07-31,4,评论包含积极鼓励和谨慎警告，整体偏乐观但带警告
业余的蒋婷1,我再也不乱跑了，这两天出去浪了一圈，没少挨打,07-30,3,用户表达对过去冒险的反思，但未明确积极或消极情绪
skycoyan,亏四万了，什么时候回本,07-30,2,用户表达亏损并询问回本时间，体现悲观情绪
a002060,002301齐心集团的文具盲盒：,07-30,3,评论缺乏具体市场反应或评价，无法确定情感倾向
美图公司资讯,港股启示录：重估中国资产浪潮来临,07-29,5,评论使用积极词汇描述市场重估，暗示乐观预期
股友Haiwb8,涨！,07-29,3,评论仅提及'涨'，无明确情绪或上下文，可能属于中性
普普通通的一散户,转发,07-29,3,评论内容无情感倾向，属中性
泡泡玛特资讯,从单打独斗到“抱团取暖” 中国品牌们搭乘KKV出海,07-28,4,评论提及品牌战略转变，暗示合作趋势，可能反映市场乐观预期
小米集团-W资讯,选股口味与时俱进 多只明星基金突破投研“舒适圈”,07-28,4,评论提及基金经理突破舒适圈，暗示积极策略调整
老姦熊,泡泡今天下午要跌到5元我大力买入1000万股,07-28,4,评论中明确表达对股价下跌的预期并积极买入，体现乐观情绪
龍四818,荼图兔子爱吃鱼创建了模拟组合 模拟组合7502994,07-27,3,评论未明确表达情感，涉及模拟组合操作
股友693n1l9196,僵尸股，久托不退,07-27,1,评论明确指出股票长期亏损且被忽视，属于极度悲观情绪
宏图广进得千仞雪,美股三大指数集体走低,07-27,3,评论指出美股三大指数下跌，属于市场负面情绪，但未明确程度，可能中性或轻微悲观。
迅捷的范昊初,将来的西高院，是世界的西高院。没有看懂这一层的投资者，不配谈投资西高院。,07-26,5,评论高度赞扬西高院，批评不理解其价值的投资者，体现极度乐观。
涅槃重生2024C,$泡泡玛特(HK|09992)$,07-26,3,评论内容缺乏情绪描述，无法判断情感倾向
股8东西南北6118,最近为何如此？,07-26,3,疑问句无明确情绪，中性判断
股友o352Y95186,有意思吗？今天涨，明天砸，一日游上瘾了？当散户250？事不过三，马上散户就不陪你,07-25,4,评论包含负面情绪，但未达极端悲观
侠之大为化债接盘,外资接盘是不？,07-25,3,疑问句询问外资接盘情况，未明确判断，属中性
中国人寿资讯,南向资金追踪｜本周净流入约323亿港元 加仓盈富基金及中国人寿抛售小米,07-25,4,南向资金流入+加仓+抛售小米，整体趋势积极但小米受挫
三生制药资讯,南向资金年内狂扫近8000亿港元 险资成为港股主力军,07-24,1,南向资金大规模流出引发担忧
股友BhOQOe,君不见黄河之水天上来？,07-24,4,引用经典诗句表达对市场前景的悲观预期
泡泡玛特资讯,卖假冒LABUBU，便利店7-Eleven被泡泡玛特起诉了,07-24,1,评论提及假冒产品和法律诉讼，反映强烈负面情绪
七点能到,现在买泡泡就是赌他是下一个茅台还有十倍涨幅，如果不是就得认亏。,07-23,4,评论中包含对泡泡的高预期和风险提示，整体偏向乐观但存在风险
股友625y170p70,把公司卖给你们，一群,07-23,3,评论中包含负面词汇，但语义模糊，需结合上下文判断
牛来吖,看不到希望啊,07-23,1,评论表达对未来的绝望，属于强烈悲观情绪
账户已注销,憋大招，我对你一点期待，别止步不前，我没说股价，拉布布在曝光就给我的消费的干瘪了,07-22,3,评论包含积极期待与负面担忧，整体情感中性偏悲观
股鼓古,7.15预盈倍增出来后，716竞价涨停封板了几分钟，应该是被卖空的砸下来了，冲得,07-22,3,评论提及预盈和涨停，但卖空导致冲高，情绪矛盾
ni适合回家种韭菜,下午冲锋,07-22,3,评论中'冲锋'可能隐含积极买入动作，但缺乏明确情感线索，需结合上下文判断。
股友P80u095358,今年没有四连跌过，今天是第四天跌，这次看来是希望渺茫了；,07-21,2,评论指出当前下跌趋势持续，暗示未来前景悲观
石头0219,读懂了下跌，才能抓住上涨！,07-21,3,评论强调理解下跌以抓住上涨，体现市场洞察但未明确表达强烈情绪
阿朱738924,i,07-21,3,评论内容过于简短，无法判断情感倾向
钱家进,泡泡打庄家已经悄悄地出货，再潜伏到了京东健康。,07-20,1,庄家出货暗示抛售，市场可能悲观
泡泡玛特资讯,拉布布靠什么“出圈”,07-20,3,评论质疑拉布布成功原因，可能隐含批评或中性态度
宏图多谋地,$泡泡玛特(HK|09992)$,07-20,3,评论中未提供具体情感信息
翻倍二零二五,抛开股价说，就这几天海内外生意还是很好。小日本大夏天还在户外排队…,07-19,5,评论强调生意兴隆，整体积极
驯妖师Ze,这走势，明显在憋大招！也就是暴跌一次重新建仓往上打！我预测231要是守不住那就完,07-19,4,评论中包含对市场走势的预期和风险提示，整体偏乐观但保留谨慎
股友85A122m098,听说泡泡玛特盲盒开出名创优品的玩具哦而且客服不处理,07-19,3,评论中包含调侃和不满情绪，但整体偏向中性
清新的蔡古力娜扎,ID391创建了实盘组合 韭菜小苗,07-18,3,评论提及'韭菜小苗'可能隐含负面情绪，但未明确否定组合
明媚之多弥尼克,转发,07-18,3,评论缺乏具体信息，无法判断情感
泡泡玛特资讯,刚刚大曝光！一批绩优基金经理狂买这些股,07-18,4,绩优基金经理的买入行为通常被视为积极信号，评论中未提及负面因素，因此属于乐观情绪。
泡泡玛特资讯,重仓泡泡玛特、新易盛、信达生物等多只热门股！永赢基金高楠最新持仓曝光,07-17,4,评论提及重仓和基金持仓曝光，暗示积极态度
泡泡玛特资讯,泡泡玛特净利预增350%反遭空头狙击 卖空股数激增超6倍,07-17,2,业绩增长被空头狙击，市场情绪偏悲观
勇敢的石小白1,这收盘价，玩谐音梗吗？,07-17,3,评论中带有调侃语气，未明确表达负面情绪
才望四海的钟馗,这么明显的头部形态，真敢买啊,07-16,1,评论批评高位买入行为，表达极度悲观
押宝保,国内的主力太坏了，都是借利好出货,07-16,1,评论明确批评市场主力行为，表达强烈负面情绪
长沙吴彦祖来啦,今天收绿全世界都会怀疑业绩,07-16,1,收绿+怀疑业绩，明显负面情绪
泡泡玛特资讯,泡泡玛特：预计上半年溢利同比增长不低于350%,07-15,5,预期盈利大幅增长，明显乐观
大师兄君遇,明天直接突破300,07-15,4,评论中提到'突破300'，暗示积极走势，但未提及风险或负面因素，属于乐观情绪。
泡泡玛特资讯,泡泡玛特预盈：上半年收入增长2倍，溢利增长不低于3.5倍,07-15,5,公司业绩大幅增长，体现强烈乐观情绪
ATM勇敢之心,感觉大股东要溜,07-14,2,大股东减持可能引发市场担忧，属于负面信号
鸿萌哥,下蛊专用，未来增长空间无限,07-14,3,评论中包含负面词汇'下蛊'和积极表述'未来增长空间无限'，整体情感倾向需综合判断。
看看谁更能熬,消费最近的表现真的是可圈可点，昨天泡泡玛特拉升后，今日再度高走，富国基金重仓泡泡,07-14,5,评论强调消费表现和基金重仓，暗示积极预期
股友yk58FG,25H2TP160,07-13,3,评论内容缺失，无法分析情感
ATM勇敢之心,已散场，洗洗睡吧,07-13,3,评论包含结束状态的描述，但未明确表达情绪倾向
股友vfF4vY,3400市值的一堆翔,07-13,1,评论用夸张方式贬低公司市值，表达强烈负面情绪
ATM勇敢之心,我把labubu都送给同事和邻居家小孩了,07-12,3,分享物品通常为正面，但需确认是否隐含负面情绪
Pop_Beone,这些牛鬼蛇神，怎么没见在涨得时候出来呢,07-12,1,评论中使用贬义词并表达不满，反映极度悲观情绪
明智的谢婕,为什么还有那么多买这种随时可能崩盘的股,07-12,2,评论表达对高风险股票被持续买入的质疑，隐含对市场风险的担忧，但未直接表达极端悲观。
wjshui001,股友38wF828389创建了模拟组合 模拟组合7502955,07-11,3,评论中提到创建模拟组合，可能隐含负面含义，但无明确情绪词汇，判断为中性。
ST合力泰,有本事放开做空,07-11,3,评论中包含对市场规则的批评，但未明确表达强烈情绪
股友smBgkg,唉讲，你又不听听，你又不明明，你又不做做，你又做错错，你又不认认，你又不改改，你,07-11,1,评论中充满责备和不满，情绪极度悲观
CooKie,公司领导5月份高位套现几十亿，我本来以为股票一蹶不振，这几天看来该公司还是要接着,07-08,3,公司高位套现可能反映市场悲观，但后续仍可能继续，整体偏中性
梭哈泡泡玛特,苦尽甘来，回本了！,07-08,4,评论表达从困境中恢复的积极情绪
深沉的蔡芝蔓,要对仿新下手了，不看好,07-07,1,评论明确表达对仿新股票的负面态度，属于极度悲观
知股微声,？,07-07,3,评论内容缺失，无法进行情感分析
华强方特资讯,“乐高效应”火热 主题公园撬动暑期文旅热潮,07-06,4,评论提到主题公园带动文旅热潮，语气积极
股友37y13890f7,就是旺旺,07-06,3,评论中'旺旺'缺乏具体语境，难以判断情感倾向
abb大花猫,泡泡马特太熬人了受不了,07-04,1,评论中使用了负面词汇，表达极度不满
KaK2KK,乐园经济！华立全国10家+环游嘉年华，7月5日开业泡泡玛特城市乐园，差不多性质，,07-04,4,评论提及公司业务扩展和乐园经济，整体积极但未明确负面信息
wallmogan针挑土,森麒麟三季报每股收益1.23元,07-04,4,每股收益为正，反映公司盈利良好，属于积极信号
泡泡玛特资讯,做一级的来玩二级 血淋淋教训,07-02,2,评论中带有强烈负面情绪，暗示策略失误
n1415098995c6c49,明天给我跌停不跌停我梭哈,07-02,1,用户明确预测跌停并全力投入，体现极度悲观
蜜雪集团资讯,港股打新回暖 一手浮盈最高破万 创新药新消费受追捧，专家提醒“破发”风险仍存,07-02,4,市场回暖、浮盈高、受追捧，但风险提示存在，整体偏乐观。
n947613414916794,原来如此,07-01,3,评论中无明显情绪倾向，但'原来如此'可能隐含惊讶或恍然大悟，需结合上下文判断
股市的原罪是占资,人狠话不多,06-30,3,描述性格内敛，可能隐含负面情绪
股友K1r7936768,株冶集团加油！,06-30,4,评论中使用'加油'表达积极支持，但未提及负面信息
股友XZti1c,认准发展趋势！,06-29,4,评论强调趋势判断，可能蕴含积极预期
北航北海金融GT,今天涨停就卖,06-28,3,评论未明确表达情感，但涨停通常被视为积极信号，可能中性或乐观
深度棱镜洞察2,泡泡玛特按照美金计算市值才450亿美金，股价才34美金，这是国际性潮玩给的估值吗,06-26,4,评论质疑估值合理性，但未明确表达情绪，可能中性或略乐观
技术疯子,赎回了,06-26,3,评论仅提及动作'赎回'，无明确情绪判断
映宇宙资讯,黄琴谈映宇宙：成长与时俱进，出海水到渠成,06-25,4,评论强调发展顺利，积极向上的语境
ahshwj2006,今天的高点应该是个顶,06-25,3,评论暗示高点可能结束，隐含市场调整预期，属于中性偏悲观
股友99h21v2285,美元见底，x86.,06-25,4,评论包含'美元见底'（积极信号）和'x86'（可能为技术术语或误写），整体倾向乐观
天天都在起飞,250，这是多头对空头最猛烈的嘲讽,06-24,1,评论中明确表达对空头的激烈嘲讽，属于极度悲观情绪
一只大海鱼,拉布布拆解了就是一堆棉花和铁丝塑料做的成本3块钱泡沫马上戳破快逃,06-24,1,评论中使用了强烈负面词汇，表达极度悲观情绪
东升9839,没有不可替代性和稀缺性,06-23,2,评论指出缺乏独特性和稀缺性，暗示价值不足，属于悲观情绪
股友277h93Z910,ID391创建了实盘组合 韭菜小苗,06-21,3,评论包含'韭菜小苗'可能隐含负面含义，但整体无明确情绪判断
神奇投资人,底部了，可以买了,06-21,4,评论包含积极信号，建议买入
请赐我好运YES,现在想要买泡泡玛特的布娃娃拼多多网上多的是，几元都买得到。,06-21,3,评论描述市场供过于求，价格低廉，但未明确表达积极或消极情感
已破产7538,这才哪到哪，一瓶茅台换一个玩偶，市值对标茅台,06-20,4,评论批评茅台股价暴跌，表达不满情绪
已破产7538,这才哪到哪，一瓶茅台换一个玩偶，市值对标茅台,06-20,1,评论表达对茅台市值被其他资产取代的不满，情绪强烈且负面
股友Y392573w99,可以关注,06-19,3,评论中无明显情绪倾向，建议中性评分
泡泡玛特资讯,泡泡玛特大量补货 Labubu二级市场价格崩了！,06-19,2,评论中明确提到价格崩了，属于强烈负面情绪
泡泡玛特资讯,热搜第一！Labubu价格崩盘！,06-19,1,热搜第一+价格崩盘，明显负面情绪
HarvesQ,你们知道labubu有多火吗，9.22已经卖完了,06-18,4,评论提到产品热销且已售罄，体现积极情绪
基民333LN39385,砸到240，我来接盘,06-16,3,评论中包含负面情绪（砸到）但包含接盘行为，整体情绪偏向中性
勤奋递棒的剑桥蓝,差不多了得了，你这个labubu丑东西不是什么精神赛道的圈层都挤得进的。什么“火,06-16,1,评论使用贬义词和嘲讽语气，表达极度悲观
会T才是巴菲特,12.1周二跌,06-16,3,评论中包含'跌'，表明下跌，但缺乏具体数据，需判断情感倾向。
股友9Eevzh,洗洗睡吧，明天吃面喽,06-15,3,评论包含日常建议，语气轻松，无明显情绪倾向
c4b48fhl,千万不要接高了，20日线盯好,06-15,3,评论警告追高，建议关注20日线，属谨慎态度
Roman_LL,股友K36106h557创建了模拟组合 模拟组合7502870,06-14,3,评论提及创建模拟组合，可能隐含不真实或虚假的意味，但未明确表达情绪。
智慧的华梦香,要涨停了,06-14,5,明确提到涨停，属于积极预测
泡泡玛特资讯,暴涨超12倍！泡泡玛特疯涨 带火IP概念板块,06-14,5,评论中明确提到股价暴涨和板块受热捧，体现极度乐观情绪
股事心声,7%,06-13,3,评论中无明确情感词汇，仅含数字7%，需结合上下文判断
泡泡玛特资讯,LABUBU爆火出圈！与泡泡玛特合作有无业务合作？多家A股公司密集回应,06-13,5,评论提及LABUBU爆火及合作，暗示积极市场反应
云锋金融资讯,突然暴涨近100%！一则消息引爆,06-12,5,评论中提到暴涨和引爆，明显是积极情绪
今年向前冲,准备收割了,06-12,4,评论暗示投资者准备获利，属于积极信号
泡泡玛特资讯,国产IP全球走红 上市公司深挖IP经济潜力,06-12,4,国产IP全球走红，上市公司积极布局，体现市场积极预期
股友1ox3313606,1.92元,06-11,3,评论仅提供价格信息，无明确情感表达
泡泡玛特资讯,太疯狂！全球唯一一只薄荷色LABUBU拍出108万元！泡泡玛特股价年内已涨191%,06-10,4,评论强调股价暴涨，但用'太疯狂'表达情绪，可能偏向积极但带负面色彩
码筹的血带,股友x22676r369创建了模拟组合 模拟组合7502920,06-10,3,评论提及创建模拟组合，可能隐含负面含义
富有高雅地李剑白,新公司啥时候招人！,06-08,4,表达对加入公司的期待，属于积极情绪
十年一觉航发梦,转发,06-07,3,评论仅包含动作描述，无明确情感倾向
含家铲,我也绿了,06-04,3,评论中'绿了'暗示股价下跌，带有负面情绪但未达极端悲观
股友230Q78U536,下去吧明天在涨,06-03,2,评论中包含'下去吧'的警告语气，暗示市场可能下跌，但'明天在涨'显示部分预期，整体情感偏向悲观。
智慧的华梦香,许老师也不给力啊,06-03,2,评论中使用'不给力'表达负面情绪，属于明显悲观评价
报销主义,明年A股将迎来大牛。,06-02,4,评论表达对A股未来的积极预期，无负面信息
智慧的华梦香,"出利好跌,出利空涨",06-01,1,利好消息导致下跌，利空消息导致上涨，市场反应与预期相反，可能属于极度悲观。
智慧的华梦香,我在25等你哦,06-01,4,评论中'等你'带有期待积极情感，但缺乏具体股票信息，可能为中性或乐观
股友rDhCbe,牛等,06-01,3,评论中包含'牛'（牛市）和'等'（观望），缺乏具体信息，情感倾向中性
股权霸,北银稳步向上是主基调,05-30,4,评论中提到'稳步向上'，体现积极趋势，但未提及负面因素，判断为中性或乐观。
KaK2KK,卡牌：卡游很快上市，谷子潮玩品牌52TOYS，TOPTOY排队上市,05-30,4,评论提到上市进展积极，但未提及负面信息，属于乐观倾向。
报销主义,股友610NW88651创建了模拟组合 模拟组合7502960,05-30,3,评论未提及具体评价或市场表现，无法判断情感倾向
泡泡玛特资讯,泡泡玛特玩偶被炒至上万元 又一家潮玩品牌冲上市是喜是忧？,05-29,5,泡泡玛特玩偶价格飙升，潮玩品牌冲刺上市，体现市场积极预期
知股微声,大学的承诺,05-28,3,评论缺乏具体上下文，无法判断情感倾向
股民索赔宝,明天满仓干,05-28,4,评论中的'满仓干'暗示高风险操作，可能被解读为积极或中性，但需结合上下文判断。
wallmogan针挑土,这个经理就是只广瘟鸡,05-28,2,评论使用贬义词形容经理能力差，属于负面情绪
泡泡玛特资讯,关税，重大变数！“年轻人的茅台”，新高！,05-27,5,评论中提到关税作为重大变数并提及新高，暗示市场积极反应
HX4036094341939180,崩了，唉,05-27,1,评论中使用'崩了'和'唉'表达强烈负面情绪
基民iwmYzx,如果都不卖会怎么样,05-26,3,评论未明确表达市场走势或情绪，但涉及假设性情境，可能隐含担忧。
股事心声,《深圳证券交易所关于全国中小企业股份转让系统挂牌公司向创业板转板上市办法（试行）,05-26,3,政策性文件，无具体市场反应，属中性
求财又求才2403,完了上了贼船了,05-24,1,俗语'上了贼船'暗示严重亏损，表达极度悲观情绪
一股一牛,我明天砸盘了,05-23,5,用户明确表达对股市的极度悲观预期
股友XZti1c,600999涨停！,05-21,5,600999涨停表示市场高度看好，属于极度乐观
风趣的韩伊蓓,张江高科加油！,05-20,4,评论使用'加油'表达积极支持，属于乐观情绪
风趣的韩伊蓓,要大跌啦？,05-20,1,评论中明确表达市场下跌预期，属于极度悲观
风趣的韩伊蓓,敢于抄底！！！关心我！,05-20,4,评论包含积极词汇如'抄底'和'关心'，但未明确负面信息，可能偏向乐观
KaK2KK,这谷子IP，全国就剩泡泡玛特十几倍的涨了？国内都拉级股吗？国内大A这么缺钱吗？？,05-19,1,评论质疑市场表现，暗示悲观情绪
wallmogan针挑土,北京城乡加油！,05-19,4,评论中包含积极的加油鼓励，但未明确具体事件，情感倾向乐观。
wallmogan针挑土,有分红吗,05-19,3,询问公司是否分红，无明确情感倾向
wallmogan针挑土,买,05-18,3,评论'买'缺乏情绪信息，无法明确判断情感
股友3522pf3013,我后悔了，开盘面金徽比老白干强,05-18,1,评论中明确表达后悔情绪，且涉及市场表现负面判断
sl681180,仙风道骨de张三丰创建了模拟组合 Robin的世界,05-17,1,评论中带有调侃和讽刺意味，暗示虚构人物创建不真实的模拟组合
sl681180,今天再跌就是买入的时候,05-17,4,评论暗示市场可能继续下跌，但建议买入，属于谨慎乐观
会T才是巴菲特,哈哈，好喝3.1的本,05-16,3,评论中包含积极词汇但缺乏具体股票信息，难以确定情感倾向
血横8010,完了,05-16,1,评论中的'完了'表达了极度悲观的情绪
朴素地榴莲,凉了，还得一直跌,05-16,2,评论表达对股价持续下跌的担忧，属于强烈负面情绪
山沟股民加强版,股友610NW88651创建了模拟组合 模拟组合7502960,05-15,3,评论未提及具体评价或市场表现，无法判断情感倾向
股友XZti1c,这是9.10号的获利比例,05-12,3,评论中未体现明确情绪，仅陈述事实
多财有余地花满楼,放量买,05-09,4,放量买表明资金流入，属于积极信号，符合乐观情绪
林清盗卷,哪个是真的,05-09,3,评论内容不完整，无法判断情感
股友XZti1c,离场,05-09,2,评论'离场'可能暗示市场或投资组合的退出，带有负面情绪
谦恭平和的甘蔗,明天开盘不管涨多少都要上车,05-08,4,评论表达积极买入意愿，但存在市场不确定因素
股友Q73218255i,多么完美的高抛低吸趋势票,05-08,5,评论赞美高抛低吸策略，体现积极情感
股友aanUW43295,[加油],05-07,4,评论包含鼓励性语句，表达积极情绪
股友XZti1c,必须的,05-06,3,评论'必须的'缺乏明确情感倾向，但可能隐含强制性，需中性评分
辣条少女25,股友ZGo08e创建了模拟组合 模拟组合7502936,05-06,3,陈述事实，无明显情绪倾向
持续亏损中,泡泡玛特怎么防伪和藏品评级认证？,05-05,3,评论未明确表达情感，但涉及产品认证和防伪措施，可能隐含质疑但未直接批评
大发兴隆的祖千秋,至少跌6点几,05-05,3,评论提到跌幅超过5%，但未明确是否极端，可能属于中性或轻微悲观
股友6UiaZF,转发,05-04,3,评论内容缺乏具体信息，无法判断情感倾向
股友6UiaZF,股友3K6e592755创建了模拟组合 模拟组合7502915,05-04,3,评论提及创建模拟组合，可能隐含不真实或无效的意味，但未明确表达情绪。
股友6UiaZF,大龙,05-04,3,评论内容过于简短，无法判断情感倾向
翻身逆袭小丸子,希望st见面,05-03,3,评论涉及ST股票，可能隐含风险预期，但未明确表达情绪
股友2O795367P6,股性差了点，不过农业板块现在比较吃香，看看能不能到13元吧,05-03,3,评论包含负面和正面情绪，整体中性
杭州大哥999,转发,05-02,3,评论内容仅包含'转发'，无明确情感倾向
杭州大哥999,上去摸一下22.77,05-02,4,评论中提到股价达到22.77，可能暗示上涨预期，但语气较中性
