author,comments,update,sentiment_score,analysis_think
今年赚五千万,今天不准红盘了,08-14,3,评论提及股价无法上涨，暗示市场情绪或走势不佳，可能属于悲观倾向。
幸福拾光,趁回调时机入手的，希望这次能直接突破去年高点,08-13,5,评论中包含买入机会和未来突破的积极预期
我不想努力了阿姨,这次筑底看得出里面大资金想拉得更高,08-13,4,评论提及大资金拉高，但筑底通常预示市场仍低迷，整体偏乐观但需观察
腾讯音乐-SW资讯,港股早盘高开高走 腾讯音乐涨超15%,08-13,5,港股高开高走，腾讯音乐涨超15%，市场情绪积极
MrAllen,其实可以清仓了,08-12,3,评论中提到'清仓'，暗示对当前持仓的判断，但未明确表达情绪，可能中性或轻微悲观。
韭韭特时代先锋,看来诸多负面消息短时间起不来了，等150元再加仓。,08-12,4,评论认为负面消息短期无法持续，暗示市场可能反弹，属于乐观预期。
基民f939818k87,你跌我买，你还跌我还买，我就不信了,08-12,4,投资者在市场下跌时买入，表现出逆势操作的乐观预期
今年赚五千万,谁能告诉我为什么还涨啊啊啊啊啊啊啊,08-11,1,用户用强烈语气表达对股价上涨原因的困惑和不满，情绪明显负面但无明确理由
我不想努力了阿姨,太聪明的人炒股不行,08-11,3,评论指出聪明投资者在股市中表现不佳，但未明确否定市场或具体事件，情感倾向中性。
书上得来终觉浅,恒科需要你，该你表现了,08-11,3,评论模糊，无法明确情感倾向
我不想努力了阿姨,没有灵笼看，怎么办,08-09,2,评论表达对缺乏投资机会的焦虑，属于普通悲观情绪
好好做个普通人,马上结婴，速速起飞,08-09,5,评论中包含积极词汇，暗示股价将快速上涨
世纪华通资讯,线上线下协同 文创上市公司发力展会经济,08-09,4,评论提及积极的市场策略和增长机会，体现乐观情绪
MrAllen,178要是跌破了，那就废了,08-08,1,评论中使用'废了'表达极度悲观，暗示股价跌破关键水平
宝莲国际620,我现在不想努力都不得行啦，阿姨,08-08,1,用户表达消极情绪，自暴自弃
喵了个咪喵,真的要回去不缺口？还不如那天补完得了，非要留下这么一点点,08-08,3,评论表达对缺口未破的失望，情绪偏向悲观
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-W的持股比例于8月4日从14.94%升至15.01%,08-07,4,持股比例上升表明机构看好，属积极信号
我是xx,指数跌你跌的更狠，指数涨跟便秘一样,08-07,1,评论用强烈比喻形容市场下跌，表达极度悲观
XYZrdfCHQ,没有人气，弱爆了,08-07,1,评论使用强烈负面词汇表达极度悲观
院子有香椿树,最近一些港股高手折的不少，这是一个不好信号，看看湿腾、坟地、滑润医疗和饮料埋了多,08-06,1,评论指出港股高手折损，属负面信号，情绪极度悲观
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-W的持股比例于08月01日从14.44%升至14.94%,08-06,4,持股比例上升通常被视为积极信号，无负面信息，故评分4分
我是xx,冲一下190,08-06,4,评论中的'冲'暗示股价向上突破目标，属于积极预期
荒天地独断万股,中午挂的183下午被卖出了，希望明天给个机会吸回来,08-05,3,评论提及股价下跌并希望反弹，但未明确积极信号，整体偏悲观
卡皮巴拉情绪稳定,大家空单开起来，这样才有30厘米,08-05,3,评论中包含空单操作和股价预期，但表达模糊，可能中性或乐观
逗比道长,好在站上了30日线…等站上20线就放心一点了,08-05,4,评论中表达对股价突破30日线的积极预期，但语气谨慎，整体偏向乐观。
院子有香椿树,接近10亿，不可小视了,08-04,4,评论中提到'接近10亿'且强调'不可小视'，暗示该数字具有重要影响，可能为积极信号。
九九羊咩,周线和月线都是一笔上，无需担心，拿好就行，不要在意短期涨跌，感觉这个板块长期来看,08-04,5,评论强调长期趋势，语气积极，无负面情绪
iTK3,按预定计划来了,08-04,3,评论中未体现明显情感倾向，仅陈述事实
院子有香椿树,刚两天，应该有的赚了。,08-03,4,评论中使用'应该有的赚'表达积极预期，但未提及负面因素，属于乐观倾向。
院子有香椿树,小妖怪票房持续增长，今天能到1.2亿？,08-03,4,评论提及票房增长和高预期，属于积极信号
股海寻牛牛霸天,根据国家电影局数据，截至2025年8月3日0时，电影《浪浪山小妖怪》累计票房为8,08-03,3,评论仅提供票房数据，无情感倾向
基民8FYgpo,周一，直接一根大阳线起飞。我话放这儿了。,08-02,5,大阳线代表强势上涨，市场情绪积极，无负面词汇
院子有香椿树,股价跌的好快，不过小妖怪票房和观感有点超预期了，现在已过7千万，看明后天怎么样。,08-02,3,评论中既有股价下跌的负面情绪，又有票房超预期的正面因素，整体偏中性。
股友5833D89F07,10.1日预计到130左右。,08-02,4,评论中提到股价预计上涨，但未提及负面因素，属于乐观倾向。
我不想努力了阿姨,12集大概就是这样,08-01,3,评论中无明确积极或消极词汇，但'大概'暗示一般评价
XYZrdfCHQ,为啥会涨的如此墨迹,08-01,3,评论中'墨迹'暗示涨幅不足，可能表达失望或困惑，但未明确否定市场，偏向中性偏悲观
基民8FYgpo,一收盘就砸，是吧？,08-01,3,评论使用'砸'字表达负面情绪，但语气带调侃，整体偏中性
直率得雪松,原来cpo上涨也利空游戏,07-31,1,评论明确指出CPo价格上涨对游戏行业不利，属于负面情绪
基民8FYgpo,好了。今天的行情结束。,07-31,4,评论中包含积极词汇'好了'，但'行情结束'可能暗示市场波动结束，整体情感中性
股友6Ud8162082,啥也不是,07-31,1,评论表达否定情绪，暗示无意义或失望，属于极度悲观
今年赚五千万,感觉今天还会继续下跌,07-30,1,评论明确表达下跌预期，属于极度悲观
我不想努力了阿姨,还行吧没有跌下去了,07-30,3,评论中未明确表达强烈情绪，但提及股价未下跌，属于中性判断
周_sir,B站天天给我推健身美女，估计也没少给大家推，按照这个趋势用户数据量肯定起来了，,07-30,4,评论中包含积极预测，但语气较中性
基民8FYgpo,150能稳住吗？一个破游戏把股价砸成这样,07-29,1,评论中明确表达对股价下跌的担忧，且用'破游戏'形容导致股价暴跌的负面因素，属于极度悲观情绪。
o023,快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑大跌刚刚开始，不跑的全部后悔,07-29,3,评论中包含'快跑'和'大跌'，但未明确判断市场走势，情绪混合。
冯哆多,学学美图吧，通红通红,07-29,3,评论中包含模仿和描述状态的词汇，情感倾向中性
青铜水平王者心,明天消费会带带吗,07-28,4,评论中'带带'可能隐含积极预期，但语义模糊，需结合上下文判断
我不想努力了阿姨,我先买个一亿，你们随意,07-28,3,评论中包含大额投资表述，但未明确表达负面情绪，可能中性或乐观。
基民6217G0U561,游戏板块今天领涨,07-28,4,游戏板块领涨表明市场看好，属于积极信号
多方大伊万,个人觉得这种下杀适合对抗,07-27,3,评论中包含策略性建议，未明确表达情绪倾向
逗比道长,剧版的凡人修仙传开播了，对于动漫版的凡人也算是引流利好了吧,07-27,3,评论提及电视剧开播并提到动漫版引流，整体中性
韭韭特时代先锋,有啥利空？,07-26,3,询问利空消息，隐含对市场风险的担忧，但未明确表达情绪
你哇得都对,加仓,07-26,4,加仓通常被视为积极投资行为，反映对市场的乐观预期
杭州芭韭特,从2022年11月68元买，坐了两大波涨到200又跌回70的电梯，今天终于190,07-25,4,评论提及股价波动大但最终上涨，整体情绪偏向乐观
基民6217G0U561,今天把游戏拉红就能少亏点了,07-25,3,评论中提到通过操作减少亏损，但未明确表达积极或消极情感，属于中性
大发兴隆地柳栖梧,量化太凶了,07-25,1,评论中使用'太凶'暗示负面情绪，可能表示极度悲观
中芯ok的,GG,07-24,4,评论'GG'可能表示积极评价，但需结合上下文判断
基民lqy95A,加油,07-24,4,评论包含鼓励性语句，表达积极情绪
基民lqy95A,#强势机会#,07-24,4,评论包含积极词汇'强势机会'，暗示市场预期，但未提及负面因素
矮股晒伤亚,借不到大盘的力啊，还是机构不看好。元芳你怎么看？二季度的业绩会好吗？,07-23,1,评论中明确提到机构不看好和业绩担忧，属于极度悲观
陶氏杜邦资讯,早报 | 李强签署国务院令，公布《农村公路条例》；美国宣布将再次退出教科文组织,07-23,4,政策利好与国际动态并存，整体倾向积极
股友63KM576998,大家发财我去吃药了,07-23,3,讽刺幽默，暗含对经济的悲观预期
矮股晒伤亚,被美图拽着腿往下跌,07-22,1,评论中使用'拽着腿往下跌'强烈表达股价下跌，属于极度悲观
冯哆多,垃圾,07-22,1,评论使用'垃圾'一词表达强烈负面情绪
矮股晒伤亚,快手泡泡玛特才是你的亲兄弟，可别跟着美图网易云音乐混。,07-22,5,推荐快手泡泡玛特，批评美图网易云音乐，积极评价
红肥绿瘦年年吃肉,某信里咋是绿的呢,07-21,3,用户提到股票颜色变化，可能反映对股价下跌的不满，但未明确程度
股友6Ud8162082,够强势,07-21,4,评论'够强势'表达积极市场表现，符合乐观情绪
冯哆多,尾盘能收红你就厉害了,07-21,3,评论强调尾盘收红的积极信号，但未明确表达整体市场判断
有远见的欧泳14,这个股还能回到900吗,07-20,3,评论中未明确表达积极或消极情绪，但询问股价是否能回升，属于中性判断。
仕佳光子资讯,“牛基”大调仓！基金经理买入这些股票,07-20,5,基金经理买入股票表明积极态度，市场情绪乐观
东东将军,阿哔，能不能把你那个广告给关了，每退一次，后台点进去都会点进广告，感受到了很大的,07-19,2,用户抱怨广告干扰，表达不满
山东朋友,它市盈负100？不挣钱呗？,07-19,1,评论指出公司市盈率负值且不盈利，明显负面情绪
我不想努力了阿姨,下周继续砸盘,07-19,2,评论中提到'砸盘'，表明市场情绪负面，但未明确程度，需判断是否属于极度悲观。
夏洛买冒绿光的,折磨老子一天，卖了就,07-18,2,评论中带有负面情绪，但最后有积极结果，整体偏向悲观
吴总股市发大财,清仓了，落袋为安,07-18,4,用户建议清仓并落袋为安，表明对当前持仓的满意，但未明确表达乐观或悲观，可能属于中性或轻微乐观。
风中寻梦,真垃圾，涨没有它，跌从来跑在最前面,07-18,1,评论明确表达负面情绪，指出股票表现差
翻倍行情呀,感谢这一波百分47了先撤退了,07-17,3,评论包含积极和消极元素，整体倾向中性
我不想努力了阿姨,好气哦,07-17,3,评论中带有负面情绪，但未明确表达强烈不满，可能属于中性或轻微负面。
菠萝zzzzz,看不懂能到多少,07-17,3,评论中未明确表达情绪，但'看不懂'可能暗示不确定性，需结合上下文判断
健身房复盘侠,港股科技迎来黄金窗口，科技利好再加码！,07-16,4,评论使用积极词汇描述市场机遇，无负面信息
翻倍稳利,别在科技指数里吃掺假，这个百分百科技基因，腾讯等巨头领跑+细分赛道互补，软硬件比,07-16,4,评论中带有批评语气，但后半部分为正面描述，整体偏乐观。
吴总股市发大财,跑了跑了，落袋为安,07-16,5,评论表达获利成功，属于极度乐观
囧囧囧888,三年时间回到发行价808元，拭目以待,07-15,3,评论提及股价回归发行价，但未明确表达乐观或悲观，带有观望态度。
哔哩哔哩-W资讯,港股科网股午后持续强势 哔哩哔哩(09626.HK)涨超7%,07-15,5,评论明确提到股价上涨，无负面信息，属于极度乐观
矮股晒伤亚,平头哥，我喜欢！,07-15,4,用户明确表达喜欢，情感积极
哔哩哔哩资讯,欧莱雅否认香港办事处关闭及裁员传闻；《罗小黑战记2》将于7月18日上映丨消费早参,07-14,3,评论中无负面信息，但涉及公司否认传闻和电影上映，可能对消费股有影响，但未明确提及对欧莱雅的具体影响。
阿白是我啊,十几万的托单都给砸了？非得这样玩吗,07-14,1,评论中表达了对当前交易方式的强烈不满，属于极度悲观
腼腆羞涩的漾波2,公司和百纳千成公司在稳定货币有合作吗？,07-14,3,询问合作是否存在，无明显情感倾向
我不想努力了阿姨,下周大涨！,07-13,4,评论使用'大涨'表达积极预期，但未提供具体依据，属于乐观情绪
哔哩哔哩资讯,二次元“攻陷”上海：00后、05后夤夜奔赴 酒店谷店热度飙升,07-13,3,评论提及二次元文化影响，但未明确关联股票，情感倾向中性
哔哩哔哩资讯,近90万人预约抢票，票源“秒光”！上海“二次元春晚”爆火，现场惊现建行、周大福……他们为啥要来？,07-13,4,评论描述市场火爆现象，隐含积极情绪
金闪闪888,恒宝一个多少月涨4倍了恒宝不涨了我来买你应该差不多8月1号来买你小破B站,07-12,2,评论中提到股价未涨且建议买入，体现悲观情绪
中签侠,拉条中小阳，卖了一天。,07-11,4,评论中提到股价上涨且卖出，整体趋势积极。
熊猫大侠2024,每一次回调，都送走了一部分人！,07-11,1,评论中使用'送走'强调投资者被抛售，体现强烈负面情绪
我不想努力了阿姨,哎呀一天白玩，周末继续找阿姨要钱,07-11,3,评论中带有负面情绪，但未明确极端悲观
股友3198i9k760,破五日线走喽，留下的祝发财,07-10,4,评论中包含突破均线的积极信号和祝福意味，整体情绪偏向乐观
网易-S资讯,香港恒生指数开盘跌0.11%,07-10,3,开盘跌0.11%属于轻微下跌，市场情绪中性
Jzcs,港股压力确实大，美股到天天晚上被做空，白天压力就给到港股了。,07-10,2,评论提及港股压力和美股被做空，但未使用极端负面词汇，整体偏悲观
熊猫大侠2024,当初我说170松松的都不相信我，今天我再说一句，190松松的，等着吧，7天！,07-09,4,评论者押注股价上涨，语气中带期待，属于乐观情绪。
我不想努力了阿姨,阿姨说可以抄底了,07-09,4,评论中提到'抄底'，暗示市场有反弹迹象，属于积极信号
A股波段大师,2000点以下都是机会,07-09,5,评论强调2000点以下的市场机会，属于积极市场观点
熊猫大侠2024,我就不信你连泡泡玛特都不如，你可是这个潮玩的鼻祖啊，你还是源头！,07-08,3,评论中带有贬低和自豪的语气，情感倾向中性
哔哩哔哩-W资讯,截至二零二五年六月三十日止股份发行人的证券变动月报表,07-08,3,陈述财务报表事实，无明显情绪倾向
逗比道长,今天最好是高开冲一下…然后砸盘到五日线，尾盘再收回一些…全天最好继续微红不要大涨,07-08,4,评论中包含积极预期但语气谨慎，整体偏向乐观。
囧囧囧888,真的要求不高，回到发行价即可,07-07,4,评论中提到'要求不高'，暗示市场预期合理，可能为乐观评价。
萤火之约,明天+10%！,07-07,4,评论包含积极预期，但'明天'可能增加不确定性，整体偏乐观
青铜水平王者心,周五减仓一半，等明天下午再买回来,07-07,3,减仓后等待重新买入，体现谨慎操作，但无明确积极信号
仰融2408,0:3光头,07-06,3,"error:Expecting ',' delimiter: line "
善良的财财,B站有没有稳定币方向的发展预期那就起飞了,07-05,5,评论中明确提到B站有稳定币方向的发展预期，用'起飞'表达强烈乐观，符合极度乐观评分标准。
完美世界资讯,ESG Weekly | 完美世界、B站发布近期反腐结果；OpenAI回应被连续挖走顶级人才,07-05,3,评论提及公司反腐和人才变动，但未直接关联股票市场情绪
一空空,b站本来是这个时代最赚钱的企业之一，结果被搞的一口热乎翔都吃不上，人才。,07-05,1,评论明确批评B站现状，表达极度悲观情绪
哔哩哔哩-W资讯,哔哩哔哩涨幅扩大至5%,07-04,5,涨幅扩大表明股价上涨，属于积极信号，应给予高分
逗比道长,今天算不算拉升试盘@我不想努力了阿姨,07-04,2,评论包含试探性市场行为和消极情绪，可能反映悲观态度
超级韭菜割肉王,啊b现在这么猛了,07-04,4,评论中'猛'暗示上涨，但无明确负面信息，倾向乐观
哔哩哔哩-W资讯,摩根士丹利在哔哩哔哩-W的持股比例下降,07-03,3,摩根士丹利持股比例下降可能反映市场信心变化，但无明确情绪指向
心细如尘的千屿3,为什么现价/成本146持有到现在还亏钱呢,07-03,2,评论中明确提到亏损，表达负面情绪，但未提供积极信息
超级韭菜割肉王,跌了我好抄底做t,07-03,3,评论包含对市场下跌的反应，但未明确表达强烈情绪
腾讯控股资讯,一图看懂南向资金：2025年上半年净买额超7300亿 规模已达2024全年9成（附股）,07-02,5,评论强调南向资金流入积极，未提及负面因素，属于极度乐观。
股友a08Q613153,大摩这是被套了吗，还在加仓？,07-02,3,评论中包含对股价的质疑和加仓行为的矛盾描述，整体情绪中性但存在矛盾
不想和你说话,都说170是顶，过169比被割,07-02,3,评论中存在矛盾预期，既有乐观预期又有风险警示，整体偏中性
哔哩哔哩资讯,B站等在泉州成立科技公司,07-01,4,B站成立科技公司可能反映业务扩展，但无明确负面信息，倾向中性或乐观。
不想和你说话,170就是顶，一触及169就开始割,06-30,1,评论暗示股价突破170后可能面临抛售压力，情绪极度悲观
股友02d2p91935,现在这么高，都不敢进了,06-30,2,评论表达对高股价的担忧，暗示悲观情绪
股友110Z803E38,八万仓位卖的剩一万,06-30,4,卖出部分仓位，可能反映市场行情或获利了结意图
股友V27X996335,能突破200就加仓,06-29,4,评论暗示股价突破200后加仓，体现对上涨的预期，属于乐观倾向
矮股晒伤亚,话说回来，本周连涨了5天，也能说明资金对阿B的看好。未来可期啊！,06-27,5,评论整体表达积极情绪，强调股价上涨和未来前景，符合极度乐观的特征。
o023,快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑,06-27,1,重复'快跑'暗示恐慌性抛售，属于极度悲观
哔哩哔哩-W资讯,B站16周年，15年以上老用户留存率90%,06-27,4,B站16周年老用户留存率高，体现用户忠诚度，属积极情感
矮股晒伤亚,你是跟小米还是阿里啊？在线等。。。,06-26,3,评论中未明确表达对小米或阿里的情感倾向，但涉及公司名称，可能隐含比较或选择，但缺乏直接情感词汇
熊猫大侠2024,数据说话！,06-26,4,评论强调数据的重要性，隐含对市场分析的肯定，但无明显情绪波动
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-W的持股比例于6月23日从12.80%降至12.58%,06-26,3,持股比例下降可能反映市场对股票的负面预期
我不想努力了阿姨,我又有钱补你了,06-25,4,调侃性借钱，可能含中性或乐观意味
熊猫大侠2024,回调了一下，你们心里就慌，认为明天一定会跌，明天到170，松松的，放心！,06-25,1,评论中明确表达对股价下跌的担忧，情绪强烈。
山寨强,早上被骗走了1手，港股又接回来了,06-25,3,评论中包含损失与恢复的对比，但核心情绪为负面
滚雪球666666,BB加油！,06-24,4,评论中包含鼓励性词汇，整体情绪积极
超级韭菜割肉王,不错啊今天居然还有惊喜,06-24,4,评论中包含正面词汇，但未明确表达负面情绪，属于中性偏乐观
股林王者1500,该来的总会来,06-24,2,评论暗示未来事情会再次发生，带有消极预示
药水哥ssr,两个的管理层赶紧把位置让给腾讯，二次元的金山都挖不来，让别人挖完了,06-23,3,评论批评管理层不够果断，同时提到人才难挖，整体情绪偏负面但未明确指向股票本身。
矮股晒伤亚,如果你只能选一只股票并锁仓10年，你会选哔哩哔哩么？,06-23,3,评论涉及股票选择的假设性问题，需结合行业前景和公司基本面判断
飞驰在天际的风滚草,两年前还有几百人每天一起看涨跌呢，烂完了啊阿B，腾讯都抬不动你,06-23,1,评论使用强烈负面词汇表达极度悲观
逗比道长,明天你可别跌下去啊…给我扛住…,06-22,3,评论中带有担忧但未明确负面情绪，可能中性或轻微悲观
熊猫大侠2024,泡泡玛特要拍动片了，成立了影视公司，他要是和谁合作的，放在哪里播呢？这是个问题？,06-21,3,评论提及泡泡玛特成立影视公司，但未明确表达情绪倾向，属中性分析
粗加工李某人,2025.6.20基金记录》2025.6.19的反应还算快：见购买的”军工大行业,06-21,4,评论提到积极反应但未明确情绪，需结合上下文判断
寻个烈女度熊市,今年业绩应该不错，千亿补贴不知道薅了多少，感谢小米,06-20,4,评论中提到业绩和补贴，但未明确负面情绪，整体偏乐观。
主力大哥带我飞,B站官宣将在6月20日早上9点公布一款神秘新游戏，玩家可在B站搜索「游先看」，即,06-20,3,评论提及游戏发布但未提及具体股票，情感中性
喵了个咪喵,还能到170么？,06-20,4,询问股价是否能上涨，体现对未来的期待，属于乐观情绪
哔哩哔哩-W资讯,摩根大通（JPMorgan）在哔哩哔哩-W的持股比例于06月16日从12.79%升至13.04%,06-19,4,持股比例上升通常被视为积极信号
逗比道长,别卖了，你们都别卖了啊…都被摩根抄底了啊,06-19,2,劝阻卖出，暗示亏损风险，情绪偏悲观
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-W的持股比例于6月16日从12.79%升至13.04%,06-19,4,持股比例上升表明机构看好，属积极信号
哔哩哔哩-W资讯,摩根大通在哔哩哔哩的多头持仓比例从11.9%增至12.79%,06-18,4,持仓比例增加表明机构看好，属于积极信号
喵了个咪喵,不要再调整啦,06-18,2,评论表达对调整的否定，可能反映市场情绪波动
熊猫大侠2024,阿里必须买下b站，对手太多了！,06-18,4,评论表达对阿里收购B站的期待，但强调竞争压力，情感倾向中性偏乐观。
可转债稳健投资,感觉涨一天跌一天，明天可能会涨。,06-17,3,评论描述股价波动但未来有预期，整体中性
哔哩哔哩-W资讯,恒生指数高开0.19% 恒生科技指数涨0.27%,06-17,3,评论仅陈述市场指数上涨，无负面信息，情感中性。
股林王者1500,一股不卖，爱咋咋地,06-17,2,评论中包含'不卖'和'爱咋咋地'，前者暗示不买入，后者带有调侃意味，整体情绪偏向悲观
逗比道长,成交量也不算小，抛压为啥就有这么大…都是谁在卖啊…,06-16,2,评论指出成交量大但抛压大，暗示市场存在矛盾，可能隐含担忧但未明确负面情绪。
A股波段大师,2.5左右最后一些卖掉了，短线赚了2.7个点走了，回调再买,06-16,4,评论提及获利并回调再买，显示短期乐观但整体中性
神代梦桦檀,#强势机会##复盘记录#,06-16,4,评论包含积极词汇'强势机会'，但未明确表达情绪，需结合上下文判断
股友DyoYe2,哔站应该官方投广告,06-15,3,评论未明确表达褒贬，但涉及广告投入建议，可能中性
逗比道长,貌似三谋周年庆流水很不错啊…不知道算不算利好,06-15,4,评论者对周年庆表示满意，但不确定是否为利好，整体中性偏乐观
哔哩哔哩资讯,“SLG+小游戏”崛起：重度玩法驶入轻量赛道,06-14,4,评论提及市场趋势和积极变化，整体表达乐观情绪
我不想努力了阿姨,很多人觉得b站没有盈利模式就一拉升卖出，但是我想说是时势造英雄而不是什么英雄模式,06-14,3,评论批评市场现象但肯定趋势，情绪中性
平安顺遂发点财,前天放了那么大的量，这两天缩量跌这么多。真是坑,06-13,1,评论表达对市场走势的极度不满
熊猫大侠2024,IP价值显现的时候，b站才是王者，你们还在便宜甩卖？,06-13,3,评论同时肯定B站IP价值并批评低价策略，情感倾向中性
存钱当韭菜,恭喜这两天上车的憨憨,06-13,4,评论包含祝贺和调侃，整体积极但可能隐含调侃
超级韭菜割肉王,今天感觉能翻红啊,06-12,4,评论中使用'翻红'表达积极预期，但缺乏具体数据支持，判断为乐观
生不白笑,没感觉它值这么多钱，活跃人群覆盖率还是低些。平台内容的话虽多元但不具有足够的影响,06-12,1,评论明确表达对股票价值和市场表现的负面看法
矮股晒伤亚,人气上来，股价下去，主力就是这么流氓,06-12,2,人气上升但股价下跌，主力行为被批评，整体情绪偏向悲观
富可成金de张飞,游戏的利好腾讯都还趴着不动，怎么可能,06-11,2,评论表达对腾讯未回应游戏利好感到不满，情绪偏向悲观
既见未来为何不摆,肯定不是游戏，没几个游戏股这么涨的,06-11,2,评论指出该股不属于游戏股且涨幅不及其他游戏股，暗示其表现不佳，属于负面情绪
不想和你说话,上不去了，追高的赶紧跑了,06-11,1,评论中明确表达股价下跌趋势，且呼吁追高者撤离，属于极度悲观情绪
喵了个咪喵,就不能像快手一样，正经涨两天,06-10,2,评论批评当前市场走势，暗示应更理性，但情绪较弱
股林王者1500,启航,06-10,4,评论'启航'可能暗示股票开始上涨，属于积极信号
股林王者1500,今天收米哦,06-10,3,评论中'收米'可能指股市下跌，表达负面情绪
超级韭菜割肉王,一到152附近就掉。我还是先出了做个t吧,06-09,2,评论中提及价格下跌和卖出动作，反映悲观情绪
股友a08Q613153,虽然在阿比的仓位不多，但是个人觉得阿比整体趋势是比以前好的，个人观点哈,06-09,4,评论整体表达对阿比趋势的乐观预期
宝莲国际620,高开低走！平开低走！！低开低走！！！真他M垃圾！！！！,06-09,5,评论中使用了强烈负面词汇，表达极度悲观情绪
股友2f76q35711,陈睿现在带宽费都付不起拉？看个直播直接上传吃满，限制上传就给我限制下载,06-07,1,评论中表达对带宽费用和网络限制的不满，情绪强烈。
喵了个咪喵,周一怎么走？尾盘这么大量啊,06-06,1,用户询问股市走势并提到尾盘大量成交，暗示市场情绪紧张
暗室莫欺,阿b，你行的,06-06,4,评论中带有肯定意味，但'阿b'可能带有调侃，整体偏积极
股友3N25g57828,跟快手差距这么大么,06-06,2,评论表达对两者差距的疑问，可能带有负面情绪
股友t87530603f,这玩意儿天天高开低走，开心吗？,06-05,1,评论表达对股票走势的负面情绪，暗示市场低迷
蛇年大发发发,天天高开低走，垃圾,06-05,5,评论使用'垃圾'强烈负面词汇，结合'高开低走'，属于极度悲观
友邦保险资讯,力撑价值 港股龙头公司带头回购,06-05,4,评论提到公司回购和价值支撑，属于积极信号
zzzZyu,挑战下今年收益率50%，目前2成仓位在b站、2层阿里、1层美团，剩余等待机会日内,06-04,3,评论提及投资策略但未明确情绪，中性判断
滚雪球666666,年轻人轻松79买个拉布布，买个B站大会员抠抠索索。,06-04,3,评论中提到购买过程的纠结，但未明确表达强烈负面情绪
平安顺遂发点财,真的是越跌越放量,06-04,3,评论描述市场现象，未直接表达情感，但暗示市场情绪可能恶化
ETF数据侠,游戏板块这里可能要启动了，今天冲高回落问题不大，我个人选择打个底仓。,06-03,5,评论积极预测游戏板块启动，显示乐观情绪
喵了个咪喵,完了，美股低开，明天不太好啊,06-03,3,评论表达对美股低开的担忧，属于中度悲观
哔哩哔哩-W资讯,B站2025毕业歌会燃情落幕：周深、张韶涵等歌手助阵,06-03,4,评论描述音乐活动圆满落幕，包含正面词汇，但未提及股票相关负面信息
美团-W资讯,港股午盘 | 全球贸易摩擦升温预期引发担忧 三大指数集体跌超2%,06-02,4,全球贸易摩擦引发市场担忧，指数下跌表明悲观情绪
快手-W资讯,恒生科技指数跌近3%,06-02,3,恒生科技指数下跌3%表明市场情绪偏悲观，但跌幅未达极端
我不想努力了阿姨,反包！,06-02,2,反包通常暗示市场预期不足，可能带有悲观情绪
进击的棉花糖,为了乌兰麦朵的枪出如虹。哔哩哔哩绝对是国漫文化的代表。,06-01,4,评论中使用褒义词汇描述作品，整体表达积极情感
有领导力的卢湘8,看美股的分时图，想涨没机会,05-30,1,评论明确表达对美股分时图的悲观预期
默的叶晖,省大的新泡泡玛特倒了,05-30,1,评论提及'倒了'，暗示公司重大负面事件，可能影响股价，属于极度悲观。
夜色随我心,厉害了，涨了四天不如一天跌的。今年脑积水陈必须涨工资，起码打8.8亿,05-30,3,评论中包含负面情绪，但未明确否定整体趋势，可能偏向中性。
哔哩哔哩-W资讯,美国银行在哔哩哔哩-W的持股比例于5月26日从7.94%升至8.08%,05-29,4,持股比例上升通常视为积极信号，但需结合其他因素判断
喵了个咪喵,都涨疯了，你竟然往下走，真是想骂街,05-29,2,评论中带有强烈负面情绪，但存在部分积极词汇
快起飞了吗,摩根大通在哔哩哔哩-W的持股比例于05月23日从7.47%升至9.18%，平均股,05-29,4,持股比例上升可能反映信心，但无负面信息，倾向中性或乐观
兴业银行资讯,特朗普政府暂停留学生新签证面谈；道指涨超700点，黄金一度跌破3300美元；山东化工厂爆炸致5死6失联；小米一季度营收1113亿丨每经早参,05-28,3,评论包含正负面信息，但整体情绪不明确。
A混个脸熟A,见好就收才能盈利,05-28,3,评论强调策略性盈利，未明显表达情绪倾向
超级韭菜割肉王,没想到早上147买对了还以为今天要砸手里,05-28,4,用户认可之前的判断但对未来的预期有波动，整体情绪偏中性
腾讯控股资讯,腾讯、完美世界、B站再掀“开放世界大战” 能否重振大厂二次元游戏？,05-27,4,评论提及竞争和潜力，但不确定性强，中性偏乐观
菜鸡请回答,今年能盈利吗？感觉可以掏一手b站试试了,05-27,2,评论中带有调侃和质疑，暗示公司可能亏损
李萨贝尔,估值有点高，下月要跳水,05-27,1,评论指出估值高且预期下跌，属于强烈负面情绪
我不想努力了阿姨,上190,05-26,4,评论中的'上190'可能指股价上涨，但缺乏上下文，需结合具体情境判断
啥都不懂小学徒,你不像你，不对劲,05-26,2,评论中带有明显的负面情绪，表达不满或指责
哔哩哔哩-W资讯,美国银行在哔哩哔哩-W的持股比例于5月21日从7.10%升至8.02%,05-26,5,持股比例上升表明机构信心，属积极信号
