author,comments,update,sentiment_score,analysis_think
葛大壮,300450资金加速流入，冲鸭弟兄们,06-24,5,积极情绪，鼓励跟风买入
鑫河鑫,我就不信今天版块把江淮拉不红！,06-24,4,用户表达对版块上涨的强烈信心，属于积极情绪
基民55751v7M90,你在$汽车整车(BI1029)$ $中概股(USBLOCK|US36966)$,06-23,3,评论中未明确表达情感，但提及股票可能暗示市场波动
有耐心的耿榕1,广汽这种垃圾怎么不退市,06-23,1,评论中明确批评广汽公司，表达强烈不满，属于极度悲观情绪。
尧老板66走,还是向下,06-22,1,评论明确表达市场向下趋势，属于强烈负面情绪
阳光开朗的盛小白,汽车零部件板块，会因为回款问题，个股业绩估计今年都会上来,06-20,4,评论提及回款问题但指出业绩会上来，可能包含矛盾表述，需判断整体倾向。
林703,果然是横久必跌，破位了,06-20,2,评论包含负面情绪，预测股市下跌，属于悲观情绪
森林木北,汽车股,06-20,3,评论缺乏具体信息，汽车股情感分析需结合市场预期判断
追涨的小牛,汽车已死，被绞死，卷死,06-19,1,评论使用强烈负面词汇表达极度悲观
青云子子,整个汽车股.谁有广汽狠.来一个套一个,06-18,2,评论中带有贬义，暗示汽车股表现不佳
飞黄发财得江别鹤,这个板块怎么天天跌？,06-18,2,评论表达对板块持续下跌的不满，情绪较强烈但未达极端悲观
喜悦的严亦寒5,垃圾垃圾,06-18,1,重复使用'垃圾'强化负面情绪，属于极度悲观
盘后拍断大腿,中国汽车应该走出海外,06-17,3,评论未提供具体数据或负面信息，但包含积极动作描述，可能属于中性或乐观
夜村长,全场消费，由长安汽车朱华荣买单。,06-17,4,评论包含积极因素（全场消费）和可能的高管买单信号，整体偏乐观。
夜村长,别的股票涨多了跌，你是今天跌，明天跌，天天喋喋不休,06-17,3,评论描述市场波动，但未明确表达负面情绪，可能中性。
接受平凡之路,价格战没子弹了，会怎么样呢，汽车大涨价？,06-16,4,评论暗示价格上涨，但未提及负面因素，倾向乐观
博士后论股,公告：关于自行申请注销生产资质的通告,06-14,2,公告注销生产资质可能引发业务风险，反映公司战略调整，但未明确后果，情绪偏向悲观。
坐稳扶好把牛骑,松芝股份,06-13,3,评论内容缺失，无法判断情感倾向
lo200910,不听劝的现在怎么样了,06-13,2,评论中带有责备和无奈，暗示当前状况不佳，但未明确具体负面因素
大A是世界第一,看谁跑得快,06-13,3,评论缺乏明确情绪指向，可能中性或隐含竞争意味
上海夜叔富邦科技,$盛弘股份(SZ300693)$ 相当于和比亚迪合作$比亚迪(SZ002594),06-12,3,评论未明确说明合作的影响，缺乏具体信息
分享企业发展红利,全在A的唯一希望,06-12,1,评论暗示A是唯一希望，隐含悲观情绪
分享企业发展红利,木有量,06-12,2,评论中'木有量'暗示成交量不足，可能反映市场低迷，但需结合上下文判断情感强度。
我有很多太阳,$汽车零部件(BK0481)$,06-11,3,评论中无明显情绪词汇，无法判断情感倾向
大局观市,一图了解汽车零部件企业应收账款周转天,06-11,3,评论内容中性，无明显情绪倾向
防火线,泡沫满天飞,06-11,1,评论使用'泡沫'等负面词汇，表达极度悲观情绪
新老小韭菜,成长龙头!自己感觉配拥有吗？服了啊,06-10,2,评论中包含成长龙头的积极词汇，但结尾的'服了啊'表达强烈负面情绪
蕙质兰心的吕三仟,汽车零部件马上反弹新高了，大盘马上新高了，特斯拉马上收复失地，国内外整车的股价也,06-10,4,评论整体积极，但特斯拉下跌可能削弱乐观程度
空仓等待低点加仓,相互踩踏，一起玩完,06-09,3,评论中包含负面词汇'踩踏'，但'一起玩完'可能暗示结局，整体情绪中性但带有悲观色彩。
严格执行88888,明天可以升,06-09,4,评论表达对明天股价上涨的积极预期，属于乐观情绪
股友81x8x95516,再涨啊,06-09,5,表达对股价继续上涨的期待，情绪积极
军用智能,作为科技工业制高点的人形机器人、工业机器人，接下来必将接替新能源汽车扛起出海大旗,06-08,4,评论暗示科技领域将主导出海市场，语气积极
飘逸的夏徐佳蕾,汽车不能玩了，零部件也要凉凉，，,06-08,1,评论中明确表达了对汽车行业的悲观预期
追涨的小牛,绿一周,06-06,2,评论中的'绿'表示下跌，属于悲观情绪
东翰股道,周末有利好,06-06,4,评论中提到'有利好'，暗示积极信号，属于乐观情绪
股海里的小石头,明天整车发力，大红！比亚迪做领头羊！,06-05,5,评论中使用'大红'和'领头羊'等积极词汇，表达对比亚迪未来的乐观预期。
花开积玉地陆小凤,板块。,06-05,3,评论缺少具体信息，无法判断情感倾向
巨眼文明,三根均线粘连，要变盘了,06-05,4,均线粘连预示趋势可能转变，结合'要变盘'暗示市场可能转向，属于中性偏乐观信号。
四川大哥,汽车板块今天的走势说明了一切，，摆烂了这个汽车板块,06-04,1,评论中使用'摆烂'表达极度负面情绪
三思而后不行,说的下乡呢,06-04,3,评论中'下乡'可能指政策或农村发展，但无明确上下文，难以判断情感倾向
股海里的小石头,明天大红,06-04,4,评论中的'大红'可能指股价上涨，属于积极信号
有教养兔子1,整车股的春天来了。明天估计进不去啊。,06-03,2,积极信号但伴随负面情绪
股友JCzlMH,涨没见几个次，跌动不动第一。汽车废了,06-03,2,评论表达对股价波动的不满，但未明确具体原因，情绪偏向悲观。
四川大哥,汽车已经不会涨了，清仓吧各位,06-03,1,评论明确表达对汽车板块的悲观预期，建议清仓，属于极度悲观情绪。
股友05u86d0516,0公里二手车,06-02,4,0公里二手车通常被视为高质量，但需结合具体情境判断
龙桂资本,国外战火纷飞，我们的制造业是不是应该提高估值了,06-02,3,评论提及战争负面因素，但建议提高估值，整体情绪偏悲观
掐指算涨停,继续涨机会很确定,05-31,5,评论表达对股价继续上涨的积极预期，情感倾向为极度乐观
股友t2693325i7,看似抗跌就是不涨，卫星上天股价下跌，垃圾，鸡肋一支。,05-30,2,评论使用负面词汇描述股票表现，暗示市场不佳
小曼鱼123,整车板块成份股市值前十的才一家涨了3.1，整个板块就涨了3.1%，板块涨幅是怎么,05-30,2,整车板块多数公司涨幅微弱，整体表现低迷，体现悲观情绪。
大青山王老师,破位下跌,05-30,1,评论描述股价跌破关键水平，表明市场悲观
常言道8,倒数第三，真是好样的上汽集团。,05-29,4,评论中使用了褒义词'好样的'，整体语气积极
股友8F0AM5,马上会崩,05-29,1,评论使用'马上会崩'表达强烈负面情绪，符合极度悲观的特征
鲁地金犁头,汽车整车，产能过剩严重还在炒作，跟当年没落前房地产一摸一样套路不变。,05-29,2,评论指出产能过剩问题仍在炒作，类似房地产行业套路，暗示市场悲观
andrew007212,防止内卷，主要针对的是汽车，算是小利好吧。,05-28,4,评论提到小利好，整体语气积极
应该快了吧,你们这些公司能收到笛子得钱吗,05-28,3,评论中存在明显错误或比喻，可能带有讽刺或不实期待，但无明确积极/消极情绪
股友c18380k373,汽车板块已经成为垃圾板块，没资金进去，真悲哀,05-27,1,评论使用负面词汇并强调市场冷淡，体现极度悲观
股友5D8076h615,连续15个交易日内，只红了3个，千里科技怎么了？,05-27,2,评论指出股价涨幅极小，暗示公司可能存在问题，属于悲观情绪。
股友81x8x95516,魏公公一句话把汽车板块利好全整没了,05-26,1,评论中使用'整没了'表达强烈负面情绪，暗示汽车板块利好被彻底否定，符合极度悲观的特征。
股友7595h8751K,真的是悲哀，一句话可以影响整个板块。,05-26,1,评论使用强烈负面词汇表达极度悲观
后惫马甲,老魏还是老了，以前老说什么电动混动，一副看不起，现在还不是屁颠屁颠跟着BYD做混,05-26,1,评论中明显表达对老魏行为变化的不满，情绪偏向负面
气宇轩昂的夏浩源,还是民企汽车强就剩下这些国企央企的汽车厂起不来，国企还是国企管理就是不一样,05-25,3,评论对比民企与国企，指出国企问题，隐含负面情绪但未极端
涅槃88888,长安汽车主力经过一年多的建仓吸筹，即将走主升浪行情了，华为公主加入是点火,05-25,5,预期股价上涨，积极情绪明显
博士后论股,警钟长鸣——一已申请注销生产资质。江南商标已驳回没有效了,05-24,1,评论提及公司资质注销和商标驳回，暗示业务风险，属于极度悲观
博士后论股,警钟长鸣——一退市前多次提醒警告了！到时候不要哭爹喊娘。已申请注销生产资质。江南,05-24,1,评论中包含强烈负面情绪和预警信号
杭州小汪,关于北汽，还有一个要明确的是北汽蓝谷是30-50万的华为汽车的唯一合作伙伴，中国,05-23,4,评论提及华为合作及价格区间，未明显表达情绪
一颗菜1,很神奇，大盘板块涨了一个月，它一动不动，这稍微回调一点。烂股就首当其冲,05-23,3,评论指出大盘表现平淡，烂股受冲击，整体情绪偏负面
股友710l1a6673,真墨迹,05-23,1,评论用'真墨迹'比喻股票走势，暗示极度悲观
股友8U981d0932,汽车板块给大家竖中指吗,05-22,2,评论中使用'竖中指'隐含负面情绪，可能表达对汽车板块的批评
股民湘,没买江淮的都买北汽。北汽蓝谷销量前三名，实质性利好啊！第二个江淮也！,05-22,5,评论强调北汽销量领先并给予利好，情绪积极
从零起步1,两江赛比,05-21,3,评论信息不完整，无法判断情感
韭菜给别人养爸妈,明天到整车了吧,05-21,3,评论缺乏明确情感信息，无法确定是积极或消极
真假股市,今天板块盘面不好看！,05-21,3,评论使用'不好看'表达负面情绪，但未达到极度悲观程度
鸿运随,英利汽车(601279）年市盈率-700多，查看中国整个股市倒数第一，自从202,05-20,5,评论明确指出市盈率低且股市排名倒数第一，明显表达极度悲观情绪
Wall_of_Wealth,【复盘】德赛西威与华阳集团的“相同经历不同命运”,05-20,4,对比两家公司相似经历但不同命运，可能隐含对德赛西威的肯定
伸腿瞪眼丸,A股最牛板块，天天红,05-20,4,评论使用'最牛'和'天天红'等积极词汇，但可能带有夸张，整体倾向乐观。
掐指算涨停,板块之间先先涨啥后涨啥是不是有迹可循呢,05-19,3,评论询问市场规律是否存在，未表达明显情绪
强度决定难度,还是变成了一日游,05-19,3,评论中使用'一日游'比喻当前状态，暗示短暂性，但未明确表达强烈情绪
股友Y773198l27,$汽车零部件(BK0481)$,05-18,3,评论仅包含股票代码，无情绪词汇或行业趋势信息
炒股赚包烟钱,曙光汽车才摘帽，拥有26个全车牌资质，有丹东国资和吉利收购预期，今年车桥增速20,05-16,2,评论提及摘帽和收购预期，但核心负面因素为主
财之海洋,前几年的军工都翻几倍了，汽车怎么回事还不来几倍,05-16,2,评论指出军工股表现好而汽车股未跟上，暗示对汽车股失望
一颗绿油的韭菜,这个一直涨的理由是什么,05-16,3,询问股价上涨原因，无明显情绪倾向
十一是小哥哥,实在没想到你能绿的,05-13,3,评论者表达意外下跌，但未明确情绪，可能中性
五六793,出货了,05-13,2,出货通常指卖出股票，可能暗示负面信号
坐稳扶好把牛骑,上海加冷松芝汽车空调股份有限公司关于拟对外投资设立新加坡、墨西哥和美国全资子公司,05-13,3,评论提及公司拟投资设立子公司，未提及负面信息，属中性表述。
坐稳扶好把牛骑,松芝股份002454墨西哥蒙特雷建厂全面进入特斯拉全球供应链,05-12,4,建厂进入特斯拉供应链，暗示业务扩展，属积极信号
坐稳扶好把牛骑,松芝股份002454墨西哥蒙特雷建厂全面进入特斯拉全球供应链，零跑汽车热管理,05-12,5,建厂进入供应链提升公司地位，积极信号
海棠大鱼TT,智元机器人,05-09,3,评论仅包含公司名称，无具体评价内容
坐稳扶好把牛骑,小鹏汇天热管理002454,05-09,3,评论包含股票代码和关键词'热管理'，但缺乏具体评价内容，无法确定情感倾向
股友X9227521k3,冲上去吧,05-09,4,评论中'冲上去'带有积极情绪，但需结合上下文判断
坐稳扶好把牛骑,松芝股份002454墨西哥蒙特雷建厂全面进入特斯拉全球供应链,05-08,4,建厂进入特斯拉供应链，暗示业务扩展，积极信号
葛大壮,159770最后的高低切好去处，加油冲鸭,05-08,4,鼓励性语言，暗示乐观预期
mymu,感觉要有涨停参考,05-08,4,评论提及涨停，属于积极信号，但需结合上下文判断
坐稳扶好把牛骑,松芝股份002454墨西哥蒙特雷建厂全面进入特斯拉全球供应链,05-07,4,建厂进入特斯拉供应链，暗示业务扩展，积极信号
财之海洋,大众交通它们都又回来了，汽车整车给力点呀,05-07,4,评论中提到'又回来了'和'给力'，表达积极情绪
独立的爱飘心111,有考虑把长安汽车移除板块吗？不想带它玩可以直说,05-06,3,评论中带有否定和排斥语气，但未完全否定板块，可能属于中性或乐观
坐稳扶好把牛骑,松芝股份002454墨西哥蒙特雷建厂全面进入特斯拉全球供应链,05-06,4,建厂进入供应链暗示业务扩展，无负面信息，属积极信号
每天涨一点888666,这个板块梯队很完美啊，1，2，3全部齐了,05-06,4,评论中提到板块梯队完美，1、2、3全部齐，表达积极认可
坐稳扶好把牛骑,002454松芝股份墨西哥蒙特雷建厂全面进入特斯拉全球供应链,05-05,5,评论提及建厂进入特斯拉供应链，无负面信息，属积极信号
坐稳扶好把牛骑,002454松芝股份墨西哥蒙特雷建厂全面进入北美特斯拉全球供应链,05-03,4,评论提及建厂和供应链进入，暗示积极发展，但未提及风险，倾向乐观。
于大帅团队,中创智领属于新能源汽车零部件板块！己有庄家看好！,05-02,4,庄家看好表明积极预期
股友yNQr60,美国证实！加墨汽车零部件获得关税豁免_——下周汽车零件板块的龙头股准备好了吗？,05-02,4,关税豁免属于积极新闻，但市场反应不确定，整体偏乐观。
Wjq_722,北京需要资金周转可以私我，不用上门，没有套路，利息低,05-01,4,评论中提到积极条件，但未明确负面信息，倾向乐观
