author,comments,reply_comments,reply_authors,update
爱财有道2025,我还没上车,,,06-17
纯真善良的逸飞7,美的和格力选格力哎,,,06-17
股票是游戏别投多,还得是美的,,,06-17
沪A8888888,$美的集团(SZ000333)$,,,06-17
财神的使者,假如50亿都注销也就一个点,,,06-17
股友Z5303c0037,啥时候能超过港股。,,,06-17
基民0776d823t9,分红啥时候到账？,,,06-17
瘦身鲩鱼,牛猫说:美的集团一直是a股里的模范生，商业道德上无可挑剔,,,06-17
股票是游戏别投多,美的买进,,,06-17
万里江山血红,昨天71.18进场，开盘72.60已全仓t出，刚回落72未买回！先去打个涨停板去,,,06-17
股基都有,72.66都没看到,,,06-17
平静的温麒汐,来个涨停,,,06-17
乔乔乔乔乔乔,回购注销的A股可非常罕见,,,06-17
光线传媒资讯,王长田想重切电影蛋糕 动了谁的利益？丨消费参考,,,06-17
美的集团资讯,美的集团：连续3日融资净偿还累计5909.7万元（06-16）,,,06-17
安静的人,难怪这段时间股价不涨，是在压制股价等回购，港股的股价在一直上涨,,,06-17
股友7350z2693H,弱弱问一句。。这个回购的新闻不是两个月前就出过吗。。是现在通过了要开始了所以再发,,,06-17
交通银行资讯,盘前必读丨创新药再迎利好；渤海汽车重大资产重组预案出炉,,,06-17
退休后投资股市,还在关注市值小于1万的散户赚不赚钱，只有他们大部分赚到钱了，才会增加投资，市值才,,,06-17
海天味业资讯,四大证券报精华摘要：6月17日,,,06-17
鹿鸣飞,回购股份需要打压股价吗？,,,06-17
管柱王,意思不到50不得买,,,06-17
纯洁的小PP,这100个亿你不加大分红？？以不超过100块钱。这么高的价格回购！！是净资产的两,,,06-17
美的集团资讯,美的集团再推最高百亿元回购方案,,,06-17
财富暗码,这些传统的家电企业缺乏创新，所以股价就不像小米一样死气沉沉的。,,,06-17
股友7733701qN5,今天跌停,,,06-17
英俊潇洒的吕欣儿,等回购完才会涨了,,,06-16
基民0776d823t9,分红的钱去哪里了？,,,06-16
n14164181207a1dd,只发公告，不见回购,,,06-16
腾讯控股资讯,高盛：中国“民营企业十巨头”总市值达1.6万亿美元,,,06-16
美的集团资讯,美的集团拟50亿—100亿元回购公司股份,,,06-16
犀利睿智的风吟8,那好吧！等你回购了再说吧,,,06-16
美的集团资讯,【中证十点半】油气股集体回应股价异动；美的集团拟大手笔回购,,,06-16
风说我要来,两大利好，明天冲涨停板了,,,06-16
三年不开张吃叁年,过分！涨成这样还巨额回购注销，以后要买就买美的。,,,06-16
阿里巴巴资讯,高盛：“中国民企十杰”崛起，全球资金回流中国,,,06-16
白马攒股收息,真好啊回购注销，格力也来一波,,,06-16
合康新能资讯,合康新能：聚焦新能源解决方案和核心产品 承接美的集团绿色能源战略布局,,,06-16
宁德时代资讯,美的、恒瑞和石头们横跨两地上市后，A股与H股“谁更具投资性价比”,,,06-16
美的集团资讯,美的集团拟最高回购100亿元A股：注销减少注册资本及实施股权激励,,,06-16
阿里巴巴资讯,高盛：看好中国民营龙头企业 具备类似“美股七姐妹”的市场潜力,,,06-16
大山酣睡,别人回购的价格是17.47/29.25,,,06-16
美的集团资讯,最高100亿元！美的集团再抛回购方案,,,06-16
美的集团资讯,美的集团：拟斥资50亿元-100亿元回购股份 回购价格不超100元/股,,,06-16
单手开保时捷,大手笔,,,06-16
宝山探宝,美的，伊利，招商，平安，阿胶，珀莱雅是我持有的股票的定海神针。不管经济风云如何变,,,06-16
飘逸oo听雨,发一季报的时候不是要回购100亿，关税战回购30亿，现在又再回购100亿？,,,06-16
Sin567,真有钱,,,06-16
师出有名名正言顺,我挺喜欢这家公司管理层，因为真的为股民考虑,,,06-16
股市胡西进,我记得上次发个回购注销公告还想着海尔跟着喝口汤呢，结果第二天跌了4个点。,,,06-16
股友693Y732R95,前面一个15→30亿，然后又一个50→100亿。现在还来一个50→100亿。重复,,,06-16
摩卡爱玩球,真的挺牛的。可以起飞了,,,06-16
小钱换经验,明天高开了,,,06-16
美的集团资讯,美的集团拟50亿元-100亿元回购股份丨公告精选,,,06-16
众人心动,用公司的钱接盘基金代持的股份，公司的钱就套现到个人口袋了,,,06-16
麦甜守望,回购分红都是骗，哪一家敢说不低于什么回购，全部是不高于什么价格。远离回购分红股,,,06-16
金发科技资讯,【公告汇总】6月16日上市公司股份回购一览,,,06-16
Jamesliang,拿住了，不到九十不脱手！脱手只脱九十九！,,,06-16
美的集团资讯,美的集团：拟50亿元至100亿元回购股份,,,06-16
股友2ntkFx,股价这么高还回购？真是好公司。,,,06-16
摩卡爱玩球,涨停一次？,,,06-16
茳茳BOT,夕阳行业，回购是止痛剂，不是还魂丹,,,06-16
与猴子为敌,炒冷饭？,,,06-16
阿但地,相当于2个回购计划要一起回购了,,,06-16
阿但地,"同类事件公司以每股70.87-71.75人民币回购182.3万股,回购金额1.2",,,06-16
美的集团资讯,美的集团拟回购A股 金额50亿元至100亿元,,,06-16
美的集团资讯,美的集团：拟以50亿元至100亿元回购股份,,,06-16
行镜致远,还是美的现金流牛逼，最好家电,,,06-16
基民0n8HCb,现在股价71.他17至29回购？没搞错吧，要跌到啥时候。,,,06-16
目标3亿,基本到50元才会开始回购，老套路了,,,06-16
美的集团资讯,美的集团：拟50亿元-100亿元回购公司股份,,,06-16
美的集团资讯,美的集团：拟回购50亿元至100亿元公司股份,,,06-16
风来抱住,回购加快,,,06-16
干就完了ww,好公司，,,,06-16
炒股养家96,牛逼，明天板一个,,,06-16
严谨的梅隆苏,属于三流子品牌,,,06-16
美的集团资讯,美的集团：拟以50亿元-100亿元回购股份,,,06-16
美的集团资讯,美的集团:关于以集中竞价方式回购公司A股股份方案的报告书,,,06-16
地球告密者,美的应该研发游戏机,,,06-16
格力电器资讯,“618”空调格局蝶变：头部品牌“通吃”，小米搅动线上市场,,,06-16
美的集团资讯,美的集团在广州成立电商公司,,,06-16
腾讯控股资讯,高盛提出中国“民营十巨头”！腾讯、阿里、小米等都在列,,,06-16
股友687639E11y,拔高,,,06-16
机智的卢佳芷,据财联社报道，近日，高盛首席中国股票策略师刘劲津发布名为《中国民营企业的回归：潮,,,06-16
股友6OT8320901,难受，啥时候翻红,,,06-16
股友7p2185359G,北上资金的爱股,,,06-16
股市东风,美的真有个性，不跟港股，不跟大盘，甚至不跟科沃斯，要等大盘摇摇欲坠的时候调控指数,,,06-16
来北风,港股都涨冒烟了,,,06-16
腾讯控股资讯,高盛唱多中国“民营企业十巨头”,,,06-16
小浣熊L,分红前出了，现在分批买回,,,06-16
基民Ej9KKt,港股的美的和俺们的美的不是一个公司吗，港股咋涨那好呢,,,06-16
曾经沧海难为水16596,数据释放积极信号！今天上午，重磅数据来袭。其中，中国5月规模以上工业增加值同比增,,,06-16
腾讯控股资讯,高盛再次唱多：全球资金回归中国 看好中国“十巨头”股票,,,06-16
高山可立,因为我买了，所以它要跌了,,,06-16
有激情的付翼,上午收盘，美的大资金净流入3000万，格力不仅净流出，而且.上午盘流出超1亿，格,,,06-16
平静的温麒汐,又想来套我？,,,06-16
平静的温麒汐,了,,,06-16
會当凌绝顶,马上解禁1500万股！不太好了！,,,06-16
旦旦梦里,71融资打满，到自己预期就出手，不管买还是卖！,,,06-16
烟云笑红尘7783,方洪波懂事长抓抓你产品的质量吧，一台冰箱6000块，使用5年，压缩机坏了，修一下,,,06-16
转运号,小的啊，你今天又咋啦？,,,06-16
张三石,不填权了,,,06-16
股友539x12O386,这股已是冷门死股，早晚被圾狗作死！分红屁用，还贴权倒亏！我还是要彻底清仓，此股内,,,06-16
小太阳999,这货太烂啦,,,06-16
静谧悠然的夏杰,空头赢了下跌趋势形成,,,06-16
CEO白小纯,汗，一堆人都是炒小炒差的。根本不懂价值,,,06-16
地球告密者,家电是延后房地产3年出问题的,,,06-16
阿但地,国家队在清理短期进来想要分红填权的人,,,06-16
自在的梅菁桦,有点狠哦,,,06-16
今天最好,真不行一路跌跑了,,,06-16
一路向北666啊,这把是真要做股东了，73接的一直跌。,,,06-16
股基都有,大跌啊？有割肉的吗？,,,06-16
BUFFET2017,有问题啊，不跟港股同步,,,06-16
不做韭菜by,72块钱的本，还有机会么,,,06-16
随意赚点就跑EEee,阿美，我对你真的很失望,,,06-16
平静的温麒汐,60以下等着你,,,06-16
锁镙丝韭特,27见,,,06-16
美的集团资讯,63位日企代表佛山“找增量”：共探双向投资新布局,,,06-16
美的集团资讯,美的能源首次亮相 发布全链路多场景解决方案,,,06-16
股友Z5303c0037,港股在涨，A股咋在跌，求大佬讲讲,,,06-16
fud,大夏天不卖空调吗？,,,06-16
持股盼下跌,谁买就套死你们，30见，活该,,,06-16
股友Qq5RiI,美格海家电3傻,,,06-16
飘浮股海,港股在涨，a股在跌几个意思，迟早会同步的，今天本来定好涨0.4个点就卖出做t，但,,,06-16
胸有成竹得伏特加,垃圾,,,06-16
自在的梅菁桦,坏了，怎么还在跌,,,06-16
廖得远,美的亏团,,,06-16
股友07776Q0i09,分红就成这样，,,,06-16
凡事慢几拍,不到50不买,,,06-16
积极的杜含风,白电估计还会迎来更大的压力，今年高端机都在降价了,,,06-16
美的集团资讯,美的集团：融资净偿还683.39万元，融资余额26.7亿元（06-13）,,,06-16
汇川技术资讯,年内14家A股上市公司更新分拆上市进展 集中于高成长性行业,,,06-16
股友khMm72,明天低开震荡后收回,,,06-15
量化评测员,看了一下，明天大涨的意思,,,06-15
有领导力的贺炜18,合肥厂的那个班长很厉害呀,,,06-15
盐津铺子资讯,A股10年涨跌榜：食品饮料、家电突破牛市高点，银行“慢牛”显复利特征,,,06-15
地球告密者,不是回购拉住股价，早去65了,,,06-15
股友092317E37h,对比美国的财险公司，中国人保的财险肯定被低估了,,,06-15
大眼看两融,美的集团本周融资净买入5886.53万元，居家电行业板块第二,,,06-15
小溪宝宝,每个月发工资买1手，到退休养老用，公司千万别倒了,,,06-15
爱追高的巧克力,美的除权了，走了两天贴权，好像还要继续往下走，当股价跌了3.5元，分红的钱就跌没,,,06-15
王宏鹤,分红了，继续投资美的,,,06-14
固德威资讯,“2025 ESG与高质量发展创新论坛”成功举办 嘉宾共话AI推动企业可持续发展,,,06-14
aq康百JS,快逃命吧！苹果都跌跌不休，何况你姓中！！！,,,06-14
股友07776Q0i09,分红钱的75.49是回不去了，分红就分自己,,,06-14
大山锅锅,第一次听说，国家队也有量化，怪不得管不了量化,,,06-14
黑山1,回购的股份什么时候注销?,,,06-13
阿但地,条件单挂69.90元,,,06-13
阿但地,"13日公司以每股71.04-72.08人民币回购195.8万股,回购金额1.4亿",,,06-13
iSnowballr,难怪巴菲特重仓西方石油，一开始人家就知道结果，毕竟制造事端的主动权在自己手里。,,,06-13
富佳股份资讯,【公告汇总】6月13日上市公司股份回购一览,,,06-13
无情大a,依旧看到48才能止跌,,,06-13
峰哥9527,大利空来了洗衣机洗碗机加关税,,,06-13
来北风,周末家电应该有好消息,,,06-13
美的集团资讯,美的集团在上海投资新设影像科技公司,,,06-13
坚决的陶楚谷,纠结买美的还是买格力，感觉71的价格还是高。,,,06-13
挖宝2017,美的有机器人业务了,,,06-13
收藏651十七年,格力与美的之间有一个魔象，就是他们的股价差，围绕着30元的差距，差距大了或差距小,,,06-13
地球告密者,估值太高了,,,06-13
基民hEsZfz,真垃圾，买格力吧,,,06-13
来北风,可惜没子弹了,,,06-13
地球告密者,看五粮液和茅台，跟房地产相关的都跌,,,06-13
berry妹,回购开始出手了吧,,,06-13
股友X5fgNo,为什么看不到大单买入,,,06-13
有自信的蝶中林4,感觉要开启阴跌模式,,,06-13
独立的祝衡9,刚分红就一路下跌,,,06-13
股息复投Plus,我没子弹了。子弹来了，第一时间70加美的。,,,06-13
坚强不屈的阿顺,这波看破位，国补退出舞台,,,06-13
饿猫炒股,今天走势不及你儿子格力,,,06-13
卖血刮骨,主力成品69左右没出来现在砸成这样想干嘛？手上没子弹了？,,,06-13
美的集团资讯,美的在上海成立影像科技公司 注册资本1000万,,,06-13
股海方舟68,计划以17.47元~29.25元/股的价格回购25.14万股限制性股票想请教下，,,,06-13
陈市沙子江,美跌,,,06-13
陈市沙子江,美跌,,,06-13
爱追高的巧克力,现在卖还留下大部分分红等到68.5分红就跌没了，现在卖了等低点再买回来没损失,,,06-13
股友7xMdQa0494,今天的表现很硬气，继续,,,06-13
berry妹,还不回购,,,06-13
美的集团资讯,美的集团在青岛新设电商公司 含机器人业务,,,06-13
持股盼下跌,今天速度点到69明天到65赶紧的别磨叽这个月赶紧到50，下个月赶紧到30,,,06-13
哎呦喂1314,我又在69.02埋了一万股。,,,06-13
有激情的付翼,可以了，这么大消息没怎么跌，比格力强多了，格力那种几乎没有海外业务的不照样跟着美,,,06-13
地球告密者,哎居然是主跌浪看白酒破位了,,,06-13
龍裔君,股价低了利润也低了，而且利润也没有给股东，股东分红钱根本没变化，反而短期投资者还,,,06-13
阿但地,我个人判断，国家队量化操控要到10月才能再上80元,,,06-13
静谧悠然的夏杰,大家挺住啊我就想看看下周空头找什么理由砸盘,,,06-13
今天最好,要跌到多少？多久时间呢,,,06-13
BIGSONG,所以分红前跑路是正解,,,06-13
细心的柯棋11,$美的集团(SZ000333)$,,,06-13
股友7p2185359G,要奔60,,,06-13
地球告密者,按道理利空出尽上午下探下午大涨3%,,,06-13
股友539x12O386,所以说，大A的分红有个屁用！,,,06-13
静谧悠然的夏杰,今天如果稳住了那空头这把还能找什么消息砸盘,,,06-13
韭菜莹赢,每次利空都是上车的好机会兄弟萌,,,06-13
股友eMyg44,又吓跑了一堆,,,06-13
我爱大盘三千点,买了美的冰箱特来支持。,,,06-13
Emma2012,美国6月23日开始对钢制品家电加征关税,,,06-13
乸畾龖,还以为-5呢，才1个点不到,,,06-13
股友9016u1k556,今天可能是最后的下跌了真利空出尽,,,06-13
股友muH2fa6112,把昨天分的吐出来,,,06-13
财源滚滚五福临门,作天全清仓好了，又大跌A股。,,,06-13
静谧悠然的夏杰,空头如愿得逞,,,06-13
CEO白小纯,公司今天都准备买上10亿了，昨天都买了2亿,,,06-13
大道至简安全则远,大哥还不出啊,,,06-13
股友SvkUIU,空狗真多，失望了吧,,,06-13
公司研报提示,长江证券维持美的集团买入评级 预计2025年净利润同比增长10.51%,,,06-13
美的集团资讯,美的集团：融资净偿还4974.29万元，融资余额26.76亿元（06-12）,,,06-13
宽心的邱明雪,这一波能腰斩不,,,06-13
静谧悠然的夏杰,如果今天散户跟风卖出了，我只能说两头挨打，前天刚分红，今天低价卖出不仅亏损还要补,,,06-13
买阴卖阳168,今天一碗大面搞不掉了,,,06-13
又又又追高了,昨天刚买你就来这个。下来我加仓。,,,06-13
静谧悠然的夏杰,散户最大难处就是会被带节奏，这波家电关税实际上影响并不大，但是结合近期美的空头势,,,06-13
宝法胡儿,今天8个点以上,,,06-13
一璐常红,大阴线？,,,06-13
静谧悠然的夏杰,四月关税事件以来，川子的关税搞来搞去最终都回到原点，虽然都知道影响不了太多，但是,,,06-13
经纶高雅得无崖子,跌了就加点吧！,,,06-13
茳茳BOT,直接70以下，你那海外工厂是没用了，老美针对全世界,,,06-13
Ace铭灏,央视记者当地时间6月12日获悉，美国商务部宣布将自6月23日起对多种钢制家用电器,,,06-13
雨夜闻茶香,向下5个点,,,06-13
股友9016u1k556,到今年6月底，美的将实现95%向美出口产品在海外基地生产，可以有效避开关税问题。,,,06-13
堆金多谋地风清扬,美的今天跌停板了,,,06-13
贤狼赫萝萝,关税落地了，明天可以涨停了,,,06-13
股海筑梦,分了个寂寞还亏了,,,06-12
大鹏展翅19931131,明年是不是就可以拿两次分红了,,,06-12
潇湘变民,昨天为了避分红，全换成格力，今天完美回来，还稍有利润，明天继续开干做t,,,06-12
n1510137000842483006,粘贴一大堆公告，闲的，啥玩意儿。,,,06-12
美的集团资讯,美的集团：第五届董事会第九次会议决议公告,,,06-12
股息复投Plus,我错了，今天把子弹打完了，明天没子弹了。要到21日才有子弹进来，怎么办？,,,06-12
爱追高的巧克力,明天大跌,,,06-12
财源滚滚五福临门,$美的集团(SZ000333)$,,,06-12
市场先生合伙人,美的可以考虑一下生产充电宝，现在市面上的充电宝质量太差了。,,,06-12
爱追高的巧克力,这么多限制性股票都要流通，完了，股价肯定会下跌，就吃你们的分红了，韭菜盒子,,,06-12
化tf,看了豪哥哥视频进来看看，原来刚分好红，10股30，好像年化4.8%，格力6.8%,,,06-12
股基都有,一买就跌,,,06-12
美的集团资讯,美的集团：6月12日召开董事会会议,,,06-12
长线加短线,分红到账，买个饭锅吧！,,,06-12
美的集团资讯,美的集团:关于调整公司第九期股票期权激励计划的激励对象名单及期权数量的公告,,,06-12
美的集团资讯,美的集团:北京市嘉源律师事务所关于美的集团2021年限制性股票激励计划解锁、回购价格调整及回购注销部分限制性股票的法律意见书,,,06-12
美的集团资讯,美的集团:北京市嘉源律师事务所关于美的集团第五期股权激励计划注销到期未行权期权相关事项的法律意见书,,,06-12
美的集团资讯,美的集团:关于第八期股票期权激励计划第三个行权期行权相关事项公告,,,06-12
美的集团资讯,美的集团:关于对2021年、2022年和2023年限制性股票激励计划部分激励股份回购注销的公告,,,06-12
美的集团资讯,美的集团:关于2023年限制性股票激励计划的第二次解除限售期解锁条件成就的公告,,,06-12
美的集团资讯,美的集团:根据2025年H股股份奖励计划的奖励授予,,,06-12
美的集团资讯,美的集团:北京市嘉源律师事务所关于美的集团2023年限制性股票激励计划解锁、回购价格调整及回购注销部分限制性股票的法律意见书,,,06-12
美的集团资讯,美的集团:关于注销第九期股票期权激励计划第一个行权期已到期未行权股票期权的公告,,,06-12
美的集团资讯,美的集团:关于注销第五期股票期权激励计划预留授予第四个行权期已到期未行权股票期权的公告,,,06-12
美的集团资讯,美的集团:2022年限制性股票激励计划第二次解除限售期满足解锁条件的激励对象名单和数量,,,06-12
美的集团资讯,美的集团:第八期股票期权激励计划第三个行权期符合行权条件的激励对象名单,,,06-12
美的集团资讯,美的集团:关于2021年限制性股票激励计划的第三次解除限售期解锁条件成就的公告,,,06-12
美的集团资讯,美的集团:关于第九期股票期权激励计划第二个行权期行权相关事项公告,,,06-12
美的集团资讯,美的集团:第九期股票期权激励计划第二个行权期符合行权条件的激励对象名单,,,06-12
美的集团资讯,美的集团:关于注销第八期股票期权激励计划第二个行权期已到期未行权股票期权的公告,,,06-12
美的集团资讯,美的集团:第五届董事会第九次会议决议公告,,,06-12
美的集团资讯,美的集团:2021年、2022年和2023年限制性股票激励计划回购注销的激励对象名单和数量,,,06-12
美的集团资讯,美的集团:北京市嘉源律师事务所关于美的集团第八期股权激励计划相关事项调整、注销到期未行权期权及行权相关事项的法律意见书,,,06-12
美的集团资讯,美的集团:2021年限制性股票激励计划第三次解除限售期满足解锁条件的激励对象名单和数量,,,06-12
美的集团资讯,美的集团:董事会薪酬与考核委员会关于公司股权激励相关事项的核查意见,,,06-12
美的集团资讯,美的集团:关于调整公司第八期股票期权激励计划的激励对象名单及期权数量的公告,,,06-12
美的集团资讯,美的集团:2023年限制性股票激励计划第二次解除限售期满足解锁条件的激励对象名单和数量,,,06-12
美的集团资讯,美的集团:关于调整股权激励计划行权价格和回购价格的公告,,,06-12
美的集团资讯,美的集团:关于2022年限制性股票激励计划的第二次解除限售期解锁条件成就的公告,,,06-12
美的集团资讯,美的集团:北京市嘉源律师事务所关于美的集团2022年限制性股票激励计划解锁、回购价格调整及回购注销部分限制性股票的法律意见书,,,06-12
美的集团资讯,美的集团:北京市嘉源律师事务所关于美的集团第九期股权激励计划相关事项调整、注销到期未行权期权及行权相关事项的法律意见书,,,06-12
银之杰资讯,主力资金 | 10股尾盘获主力重金买入,,,06-12
融发核电资讯,6月12日26股主力资金净流入均超1.5亿元,,,06-12
股友v8pq6n,希望十年后你还持有美的，我陪你一起看。,,,06-12
爱追高的巧克力,不参加分红，坐等股价下跌没有焦虑，到一定低价位该出手时就出手,,,06-12
中国平安资讯,强势股追踪 主力资金连续5日净流入61股,,,06-12
阿但地,"12日公司以每股71.65-72.65人民币回购276.2万股,回购金额2亿人民",,,06-12
股友17707f5w72,今天又回购了2亿，力度还是很大的，怪不得净流入这么多,,,06-12
股海筑梦,回到分红的数据75.49有点难啊，,,,06-12
爱追高的巧克力,我原来也想参加分红，但是，我拿不住一年，股价中间起伏会很大，你要卖还得交税，所以,,,06-12
拉拉兜圈,2014年持股至今,,,06-12
美的集团资讯,美的能源战略发布，合康新能质变正在发生,,,06-12
让我赚点啊,分红前拿了一个月，分红后分红税是10%吗,,,06-12
拉拉兜圈,我已参加了第十一次分红,,,06-12
enigma讲财会,70.48开启日级别4浪反弹，周一到70.59左右。,,,06-12
一天赚个小几百,尾盘加仓,,,06-12
行镜致远,流入4亿，含金量太低了,,,06-12
股友93283O12v1,这尾盘谁砸的呀,,,06-12
股友6660X269W8,尾盘72.205258手是哪家机构不做人,,,06-12
有激情的付翼,尾盘偷袭那点毫无意义，今天美的实打实的净流入高达4.2亿，外资一致性看好，内资也,,,06-12
静谧悠然的夏杰,一群人刚分完红今天就在这突突突的卖一个个都持仓过一年了？,,,06-12
有激情的付翼,"很多格里芬哭了以为今天终于流入了，原来一看自己就是个笑柄,20个交易日，美的净流",,,06-12
哎呦喂1314,拉吧，我已经扶好了。,,,06-12
美的集团资讯,美的能源开启能源变革新征程 合康新能新品密集上市,,,06-12
老杨树上的枝丫,借用任正非的一句话：干就完了！,,,06-12
JShing,今日除权除息口,,,06-12
股友2L8567616O,每天都是一毛钱玩大半天，最后竞价下来5毛钱,,,06-12
干劲冲天地小爆子,今天应该在回购了吧,,,06-12
美的集团资讯,“美的能源”首次亮相！未来将打造美的集团又一支柱产业,,,06-12
PSR股市观察员,中金黄金主力增仓1个亿↑,,,06-12
跌无境,自己的钱分给自己,,,06-12
抵拢倒拐611,准备给两岁女儿每年买一百股美的，持有到她大学。,,,06-12
股友yVPKtF,垃圾,,,06-12
股友6372W0710G,现在分红都不显示xd了,,,06-12
PSR股市观察员,立霸股份美的集团供应商↑,,,06-12
鸿运M,分红后，在底仓不满一年的情况下，买10手再卖10手这种做T要交税吗,,,06-12
基民X5szQE,请教各位一下：美的集团不是今天是除息日吗？怎么没有标注XD？,,,06-12
市值风云大黑嘴,是分红立即买入，还是等等调整到合适点位再买入好呢,,,06-12
漂亮得紫荆,还会跌吗,,,06-12
有激情的付翼,我说格力芬做人是没有底线的，因为我说过你们要感谢美的，可你们却攻击美的，要不是美,,,06-12
iSnowballr,看看周大福的月k，老凤祥是不是要启动了,,,06-12
硬不够三秒,美的会不会也发公告款期改为60天内？,,,06-12
哎呦喂1314,今天能到75吗,,,06-12
热情的青情依16,各位大神，分红次日除权除息当天卖出能有权分红吗？求解，感谢！,,,06-12
股友53865N219f,今天怎么不填权呢,,,06-12
股友muH2fa6112,派发中，收盘翻绿。,,,06-12
基因战士,什么时候能把税费拉回来,,,06-12
berry妹,什么时候恢复回购,,,06-12
卡瓦梅里,懂红利股的自然都懂，我昨天收盘前加仓了。,,,06-12
大脸笑,真是垃圾，还不如80的时候卖了呢，搞半天分红分的是自己个的钱,,,06-12
股基都有,你们的成本多少,,,06-12
静谧悠然的夏杰,怎么一群人不知道除权就想着分红,,,06-12
坚强不屈的周舒茜,分红的钱到账哪里了啊？,,,06-12
苏州小绵羊,问个问题，美的分红是每股分3.5元，昨天收盘是75.49，今天开盘怎么会是72.,,,06-12
股友7350z2693H,分红除权对长期价值投资者真的很友好，分到利润后，又可以复购成股票，而且是以平时很,,,06-12
股市东风,美的会走填权行情，目前才刚刚起步，好戏还在后头!,,,06-12
股友05Lx921197,怎么回事昨收盘价75、49元，今早开早盘价怎么只有72、51元了？低开也没有差这,,,06-12
安静的狩猎者,港股除权除息慢啊？,,,06-12
抵拢倒拐611,今天工作忙，没超低，痛苦。,,,06-12
大发利市得周瑜,分红到了，但是价格也降了，算是买个教训，毕竟连规则都不懂，不割我都对不起自己。,,,06-12
哎呦喂1314,71.88买入10000股，陪你们玩玩，如果你们不拉上去填权，我也无所谓,,,06-12
看看就0k了,今天又开始回购了吧,,,06-12
股友0T99C56808,不是，你们唱衰的在哪里？这么好的企业，早在6月3号就已经定价完除权了好吧，幸亏我,,,06-12
CEO白小纯,71.76买进了。,,,06-12
坚持不懈de赛拉,分红请问在哪里看明细？？到了吗,,,06-12
股友HK11585335,我的到帐了,,,06-12
炒股票去旅游,今天可以买么？,,,06-12
梦中李神,这分的什么红，股价降低！比如100股分350元，100股股价降低3角多，市值减少,,,06-12
管住手不梭哈,当天做T会扣税吗,,,06-12
股友2535Pi2602,为啥开盘价72.01，怎么计算的,,,06-12
大盘越涨我越慌,直接开始填权？别啊我要加仓啊,,,06-12
rjw333,今天大涨,,,06-12
完美的英凌香,昨天发的股息没增加总资产啊，只是减小了成本,,,06-12
沉着的农巧凡2,其实不应该参与分红，应该分红以后低点买入，分红都是骗人的，这就是大A的追求,,,06-12
股友cgindj,终于等到72了，可以加仓,,,06-12
美的集团资讯,美的集团：连续3日融资净买入累计1.09亿元（06-11）,,,06-12
让我赚点啊,港股已经除权，大A还会除吗,,,06-12
让我赚点啊,分红到账了，速度可以,,,06-12
招财猫亨姐,今年目前拿到的股息,,,06-12
ggdaye,这次分红没有除权吗,,,06-12
美的集团资讯,企业“向新”“向智” 拓展就业新空间,,,06-12
风云再起时44228263,美的供应商有没像汽车供应商的问题？,,,06-12
每天低吸选手,啥时候大涨特涨也上一下百元股名单,,,06-11
小太阳999,分会不对了，钱变少了,,,06-11
昵称如歌,700元到账,,,06-11
沉着的农巧凡2,迅速分红！,,,06-11
凤舞九天灵犀一指,评论区探讨分红的三类人。1，长期享受分红没事偷着乐的老股东2，一次也没分过红却在,,,06-11
美的集团资讯,“美的能源”首次亮相 能源产业将成美的集团又一支柱产业,,,06-11
爱追高的巧克力,分红了，股价一般是在高位，除权后会往下跌一段时间的，，短线可能会有损失甚至把分红,,,06-11
豪爽大气的照夜7,明天71左右开,,,06-11
G2013,$美的集团(SZ000333)$,,,06-11
集中筹码,难怪一直有人出货，照这么说真是划不来，白白的给他交税，应该出来明天再买71块钱的,,,06-11
集中筹码,分红刚好就顶这几天亏的，在扣税，这波亏大了？,,,06-11
集中筹码,这个意思就是股票总持仓金额变少了，少的部分就是到账到账户余额里。。。不算税的话等,,,06-11
股友3009H8393G,明天会怎么开,,,06-11
乐呵呵wang,美的集团我的第十六次分红到帐，分红年年涨,,,06-11
张三石,谢谢已到账,,,06-11
庐州太太,额，这个意思就是股票总持仓金额变少了，少的部分就是到账到账户余额里。。。不算税的,,,06-11
让我赚点啊,为啥分红分钱不直接转成股份,,,06-11
凤舞九天灵犀一指,就算公司不填权，公司股价与你持有的每一股成本价同时降低，你实际持仓收益率并没有受,,,06-11
股友30773F3f92,请问下，正常分红后明天一般会跌多少？不会直接到70吧？不太懂，哪位大神说一下,,,06-11
股友53865N219f,美的会填权吗,,,06-11
凤舞九天灵犀一指,我来说说分红的本质吧。分红并除权后，公司股价降了（公司市值降了），同时你自己持有,,,06-11
妄想的梦,东财账户的，有到的吗？,,,06-11
一天赚个小几百,哪里看是否到账？我今日收益那没变化呀,,,06-11
股友7350z2693H,说实在的那些说帐期的，我也做过一点小生意，只要是有利润有单量，帐期半年承兑半年我,,,06-11
股友30773F3f92,请问下，正常分红后明天一般会跌多少？不会直接到70吧？不太懂，哪位大神说一下,,,06-11
集中筹码,如果开盘低于73，那么这个票短线人气会垂直下降,,,06-11
集中筹码,开盘应该不会低到哪里去吧！,,,06-11
拨刀前快跑,到账2100吊钱,,,06-11
股友ZU40AW9148,，吸供应商血，还好意思说自己现金流多好,,,06-11
静谧悠然的夏杰,各位老板都收到分红了吧别着急股价还没除权明天开盘股价会直接变成71块多,,,06-11
一瞬流光168,还有个调税要扣除，净亏的！且占了资金，不如用它买其他股票。我是今天特意全部卖出去,,,06-11
集中筹码,明天分红全部投进去,,,06-11
