author,comments,reply_comments,reply_authors,update
割是个传说,$食品饮料ETF(SH515170)$,,,07-31
打败兔,这个基跟茅台,,,08-01
纯真善良的白榆2,只跌不涨？？,,,08-01
打败兔,这特么是A杀吧,,,07-31
买民企能发财,做差价太难了一不小心全割飞了,,,07-22
太极韵,涨了一个星期，不够一天跌的,,,07-31
小夏子2023,育儿补贴高达900亿，奶粉消费升级在即！,,,07-31
梦想526,这个市场不需要你格局,,,07-31
割是个传说,$食品饮料ETF(SH515170)$,,,07-30
骑蜗牛追宝马,二个月的坚持，归零只需三十分钟,,,07-31
接管华尔街,0.475买五千,,,07-28
小芬2451,[微笑],,,07-28
买民企能发财,跌起来也是厉害一夜回到解放前,,,07-15
在行走,工程建设又要得喝酒了,,,07-22
买民企能发财,今天那么强？比指数涨的多哦,,,07-18
基金资讯,关于同意中信证券股份有限公司为华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金提供一般做市服务的公告,,,07-21
基金资讯,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金2025年第2季度报告,,,07-20
又瘦又小的小韭菜,涨了一周涨了个寂寞，一天就霍霍没了,,,07-16
岳小玉雪玲珑,什么风啊吹,,,07-18
行者不惧,真牛逼,,,07-18
大A的初恋,明年有机会，今年出去躲躲吧,,,07-15
买民企能发财,涨了5天都不够人家一天跌的又要套牢一批抄底都,,,07-15
岳小玉雪玲珑,高点是0.57吗,,,07-15
岳小玉雪玲珑,回到0.6不难吧,,,07-09
基民P7r5087333,韭菜还没涨齐就收割？？？,,,07-15
桃子lin,在这里躲牛市，真的……还重仓，说不出话,,,07-15
枫忆0502,这基金不行，涨幅远低于持仓股,,,07-09
买民企能发财,割飞了，感觉要起飞了,,,07-10
发达小公主,0.65的成本，什么时候能赚钱？,,,07-11
三板阻,$食品饮料ETF(SH515170)$,,,07-10
红旗烈烈,入驻食品饮料ETF，设观察仓（20250710）,,,07-10
娱乐财富,0.508挂了,,,07-10
小夏子2023,“反内卷”政利好新兴产业，白酒迎“估值-业绩”双底,,,07-09
三板阻,有问题，小分子都涨这个不涨,,,07-09
国韭_1573,割了吧太差了,,,07-09
买民企能发财,虽然都是一两百股的差价，但是这边根本做不了，成交量太低了,,,07-08
买民企能发财,不吃不喝了呗，涨的时候比白酒涨的少，你跌的时候倒是比他们跌的少啊,,,07-08
股友MwJO6f7330,以为大热天的饮料卖的好，以为他能涨，结果……,,,07-08
买民企能发财,这边去产能已经开始反转大涨了,,,07-08
丁蟹yyds,买这个的是不喜欢牛市吗,,,07-08
买民企能发财,在这里躲牛市了,,,07-08
勇敢坚毅的吴睿博,……,,,07-07
东方红168188,能不能出个去掉白酒行业成份股的，食品饮料ETF,,,07-04
hk9jwhunmwa,在这里完美躲过一劫,,,07-04
伊利安慕希,1,,,07-04
岳小玉雪玲珑,从6月13到7月3，20天都是0.558到561，啥时候回去0.58啊，要求就是,,,07-04
小夏子2023,追逐结构景气，关注新消费赛道,,,07-03
买民企能发财,光伏和选择了，倒霉了,,,07-02
打败兔,这个位置应该是酒水食品的铁底了，等茅台的品牌价值回归，一飞冲天,,,07-02
hk9jwhunmwa,慢慢建仓到年前,,,07-01
打败兔,应该是到底了，大力干,,,07-02
小夏子2023,食品饮料板块内部行业分化，啤酒进入旺季上行通道,,,07-01
买民企能发财,习惯性跳水,,,07-01
小夏子2023,五粮液、泸州老窖召开股东大会，关注餐饮链低位布局机会,,,06-30
大A的初恋,明年再看这个吧，今年Ai，大金融，生物医药,,,06-30
hk9jwhunmwa,这个搞法头年里的事了,,,06-27
勇敢坚毅的吴睿博,是不是要跌一辈子,,,06-27
大A的初恋,明年再看这个吧，今年Ai，大金融，生物医药,,,06-27
牛来叫我,都搁这躲牛市啊,,,06-27
股友tuBCHA,为什么不分红,,,06-21
小夏子2023,白酒筑底回升，或进入中周期买点,,,06-26
骑扬广进得程咬金,大哥们，持仓分红与这个有关吗？,,,06-26
小夏子2023,白酒市场分化加剧，头部企业韧性凸显,,,06-25
小夏子2023,骤雨不终日，“吃喝板块”进入配置区间,,,06-25
大A的初恋,明年再看，今年Ai，大金融，生物医药,,,06-24
股友wE61253097,这个B货，TM的要S了,,,06-24
三板阻,这个持仓都涨问题不小，,,,06-24
三板阻,不要买这个，不要买，,,,06-24
小夏子2023,白酒需求温和恢复，配置性价比显现,,,06-23
买民企能发财,无人问津，无人敢碰,,,06-23
三板阻,$食品饮料ETF(SH515170)$,,,06-21
小夏子2023,白酒行业正处“存量竞争+结构升级”深度调整期，挑战与机遇并存,,,06-20
大A的初恋,趁现在反弹，快跑。茅台啥时候1400的一瓶可以考虑,,,06-20
小夏子2023,食品饮料板块走强，消费仍是经济修复的重要动能,,,06-20
T天才交易员,0.45的时候记得喊我，千里万里，我都要买进,,,06-17
股友hsKbfN,这么多5996手卖单？,,,06-19
河大小韭菜,管的是违规吃喝，不是不让吃喝,,,06-18
红色韭菜花,苏超火了，粤超，湘超，川超也要来了，暑假也快了，能带飞食品饮料消费么？,,,06-17
打败兔,etf罕见2天连续大跌，是应该是主力在挖深坑,,,06-16
打败兔,跌的差不多了应该要涨了,,,06-16
广西股民,这里面还有大屁股的粉丝吗？,,,06-10
股友3513rR1381,减了一半，垃圾垃圾，悔死了,,,06-12
岳小玉雪玲珑,到了0.559，去年9月以后的最低点0.557了，还跌吗,,,06-13
小夏子2023,“转型牛”格局越来越清晰，消费仍是经济修复的重要动能,,,06-13
买民企能发财,马上又新低,,,06-13
娱乐财富,接飞刀,,,06-13
股友alS1rU,这货大盘涨的时候也没见你涨，大盘稍微跌下，就像拉稀一样止不住,,,06-13
鱿小鱼315,史前最严聚餐限令，不跌才怪,,,06-12
买民企能发财,天天新低，天天崩,,,06-13
是梦終空,大哥能涨吗,,,06-11
岳小玉雪玲珑,曾经有0.595我没卖出，没想到,,,06-12
岳小玉雪玲珑,哇靠什么鬼,,,06-10
永杭宁梦990,0.5几的净值都拿不住，1以上的怎么办；食品饮料是生活必需品，无论市场牛熊都会有,,,06-11
基民1960X232Z3,我清仓了，拿了三年亏1千多元。20%,,,06-11
打败兔,跌1个多点真6B,,,06-12
是梦終空,$食品饮料ETF(SH515170)$,,,06-11
买民企能发财,同样都是基金，怎么人家就分红？你就不分红？怎么你买的那些股票分红的钱你自己吃了？,,,06-11
股友wE61253097,……,,,06-11
勇敢坚毅的吴睿博,天天砸，你可真开心玩呢,,,06-10
Ray向前飞,t0吗,,,06-11
买民企能发财,垃圾连年线都拐头向下了，没救了彻底,,,06-10
打败兔,这家伙老是水下玩，就没红过,,,06-09
买民企能发财,在这里套几年躲牛市，等下人家回调他就继续新低,,,06-09
买民企能发财,谁敢碰这种垃圾啊？跌着跌着就新低了,,,06-09
基民P7r5087333,准备开砸,,,06-09
小夏子2023,内需政策仍在蓄力，“吃喝板块”关注三条主线,,,06-06
随机的云,就在0.6上下浮动，我什么时候解套？,,,06-05
岳小玉雪玲珑,0.58-0.59也可以玩3个月，真开心,,,06-05
股友wE61253097,主力坏的很,,,06-05
小夏子2023,"政策层面持续强化""国内大循环""战略支点，重视食品饮料投资机会",,,06-04
买民企能发财,月跌越低,,,06-03
青山依旧在777,白酒凉了,,,05-30
桃子lin,没希望了，何时才能解套,,,06-03
小夏子2023,啤酒板块加深数字化零售布局，步入周期性上行通道,,,05-30
基金资讯,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金招募说明书(更新),,,05-29
基金资讯,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金基金产品资料概要更新,,,05-29
有魄力的兰捷7,700百家绿，其中就有它s,,,05-29
买民企能发财,没人敢碰这种垃圾，买了就套牢,,,05-29
小夏子2023,市场有望迎来指数牛，风格转向核心资产趋势性行情,,,05-29
小夏子2023,内需提振预期强化，“吃喝板块”进入布局期,,,05-28
普通的用户,7毛2买的，10月8号冲进来的,,,05-28
买民企能发财,今天涨明天跌，来回做差价,,,05-28
买民企能发财,就在6毛下面玩了,,,05-28
小夏子2023,政策持续强化，消费领域或迎新一轮扩张周期,,,05-27
有魄力的兰捷7,$华夏中证细分食品饮料产业主题ETF就是个坑，永远填不满,,,05-27
东方红168188,不跟食品饮料板块走，弄了一堆白酒成份股，挂羊头，卖狗肉，偏差太大，直接改名白酒e,,,05-26
股友alS1rU,这个位置横了那么久到底是突破还是下跌，真是墨迹,,,05-23
小夏子2023,白酒底部信号渐显，乳业啤酒或已至右侧,,,05-26
岳小玉雪玲珑,一年多了又0.58-0.605,,,05-23
小夏子2023,啤酒消费旺季来临，销量回升韧性十足,,,05-23
买民企能发财,6毛下面可以玩一年，反正人家经理也可以拿分红，咱们买了他的基金几年多少钱买入的就,,,05-23
小夏子2023,食品饮料午后翻红，新诺威大涨超8%,,,05-22
九三到现在,应当降低没有市场前途的白酒，多增加些年轻人喜爱的食品、饮料品种,,,05-20
买民企能发财,阴跌才是经常,,,05-22
股友wE61253097,看着恶心,,,05-22
买民企能发财,一毛也不会买了，你就放心跌吧你就,,,05-22
小夏子2023,食品饮料板块内部行业分化，啤酒或进入旺季上行通道,,,05-21
牛来叫我,持仓酒太多了，加上禁酒令直接给闷住了，慢慢熬,,,05-20
小夏子2023,假期消费动能显著增强，食品饮料消费持续回暖,,,05-20
买民企能发财,今天没跌停都很牛了,,,05-19
买民企能发财,常年下跌,,,05-19
小夏子2023,外需修复与内需提振形成协同效应，重视食品饮料投资机会,,,05-19
blabla小汤圆,你是食品饮料，怎么持仓这么多白酒？业绩好差，真的无语,,,05-19
买民企能发财,6毛上面就随便卖,,,05-16
ETF工匠,一早上忙活活的买,,,05-15
岳小玉雪玲珑,早就想到了，那天有人说做波段，我就说0.60以上就卖出，0.595以下就买入那种,,,05-16
股友wE61253097,硬气不了，两秒,,,05-16
有责任心的宋诺,这是个假的食品饮料ETF,,,05-15
ETF工匠,今天买这个,,,05-15
买民企能发财,赶紧砸了，不能让他站稳6毛,,,05-14
股友alS1rU,被套了半年多，一直做t，高抛低吸终于盈利了。不容易啊。,,,05-14
股友lL3Il6,套了四年了，终于回本了，立马清仓,,,05-14
打败兔,量化控制的好啊,,,05-14
岳小玉雪玲珑,昙花吗,,,05-14
买民企能发财,6毛还是要跌破跌,,,05-14
股友ZmiAJC,请问0.88的本，还有需要回本吗？拉垮得无语,,,05-14
岳小玉雪玲珑,这么突然吗,,,05-14
mm0681,这些基金很奇怪一二当家涨了它跌，一二当了跃了它更跌，难道涨跌基金公司说了算。,,,05-14
买民企能发财,跟s一样，他要是有茅台一半好都不会这样了,,,05-14
买民企能发财,套很多年了，最大的仓位就是他了，真是白白浪费一波牛市，亏了几年了,,,05-11
小夏子2023,饮料企业积极推新，零食板块表现亮眼,,,05-13
买民企能发财,垃圾没有资格上涨,,,05-13
股友wE61253097,尿性，就是磨，涨一点会死啊,,,05-13
买民企能发财,高位买了太多,,,05-13
买民企能发财,6毛压力太大了，今年都上不去咯,,,05-12
小夏子2023,内需提振预期强化，白酒进入布局期,,,05-12
自由自在自我6789,这个lj上市就是套人来了,,,05-08
blabla小汤圆,这个公募基金的基金经理符合降薪条件,,,05-09
股友wE61253097,在这个点位僵，就是磨，不见涨,,,05-08
双双来了,短线高潮继续退潮。昨天放量高开低走套追涨的人，今天缩量拉升套追高的人。,,,05-08
基民lHNGQ7,早盘0.591、0.592各买5000份，昨天0.593、0.594，个买500,,,05-08
小夏子2023,顺周期板块有望低位复苏，食品饮料板块值得期待,,,05-08
小夏子2023,白酒底部信号渐显，乳业、啤酒已至右侧,,,05-07
双双来了,今天短线退潮，尾盘低吸权重筹码，博弈明天。,,,05-07
买民企能发财,他哪怕跟他前十大持仓走势一半的话都不会套那么深,,,05-02
小夏子2023,市场震荡上行格局未变，内需构建仍是国内经济主线,,,05-07
股友wE61253097,看谁熬死谁,,,04-29
小夏子2023,聚焦内需，关注零食与饮料板块机会,,,05-06
股友wE61253097,有本事永远不涨，不解套不走,,,04-29
股友yMBChq,明天先涨后跌,,,04-29
基民lHNGQ7,明天白酒会出来护盘不,,,04-28
老豆说,怎么什么都卖？,,,04-28
股友wE61253097,种,,,04-28
买民企能发财,的仓位买的最多，亏的最多，亏几年了，什么时候到头啊？没钱补了，不敢补了,,,04-23
臭氧层子,大盘一跌你就涨,,,04-28
小孙想盈利,这个手续费怎么算的啊,,,04-28
华夏徐猛,华夏中证细分食品饮料主题ETF2025年度第一季度报告-报告期内基金投资策略和运作分析,,,04-25
股友wE61253097,$食品饮料ETF(SH515170)$,,,04-25
小夏子2023,内需消费稳步复苏，关注降准、消费/育儿等补贴政策,,,04-24
小夏子2023,中国经济的抗压韧性升级与消费市场投资新范式,,,04-24
小夏子2023,关税博弈下关注内需成长优化，消费提振政策持续落地，聚焦消费板块增长潜力,,,04-23
股友wE61253097,这是病得不轻,,,04-23
小夏子2023,五一假期数据火爆，内需板块升温,,,04-23
基金资讯,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金2025年第1季度报告,,,04-21
桃子lin,烂泥扶不上墙,,,04-23
小夏子2023,“中国智造”韧性与国际竞争力持续彰显，聚焦消费板块增长潜力,,,04-22
