author,comments,reply_comments,reply_authors,update
玉面书生沈公子,白酒板块，在过完年，一定会血崩。,,,01-08
壮志凌云地哀弥夜,主力流出还是跑吧,,,01-07
自在de赫拉,利空出尽了，开始起飞，过年大消费送礼佳品！,,,01-07
股友etxbuZ,$白酒(BK0896)$,,,01-07
东财网友5986513578605442,下跌周期极其漫长，不值得持有,,,01-06
股友CqvAUG,先借消息砸盘，等跌到位了，官媒还有个媒体发声，白酒怎么怎么好。哈哈！！然后机构又,,,01-06
顶呱呱之史都华德,白酒板块上周四破位了，把我们所画的下轨支撑也跌破了，这是典型的破位，破位后就不能,,,01-06
股友5dESxX,喝酒致癌，美国最新发现，逃命要紧,,,01-06
基民y9h9sm,外盘涨，我们跌，外盘跌，我们大跌。有没有嵴梁啊,,,01-06
气宇轩昂的贺苑鸣,美股酒板块小跌写成全线大跌！,,,01-05
自在de赫拉,先砸后拉，并没有想像的那么弱！敢水下抄底的赚麻了！,,,01-06
经纶利市de司徒笑,明天你们记得卖，然后我记得买。,,,01-05
情绪作手价值投机,白酒可是a股的核心资产啊，周末这喝酒致癌的消息满天飞，这不报废。,,,01-05
时也麒麟,这是要命呐,,,01-05
用心的温光耀,白酒最后一跌，甚至都不会跌，利空来了，要起飞了,,,01-05
有时感到迷茫,明天白酒领跌，大盘好不了,,,01-05
流年很牛,周末的坏消息，瑟瑟发抖了,,,01-05
气宇轩昂的贺苑鸣,谁不知道喝酒伤身，谁又不知道吸烟肺癌！酒照渴，烟照吸！,,,01-05
股友626785Vi88,国外放个屁，看看把一些人崩的,,,01-05
好股不套娃,白酒板块指数要回去下轨？,,,01-05
专业可转债大玩咖,大跌已成定局,,,01-05
久久为功的张昭,粮食酒安全吗,,,01-05
久久为功的张昭,欧美人又不喝白酒，不用担心,,,01-05
蚂蚁的寂寞生活,周一板块跌停,,,01-05
英气俊朗的夏忆晴,大a就没有科技股，只是喝酒吃药,,,01-05
射手老黄,瑟瑟发抖中,,,01-05
贪婪中的恐惧哥,酒类板块要大跌了，要么喝酒要么吃药，下周医药类大涨，哈药人气直接干到前三了,,,01-05
十到百,有些野鸡股为啥要来白酒板块粘边啊服了,,,01-03
国色天香的常豪柯,$舍得酒业(SH600702)$$白酒(BI0896)$$ST股(BI0511),,,01-02
十到百,食品饮料都能涨，白酒却无人问津啊，难道机构真不看好白酒的未来，00后不在喝白酒吗,,,01-02
爱在深冬00,和医药是一对难兄难弟，白酒板块年线三连阴，医药四连阴，也是没谁了…,,,01-01
香水纯,王小雨全责,,,12-30
江苏蓝宝爸爸,无脑下跌,,,12-30
n5788133500238602245,舍得酒业:你不说，我不说，大家一起都被割，公司低价回购，压低股价，恶意控盘，散户,,,12-30
n5788133500238602245,舍得酒业你不说，我不说，大家一起被割，公司低价回购，压低股价，恶意控盘，散户们团,,,12-30
n5788133500238602245,你不说，我不说，大家一起被割，公司低价回购，压低股价，恶意控盘，散户们团结起来，,,,12-30
月好圆,要与人反思维，好多人认为年尾酒涨，所以别买酒，药，都过来买保险板块吧,,,12-30
n5788133500238602245,舍得酒业:你不说，我不说，大家一起被割，公司低价回购，压低股价，恶意控盘，散户们,,,12-30
你不怕被天责吗,大家在坚持一个多月，就过年了，过了年就涨了,,,12-18
股友3LatBI,天天都打压白酒,,,12-26
user20350119,这是彻底躺平了，等着闯关成功之后后撤时打掩护的节奏么,,,12-25
凡事懵逼点错不了,白酒这次带头跌，盘中还几下，下午都不装了，直接猛干，跌了快三个点！,,,12-23
你不怕被天责吗,操盘手，你告诉你老板，咱们耗着别涨，就看谁耗的过谁,,,12-20
三角梅的好看,白酒板块顶背离啊,,,12-20
股友1790u6g510,严查舍得，量化交易太明显，不断打压股价,,,12-20
你不怕被天责吗,$威龙股份(SH603779)$$食品饮料(BK0438)$$白酒(BK0896,,,12-20
有决策力的顾源1,你应该退市,,,12-19
江苏蓝宝爸爸,不跌你难受,,,12-19
你不怕被天责吗,大家在坚持一个多月，就过年了，过了年肯定涨,,,12-17
吉祥生财地玉天痕,真黑，这板块,,,12-17
减少交易次数,今天收周线，预计周线三连阳，到年底了，基金经理要有个好看的业绩，就要拉冬天的喝酒,,,12-13
mate101,白酒最垃圾，涨指数不跟，跌带动大盘大跌,,,12-13
myself520,物产中大600704，破净资产的谷子经济股，Aigc.茅台白酒，低空经济，无人驾,,,12-05
卧龙归来,物产中大600704，今天通过刚出炉的破净资产的虚拟数字人，谷子经济股，Aigc,,,12-07
迷人的海岛王,加速了大米的消耗。、武商集团,,,12-12
湖北宋宇飞,跳水,,,12-12
湖北宋宇飞,下午跌停,,,12-12
别怕失败m,……,,,12-11
mate101,买白酒就是被套,,,12-11
逍遥大柚子,000523收购习酒应该是传说吧！！,,,12-11
小河流水587,大批量涨停才是强势的表现,,,12-11
十到百,白酒是真拉垮了现在，茅台已经是顶峰价值，根本不可能在涨，巨头涨不了，别的也没法涨,,,12-11
飞花映雪,强者打出高度来市场才好玩,,,12-11
止入为出,大消费批量涨停，白酒再也不是大消费的代表！,,,12-10
股友etxbuZ,$白酒(BK0896)$,,,12-09
大发州鹤地向问天,真是恶心板块，天天跌，,,,12-09
小河流水587,如开歺厅白酒最好按杯卖，一杯可以是50毫升，也可以是100毫升，以此类推，一瓶酒,,,11-27
股友etxbuZ,$白酒(BK0896)$,,,12-06
大发州鹤地向问天,你就不能给点力啊！,,,12-06
赚钱给羊花花花,司马板块啊,,,12-06
大发州鹤地向问天,白酒废了，天天跌，其他板块都创新高了,,,12-05
减少交易次数,每次大跌时就问一下自己：现在是牛市还是熊市？国家需要牛市还是熊市？大盘有多久没创,,,12-04
牛批嚯嚯我,年底了，煤炭行情已经起来了，该来一波白酒行情了,,,12-04
赚钱给羊花花花,板块没洗了，昨天得报告里也写得很清楚，国家不支持白酒行业所以没戏,,,12-04
古代经典,现在只有白酒低位，能带动大盘上涨的只有白酒了。,,,12-04
股友1v36K50715,白酒废了,,,12-04
财富探险家0,本次债权转让事项如能顺利实施，有利于公司加快应收款资金回笼，改善现金流状况，优化,,,12-03
n5788133500238602245,白酒为什么天天倒数，三年了,,,11-22
有志气的蚊子,……,,,11-22
爱运动的金钱豹,白酒板块被抛弃了，也就这样涨一天跌三天,,,11-28
股友0M078603v0,水井坊明天大涨，可以涨停,,,11-27
n5788133500238602245,严查白酒，谁在恶意做空,,,11-22
洋河等于白干,拉几玩意板块,,,11-29
华少聊财经,$酒ETF(SH512690)$$白酒(BK0896)$$酿酒行业(BK0477,,,11-26
股友70L058x732,白酒是啥，00后几个喝白酒的，,,,11-25
高山流云一线,A50下跌，基金就跟着砸盘。这就是基金经理们的丑恶嘴脸。,,,11-22
小竹配柒,永远在跌，真的服了,,,11-22
公正的汤梦香,该查，到底谁在做空,,,11-21
n5788133500238602245,严查白酒,,,11-21
大发州鹤地向问天,垃圾，大盘涨你微跌，大盘回调，你使劲跳水,,,11-21
大发州鹤地向问天,又是打酱油的一天，天天和稀泥,,,11-21
n5788133500238602245,谁在做空白酒，不查查吗,,,11-20
小竹配柒,永远在下跌,,,11-20
大发州鹤地向问天,又是垫底的一天，,,,11-20
甜美123,整个白酒板块被ST春天给拖下来了,,,11-19
哪来的回哪去,已经八连跌了还有杀,,,11-19
股友3LatBI,白酒彻底完蛋了，跌就跟跌，涨却不跟,,,11-19
新人入股不被套,今日，低开冲高。回落,,,11-19
华少聊财经,$酒ETF(SH512690)$$白酒(BK0896)$$酿酒行业(BK0477,,,11-18
甜美123,真正酒业没一个涨的，哈哈,,,11-14
华少聊财经,果断出手,,,11-12
股友1v36K50715,白酒涨了个屁,,,11-12
减少交易次数,今天大盘会是V字走势，热点仍会是大消费、大金融、低空经济、科技重组，没上车的抓紧,,,11-08
我丢雷7777,兄弟们，给点建议,,,11-11
万事暴富的唐三,白酒涨了几十年了现在年轻人喝洒越来越少,,,11-11
有爱得李纨,果然是白水不是酒,,,11-11
赌狗们网袋还完了吗,军工周五全部卖了，周一找个机会进白酒,,,11-11
小小梦想家,外资最喜欢的中药+白酒,,,11-04
减少交易次数,相信你今天一定会涨停的，大消费，白酒龙头,,,11-08
快速的陶全,昨天把新能源转白酒还好及时撤销了,,,11-08
小河流水587,这酒香不香？一百八一杯？这市场一百八一杯是不是太便宜了！呵呵！,,,11-08
减少交易次数,大消费，白酒龙头，涨停,,,11-08
不要炒股不要买鸡,今天发的什么疯，有的讲解一下吗,,,11-07
减少交易次数,大消费，大金融，为11月份的主线，且买且珍惜,,,11-07
最后是安沁,立冬了，有酒有肉。[大笑],,,11-07
天天喝酒涨翻翻,天海防务300008，中国神船重组和并！一至涨停惯性涨停！翻翻中！军事目标30元,,,11-07
凤凰南路93,华为通信电子在拉板，白酒医药还在杀跌拖累控指数，可以可以！[主力][吃瓜],,,10-30
沉迷女色,上次多谢你们推荐的亏损的金种子就吃肉了，，未来哪一家亏损的更多的白酒和消费股再推,,,11-06
沉迷女色,白酒板块那个股的业绩最差兄弟们推荐下，，该建仓了,,,10-25
生财有道的伟喵喵,外资买酒喝了，兄弟们快去啊！,,,11-04
有条理的泉风翼9,啥意思啊，哥,,,11-04
勤勉的池云卉,飞天茅台要飞天？,,,11-04
勤勉的池云卉,茅台涨价,,,11-03
华少聊财经,安全撤退,,,10-29
舒筋活血的史帝夫,哦，谢谢更正。我不炒白酒，今生往后，所以也没看到他们补缺口，补了说明他们不是这波,,,11-02
n1411437166fee7f3281,资金都去北证50了，,,,11-01
德益如新,茅五泸的三季报都是增长的，茅台增长最大、泸州老窖次之，而白酒的次高端旧网红的舍得,,,10-30
凤凰南路93,白酒医药二连阴线杀跌，无话可说！群龙无首。逢低买就是了[吃瓜][主力],,,10-30
传说寒凤玄,还行吧，没有跌破5日均线，可以继续观望,,,10-24
有财的白羊,马上开始跳水,,,10-23
空军出没,这种垃圾也能飞，还是股市大头，醉了。喝酒乱发疯,,,10-22
有财的白羊,开砸,,,10-22
KevinJay,明天喝酒吃药行情有可能,,,10-21
股友691D696v21,这玩意到底是啥科技，这么猛，是白酒吗[笑哭],,,10-21
KevinJay,券商不拉下午拉白酒把指数拉上去,,,10-21
小棉花爱捣蛋,高开低走，平开低走，低开低走，这就是中国A股，走不出的魔咒，不碰你就套路不到我,,,10-21
股友31xN100700,白酒板块，以后完了，拖累大A,,,10-17
小韭菜0825,白酒还有救没,,,10-17
风雨迷城,天气冷了---白酒是北方酒友首选,,,10-18
任我飞杨,一天一杯白酒景阳冈不敢打虎打苍蝇,,,10-17
股友1dr9oC,机构做空砸盘，臭名昭著！,,,10-17
硕鼠偷金,白酒差不多了吧[惊讶],,,10-17
好奇的凌泓朔,A杀,,,10-17
东南之宾,股票跌了也不喝酒了,,,10-17
翡翠腾达de貂蝉,白酒真垃圾,,,10-17
好奇的凌泓朔,白酒A杀,,,10-17
有条理的柔夜秋0,行业,,,10-17
睡着了梦里啥都有,然后又异动下跌了[笑哭],,,10-16
YY趋势,听我的买白酒就对了,,,10-14
热心地小红花,证券都拉起来，咋就你这一动不动呀,,,10-11
旧影如梭,继续回调？？？,,,10-11
账户已注销,1900点反弹,,,10-10
不要炒股不要买鸡,今天就靠大消费了,,,10-10
独股散,白酒继续下探,,,10-09
上海夜叔富邦科技,全球牛市看中国，中国牛市看星辉娱乐300043,,,10-09
素罗斯,牛在哪呢,,,10-09
我一直在找股票,第二件事情，是商务部对欧盟进口的白兰地实施反倾销。说是欧盟的白兰地吧，实际上主要,,,10-08
基民199TC,评指数：聊观点：看后市：#复盘记录#,,,10-03
基民K7Khy,这波白酒至少到2400还有机会,,,09-30
YY趋势,白酒今天开始发套,,,09-30
股市大割2100,先出一部分！,,,09-27
股市大割2100,高抛低吸，一点不慌！,,,09-29
冷静是金,这几天拿常山的就像吃了一坨，好好的牛市，还在搞过气的龙头,,,09-29
减少交易次数,周一直接一字涨停,,,09-28
股友80667y8q75,酒鬼，岩石，舍得,,,09-27
真实得龙鱼,板块的成交额没有突破700亿之前，整个白酒板块继续看涨。,,,09-27
股市大割2100,如图：,,,09-27
股友QvvMg3,全部变成织布机啦[微笑],,,09-27
江西丶炒家,开太高了，容易被砸,,,09-27
股友QskBzS,明天周五了，要调整了。,,,09-26
千方博士财经,白酒暴涨：参与亏损没有参与暴涨,,,09-26
我一直在找股票,盘面说1.连续增量，上证站上3000点前天说看好降息周期的板块，金融、大宗、地产,,,09-26
堆金满腹得老顽童,不会吧[滴汗]又从来20年的酒市？,,,09-26
股友691D696v21,19个股涨停，牛市从白酒开始,,,09-26
股友691D696v21,19个涨停，太疯狂了,,,09-26
异动解密,涨停潮,,,09-26
半导体基经打玩手,#强势机会#还有谁没涨停拖后腿的,,,09-26
韭菜的韭不要菜,疯了，这个十一你们是提酒来见吗[捂脸]，我没上车呢,,,09-26
股友QskBzS,激流勇退！落袋为安！！来日方长。，，，！！！,,,09-26
发生了什么事,这才叫喝多了[撇嘴],,,09-26
每天看看票,怎么不吃药了呢，光喝酒没意思,,,09-26
股友62w988127M,白酒疯了吧[滴汗],,,09-26
天水星河,超级大资念正在流入低估值的白酒板块，这是十年难遇一次的超级低估板块,,,09-26
股友351A026W66,白酒涨的也太夸张了吧,,,09-26
股友tF0Msr,都没人喝了，还涨啥呢！新闻也不看看！！,,,09-26
股友7870Z173K2,牛,,,09-25
万州烤鱼999,卖出南都电源，买入鹏辉能源。,,,09-23
股市战情室,只有茅台股价跌破500元，中国股票才可能迎来真正的牛市？!凭什么，那么难喝的茅台,,,07-05
股民老皮0715,14：43分钟出现大单扫货，原来是同时间公众号发消息又双叒叕获奖啦～在华为全联接,,,09-23
股友z3EpgP,全是大单悄悄卖出预计又是拉萨帮买如呵呵,,,09-23
逆流而上15,感觉白酒不起，市场难有大涨[奸笑],,,09-23
慢即是快2025,光庭信息,,,09-23
品茶大师,这票本来是该跟强子反抽的，不过群里有个神棍贾老师一天发八百遍，为博士捏把冷汗[滴,,,09-23
满塘红D,不贪吃一个涨停跑喽，留下的发财[抱拳][抱拳][抱拳],,,09-23
账户已注销,白酒你们怎么看,,,09-23
lxbnj64,"事实证明，他们啥也不是，#段永平、紫金陈“力挺""茅台，怎么看？#",,,09-23
股友30G06C2121,这次发的公告三个意思：重组没有被叫停，冻结不影响重组，重组正积极推进。最基本的阅,,,09-22
寻常的八戒,飞天还有全系列全部暂停发货，让有钱人也一瓶难求，价格不就上去了吗。#1935暂停,,,09-22
股友T6mw9y,湖北国资最牛！在一众地方国资或政府部门中，湖北省属国资平台最为出圈，今年拿下4家,,,09-22
真诚的余艳娥,繁荣发展就靠媒体了，媒体们加油吧，加油加油加油,,,09-21
小小梦想,一定要红呀，连续红才会有资金关注呀，收盘一定要红。,,,09-20
趋势境界哥,白酒就是个超跌反弹，如果参考8月30日，明天怕又是砸盘的先锋。喜欢这个板块的，不,,,09-19
迷茫小工蚁,白酒终于反转了[鼓掌][鼓掌],,,09-19
有人替我拿上涨票,皇台酒业，岩石股份两只涨停//@精益求精12 :岩石股份能上车吗,,,09-19
有人替我拿上涨票,岩石股份能上车吗,,,09-19
有人替我拿上涨票,指数修复，等于茅台修复，茅台修复等于白酒修复，白酒修复等于个股一只，两只涨停,,,09-19
逆流而上15,感觉大盘再次上涨还得看白酒，今年白酒跟大盘的k线基本都一样走势[奸笑],,,09-18
上海夜叔富邦科技,突发！大学新增“足球运动”专业，这个上市公司是独家的控股外国足球俱乐部公司,,,09-15
小成Ben,快点下来吧……下一批破净就是你们了[偷笑][偷笑][呲牙][呲牙],,,09-18
股友9121P3290i,白酒要司了没有底的跌,,,09-18
曾书书战记,兄弟们，白酒这个跌速，叫加速赶底啊。本来跌幅够大了，再这么搞，真正的底部立马出现,,,09-18
账户已注销,还得跌250点,,,09-18
股友895f391i77,回来提评指数：聊观点：看看吧看后市：#复盘记录#,,,09-16
逆流而上15,感觉白酒不起，大盘很难起来，今年大盘跟白酒的走势基本差不多[奸笑][奸笑],,,09-13
纳兰嫣然雪儿,还在买白酒的建议你销户退出吧,,,09-13
虎生威冲天炮,怀疑白酒股就是个大局让各地国资和社保等等减持套现用的,,,09-13
股市大割2100,发展趋势为：1300—1000—500—300—0,,,09-13
云水田,拆股建议让人深思但斌是真正的价值投资吗？#但斌建议茅台拆股，股友们怎么看？#,,,09-13
馒头盈利靠长线,参考下光伏，新能源，医疗等，白酒要站稳至少到900左右[看空][看空],,,09-12
长远价值,白酒股开始杀大涨小，大盘也是杀牛涨小。九月份做成底的概率很大,,,09-12
上海夜叔富邦科技,（三）稳步扩大足球人口。各级各类学校将足球作为体育课程教学和校园体育活动的重要内,,,09-11
股友9121P3290i,这白酒真是拉级天天跌,,,09-10
无敌狼獾,股票跌的哪有心情喝酒？准备吃药吧！[微笑],,,09-06
淡定的1哥,对不起大家指数被洋河拖累了,,,09-06
君子竹先生9674,洋河一己之力拉垮白酒板块,,,09-05
独股散,整个白酒板块处于下降通道，对未来营收下降的担心导致整个白酒板块还未企稳。,,,09-03
股友QiXSDT,你想抄白酒的底，白酒想抄你的家[微笑],,,09-02
有远见的梦蓝雁9,茅台股价跌破1000元，就是A股真正见底之时。这就是A股见底的唯一风向标。,,,09-02
股友tk7cca,总之呢，大跌的时候总能找到各种原因的，放心！,,,09-02
乐观之小棉花,8百见面,,,09-02
大吉州鹤得风清扬,看年线是不是调整还没到位呀！,,,09-02
心御万念,比较看好并且肯定反弹的板块，白酒马上迎来反弹，这周末之前回来迎来白酒普涨！！！,,,08-28
不一定要懂太多,买一手把你买崩,,,08-29
伪善的心,今年特别是这三个月对白酒打压的太过明显了，还没割肉的多少有些是在企盼这几天半年报,,,08-28
你猜不到的小伙子,快点抄底，再过几年轻人就到岁数了，就要喝白酒了，茅台怎么也得上w[旺柴],,,08-28
股友80NuX9,真是牛逼，我上个月买的白酒基金现在亏15个点了[捂脸][捂脸],,,08-28
魔童闹股,少年不知银行香，错把白酒压全仓,,,08-28
yey528,白酒行业就是明天的房地产，10块钱的成本卖1000，呵呵，慢慢存着吧，100年后,,,08-28
愚者擒牛,机构吹捧的都大跌，所有说，研报出，股价跌。这是铁的规律。,,,08-26
基民09r9297w30,所有垃圾酒都涨了，唯独中证白酒精挑细选的龙头酒没涨！说明经理水平低还是无,,,08-26
愚者擒牛,白酒板块在2021年底之前炒作过高，之后一直振荡下行中。目前为止还没有看到坐底迹,,,08-24
昵称叫发财,别进白酒，目前不要补仓，每次高开都是跑的机会。日线周线都没有买入点。留点子弹，m,,,08-23
星云如雪,出来混迟早要还的,,,08-22
善良的韩兰芳,明天大佬上车一亿底仓定投，后续每天定投五百万，直到一万亿定投完,,,08-21
AbCca,亏得麻麻的,,,08-16
AbCca,亏麻了,,,08-15
基民WS7uE0,白酒什么时候能起来呢,,,08-15
柠檬小武,白酒不是十一过后缓慢建仓么,,,08-12
账户已注销,昨天刚建仓20万基金，你不要跌了，让我赚点。,,,08-09
传说寒凤玄,贵州茅台(600519.SH)发布半年度业绩，净利润416.96亿元，同比增长1,,,08-08
大A拼好饭,周二的复盘里的小彩蛋，你get到了吗？,,,08-08
开心快了每一天,坐着火箭去火星参加酒会,,,08-08
Harryhhhh,喝酒吃药行情来了。,,,08-08
伪善的心,白酒今天表现不错，请大家猜一下我买的是哪两只，还有就是哪一只比较重仓？,,,08-08
股友Q5126K2125,大家都多少的成本？,,,08-07
公明驾到,拆股割韭菜吗？现在至少不坑穷人#但斌建议茅台拆股，股友们怎么看？#,,,06-14
自信的梅艳1,蛋总曾经说过他的茅台股票一股不买永远赚钱，现在怎么改口了，不可思议,,,06-15
花开积玉地陆小凤,记住，大盘拉白酒就是找死，拉别的小盘股不是更好，这种垃圾有什么好拉的,,,08-05
广州吃基王,外资最喜爱的白酒，他又来了？[想一下],,,08-05
股友BHABCB,看法一致，支持段永平，长期持有。,,,06-18
西落夕,@隐形的稻草 白酒大跌了啊！你减持没？,,,08-02
千止一,不认为是抄底机会，看好有低空经济，商业航天，无人驾驶#抄底机会？公募人士：酒股下,,,08-02
有毅力之白鹭,昨天的大涨不够今年跌的。指数跌百分之1权证把昨天利润跌没了！周五还这样的话可以清,,,08-01
鳖里特鸡王,白酒板块应该没以前好了，那时候喝酒吃药的行情回不去了[哭],,,08-01
小霸王游戏机7,白酒只有一个龙头站起来，其它才有机会，不拥护龙头，全是一盘散沙！,,,08-01
细心的菲飘蝶3,喝酒无益，对心脏不好！茅台害人不浅！！#但斌建议茅台拆股，股友们怎么看？#,,,08-01
细心的菲飘蝶3,一股缩成0.00005股更好！#但斌建议茅台拆股，股友们怎么看？#,,,08-01
基民SaSjxu,这叫走弱？？？这叫连续暴跌,,,08-01
馒头盈利靠长线,参考下光伏CRO，至少还要到900左右,,,08-01
勤奋的韩琦14,酒是拉高出货。,,,08-01
都被用我用什么,白水砸盘,,,08-01
小韭买在无人问津,白酒完了。,,,08-01
好奇的凌泓朔,拉基白酒,,,08-01
波波布莱特,对照光伏，从哪来回哪去，现在还是半山腰,,,08-01
挖河工,内资老贼就是玩短线，明天就追高买,,,08-01
silic,消费品白酒的金融属性从何而来？因机构基金大量配置而生呵呵，跌够了，金融属性陡增？,,,08-01
风吹鸡蛋壳啦,身边年轻人都没见有喝白酒的，喝白酒存量人口越喝越没，下跌通中的每一次反弹，都是逃,,,07-31
挖河工,昨天还恐慌，今天大涨，外资先唱空，然后悄悄进场。屡试不爽，不是一次两次了,,,07-31
账户已注销,@东财ETF #抄底机会？公募人士：酒股下跌空间不大#,,,07-31
csjgkmg3000,还白酒科技不？现在，房地产和工程原来造就的繁荣昌盛文化也衰退。年轻人也不,,,07-30
涨停才算牛,出厂价才九百多零售才一千四百多，哪来的批发价两千多？#飞天茅台批价下跌，白酒股再,,,07-08
小成Ben,会不会成为下一批破净股[偷笑][偷笑][呲牙][呲牙],,,07-30
中国网友,0.75净值的招商中证白酒指数C（LOF）很难买到，现在机会大于风险，现在买白酒,,,07-30
Bobbylong,白酒板块表现疲软是有原因的，其中一个重要原因就是消费起不来，基本面数据还缺少提振,,,07-29
执念天下,所有的酒，名洒都只不过是不同香味的酒精而己。不众认知的提升会让所有的天价酒从哪儿,,,07-29
龙貅钱坤,白酒底部反弹还是反转？,,,07-26
隐形的稻草,汇率爆涨白酒的春天要来了吗。,,,07-25
君子竹先生9674,今天洋河为什么走独立行情？,,,07-24
股友iwWPaV,白酒没到底,,,07-23
江西丶炒家,大权重都跌了那么多，怎么这个板块才跌这么点点,,,07-23
暖男不暖,愁#茅台盘中涨近4%，白酒板块到底了？#,,,07-22
有魄力的凌钊9,怎么回事小老弟？,,,07-22
惬意的高三仟,白酒害人，食酒误事,,,07-22
东财网友1451513626624576,1499就是飞天茅台未来五年的实际价！其实有几人私人会买近三千元的酒喝？？？,,,07-22
爱财爱几,卖的再贵也逃不了平均不到5元一斤的粮食酿造的酒，酒水成本5元包装盒运费，合计不到,,,07-07
金辉映福,不要说你们又开始报团白酒？,,,07-20
勇抄底,白酒短期有反抽的需要，但是高度有限，还需要继续创新低[加油],,,07-19
碌柒大过肶,直接一字，牛@,,,07-17
Nika小仙女,茅台还能涨吗,,,07-19
Nika小仙女,野生模拟盘 还坚持着,,,07-19
八方州鹤de明世隐,我就是胆子小才买它，已经排雷了的，干干净净的股票，没有负债大股东没有占用资金，没,,,07-17
葡萄县村民,就是想降低门槛让散户来接盘#但斌建议茅台拆股，股友们怎么看？#,,,06-17
A000002,老蛋顶不住要出货了，为自己站个高台，拆股肯定有一波行情，然后老蛋和老断出货！,,,06-17
南城释小龙,大家有没有想过，而且一定要想在别人前面，最近我南城释小龙一说到自动驾驶，发现大家,,,07-15
基民09r9297w30,ST春天这些垃圾股倒是比茅台强，天天涨！,,,07-12
大盘有周期,以后白酒是最的，现在喝白酒的人越来越少,,,07-11
华少聊财经,T一半，明天接回,,,07-10
清风66,月k线跌跌不休，不跑？套死你！,,,07-10
路易十六厘米,量能萎缩,,,07-10
正立执绥,何时酒醒,,,07-09
A股也有巴菲特,我的判断是茅台股价跌到800就基本到位了。#茅台1935批价跌破800元大关#,,,06-21
贼娃子999,今天拉高一点点制造假象又开始砸,,,07-09
无名者0445,哈哈，就值二三百元！！！！,,,07-09
种太阳3,跌到100我就喝点,,,07-09
陶居南菊,看北向资金是否砸盘白酒板块？白酒板块上涨，大盘一定会翻红。,,,07-09
发发发2019,这个板块还有人玩真是佩服，主跌，把整个大盘拖死，这就是救市的结果,,,07-09
清风66,白酒板块加速下跌。是跑？是留？,,,07-08
股友1Y579u1933,年产一亿瓶居然是稀缺资源。相比之下我更看好地产,,,07-08
机灵的曹淼洋,降到千元不是梦，等着吧，现在的年轻人不喝白酒了,,,07-08
股友6x7222055E,1499不久将任你买的,,,07-08
股友M92598K860,白酒应该可以下手了吧，这么低了，捞一波[想一下][想一下][想一下],,,07-08
股友jci7om,直播卖酒平台都出现了53度飞天茅台，每瓶1499元的价格了！,,,07-08
多财广进的荆轲,没啥好说的了，已经起不来了，一发炮弹打了茅台镇，还有什么。,,,07-08
股友jvLGYF,一个酒企炒成这样，真是证卷市场的悲哀啊？#飞天茅台批价下跌，白酒股再度走弱#,,,07-08
盆满高雅de李秋水,不要钱我也不能喝酒了，何况这么贵！#飞天茅台批价下跌，白酒股再度走弱#,,,07-08
股友BDOCk8,服了：,,,07-08
n153113696179466,以后年轻人没有人喝烈性酒了，都喝啤酒和红酒。#飞天茅台批价下跌，白酒股再度走弱#,,,07-08
雨中荷,老龄社会，品质提升，珍品走俏。,,,07-08
n6104132988918381084,茅台被踢出A股才是正道,,,07-08
准确预言,白酒股炒作，不利于高新技术的发展#飞天茅台批价下跌，白酒股再度走弱#,,,07-08
不言不语不忘记,说实话，200一瓶才是它的价值#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
smile706872,茅台股价就是个笑话！！！#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
股友imi08P1832,还是喝不起[偷笑][偷笑]#飞天茅台批价下跌，白酒股再度走弱#,,,07-08
乐观的苗若17,这次一定会破1000，已经上涨了十多年，肯定要破一次#飞天茅台批价下跌，白酒股再,,,07-07
H思琦,飞天茅台出厂价是多少呢？#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
韭菜花88一路发,。。。。。。。。。。。。。。。。。。。。。。。。。。#飞天茅台批价下跌，白酒股再,,,07-07
股基往来,涨多了的股票总得调一下。#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
阶梯上涨,星期一反弹给你看#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
股友KcITRK,r#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
股友O9c2573918,山东钢铁，会发光吗？#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
股友O9c2573918,山东钢铁为什么走勿高#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
高低不一,炒茅炒房时代，终结了#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
一名惊人1,白酒是一瓶水，没什么高科技！#飞天茅台批价下跌，白酒股再度走弱#,,,07-07
懒人炒股买了就睡,财务造假？不是说有金融属性吗？#飞天茅台批价下跌，白酒股再度走弱#,,,07-06
jpj999,历来有收藏古董的，近二十年来流行收藏白酒，我们不要被资本带节奏#飞天茅台批价下跌,,,07-06
基民9hr6NV,科学表明，任何酒都伤肝，喝多少酒都伤肝。因此未来喝酒的人群会越来越小！#飞天茅台,,,07-06
股友3GWRzi,市场萎缩最恐怖#飞天茅台批价下跌，白酒股再度走弱#,,,07-06
股友sS6HjS,茅台等白酒评什么买那么贵它有多大科技含量，纯是机构的炒作，国防军工才是国泰民安的,,,07-05
股友6u23R71685,#飞天茅台批价下跌，白酒股再度走弱#比茅台好喝的出来了他怎么可能不跌,,,07-05
能跑绝不留,走不动了#飞天茅台批价下跌，白酒股再度走弱#,,,07-06
小刘07,消费税改变对烟酒奢侈品的影响？有没有人知道什么时候落地？#飞天茅台批价下跌，白酒,,,07-06
