author,comments,reply_comments,reply_authors,update
山寨强,低开高走，至少今天不会大跌，跌幅顶多1-2个点,,,09-11
问问我520,明天早上开盘大涨可以考虑清仓了，要敬畏市场，落袋为安,,,09-10
我不想努力了阿姨,用一亿不到的资金就能打压下来，做空这么容易?,,,09-11
我不想努力了阿姨,200上面是天道吗,,,09-10
中土美,中概今晚崩了！,,,09-10
金山云资讯,港股通成交活跃股追踪 这2股近一个月首次上榜,,,09-10
问问我520,美股哔哩哔哩没跟今天的港股，说明出现了分歧，明天如果能高开是短暂离场或减仓的机会,,,09-10
年年的童话,昨天清仓了今天你这样让我好难受,,,09-10
进击的棉花糖,那个说m顶的站出来，我今天喊你三次了。,,,09-10
哔哩哔哩-W资讯,恒生指数突破26200点 创近4年新高,,,09-10
哔哩哔哩-W资讯,恒指创近4年新高！科技板块领涨,,,09-10
哔哩哔哩资讯,B站三国新游今日首曝，大厂还在“卷”三国SLG.....,,,09-10
问问我520,晚上联动美股哔哩哔哩大涨，明天博个高开清仓,,,09-10
小琳9090,站稳200就能开始主升,,,09-10
一株老韭菜,$哔哩哔哩-W(HK|09626)$,,,09-10
阿里巴巴-W资讯,南向资金追踪｜净买入逾75亿港元 加仓阿里减持泡泡玛特及康方生物,,,09-10
德鲁大叔23,今天很强，强的离谱，叠加了游戏和传媒的双重buff,,,09-10
傅哥你好,走了，大盘涨了4天，你大涨了2天，明天就难说了。,,,09-10
哔哩哔哩-W资讯,港股收评：恒生指数涨1.01%，恒生科技指数涨1.27%，科网股表现活跃,,,09-10
山寨强,美股盘前5.1%,,,09-10
招财猫lcy,能冲破200吗？,,,09-10
股市当红尘,10多天的黑暗里，多谢唱多打气的朋友,,,09-10
丫丫小乖,唱多的来了，明天会不会打下去,,,09-10
everflow,那个说M顶的，说那话的那几天，我都想止盈了，幸亏没出手。当然，我是否出手也不会因,,,09-10
Nemo2020,我就蹭蹭不上去？,,,09-10
熊猫大侠2024,跟种菜一样，天天盯着就是不涨，现在不盯了疯涨！,,,09-10
问问我520,200以上是强压力位,,,09-10
有决策力的姚珂1,我早说了没什么好怕的，一觉醒来又是大涨,,,09-10
股友xWp0pK,买了明天上250,,,09-10
喵了个咪喵,过200，开启主升,,,09-10
问问我520,今天卖了一半的仓位，明天继续涨继续卖,,,09-10
进击的棉花糖,那个说m顶的你快点站出来。,,,09-10
问问我520,开盘竞价连高开一个点都没有，妥妥的开盘就砸盘的趋势,,,09-10
问问我520,2天大涨这是要打爆空头的节奏吗,,,09-10
哔哩哔哩-W资讯,哔哩哔哩大涨6.6%，京东涨4.6%，港股科技增长空间打开,,,09-10
东财网友1859513395826586,涨的前一天成功被洗出去妈妈的,,,09-10
股友966811L26m,还好跑得快，差点让我赚钱了,,,09-10
我不想努力了阿姨,200能冲过去吗？,,,09-10
山寨强,干上200才叫爽,,,09-10
等待上岸,这么突然涨起来了，有什么内幕吗,,,09-10
喵了个咪喵,上200很难,,,09-10
烈焰红阳,谁能告诉我，b战这个人见人欺的，怎么突然变成香饽饽了？为啥突然涨了，哈哈,,,09-10
徐凤年的小心思,今年第三次到200，不知道能否冲过去,,,09-10
布布溜街子,还是强，突破压力线了，可能走主升了,,,09-10
兴趣使然的韭菜,从BW活动开始涨，然后折磨小散2个月，中报莫名其妙的洗盘，最后2天就涨回来了，对,,,09-10
ShiJiaBao,已经真正盈利了，市盈率历史首次转正，之前跌这么久才不正常！,,,09-10
糕手在此,啊B有啥前途这么涨,,,09-10
布布溜街子,这个速率，不知道还会不会给回踩的机会了,,,09-10
海树懒,可以开始拉升了，用港股通恒生科技ETF买了你,,,09-10
Nemo2020,这次多说点儿，能看到250吗？,,,09-10
哔哩哔哩资讯,与二次元热议“痛文化”：这不叫割韭菜 这是“为爱充电”,,,09-10
基民8FYgpo,真是让人陌生。,,,09-10
基民yY8ocF,突破短期前高就可以期待一下kdj金叉确实好用,,,09-10
中签侠,感谢北美老千，砸下来，买了一批，现把筹码还给你。卖完底仓成本80，欢迎把我的底仓,,,09-10
股友UpSmdb,下周过180元，月底到200元。,,,09-06
丽园路,汗！买少了……,,,09-10
熊猫大侠2024,三剑客，你最强，可惜只有1/3的仓位！全仓就连续跌，减仓就连续涨，你这是坑我！,,,09-10
杨杨杨杨得亿,一卖就涨成这样…妥妥韭菜删自选了！不看心安！,,,09-09
了不起的盖茲比,明明是个W底！,,,09-10
进击的棉花糖,谁上次说的m顶来着，站出来。你不出来我喊你一年。,,,09-10
哔哩哔哩-W资讯,港股哔哩哔哩涨幅扩大至逾7%,,,09-10
awonpin,能不能破前高啊,,,09-10
倔强的韭菜小苗,不管你是谁，从哔哩哔哩身上下来，这不是我认识的哔哩哔哩,,,09-10
我不想努力了阿姨,really?,,,09-10
股友25337Mc578,涨势不错,,,09-10
七分天注三分运气,又一次回本了，要不要卖一半,,,09-10
陌陌前行的股友,，大盘逆子,,,09-10
有决策力的姚珂1,早说了没什么好怕的，不知道在想什么哈哈哈,,,09-10
喵了个咪喵,昨天美股都涨6个多点，你还涨不过美股？,,,09-10
腾讯音乐-SW资讯,恒生科技指数涨幅扩大至超2% 腾讯音乐领涨,,,09-10
山寨强,半小时成交量7.62亿，昨天一天才13.9亿！！！！,,,09-10
百度集团-SW资讯,恒生科技指数涨超2%，百度涨超6%,,,09-10
哔哩哔哩-W资讯,恒生科技指数涨逾1.5% 哔哩哔哩涨近5%,,,09-10
栗子壳壳壳壳壳,出了三成再涨再出,,,09-10
eastern1212,牛,,,09-10
哔哩哔哩-W资讯,港股科网股持续活跃，哔哩哔哩涨超4%,,,09-10
微博-SW资讯,港股科网股盘初走强，微博-SW涨超5%,,,09-10
五年生韭菜,陌生，太陌生了,,,09-10
IDers,192出一半，坚守半个多月，第一次减仓,,,09-10
知行合一886,你们都跑了，他就开始涨,,,09-10
兴趣使然的韭菜,先补上缺口吧,,,09-10
冰河2025,冲高回落的姿势,,,09-10
问问我520,美股大涨明天一个高开就是跑的机会，明天高开低走震荡下行，明天没高开我就清仓,,,09-09
我不想努力了阿姨,今天忍住不卖你可不要辜负我,,,09-09
布布溜街子,结丹巅峰，就差突破元婴初期，韩立200多岁，这波可否突破200？,,,09-09
年年的童话,大伙帮忙看下买卖一千股手续费193左右这个算高吗？,,,09-08
自称臣是股中仙,哔哩哔哩今天为什么上涨？,,,09-09
永不碰港股,卖飞了，这股真不好做,,,09-09
知行合一886,今天表现不错,,,09-09
股市当红尘,前面这一只严重拖后腿，今天在吃一个跌停和一个负6情况下靠这只账户居然翻红了，世事,,,09-09
一株老韭菜,$哔哩哔哩-W(HK|09626)$,,,09-09
makabakaa,小破站今天不破了，硬气了一天,,,09-09
问问我520,可以硬一天,,,09-09
五年生韭菜,嚯，难得支楞一次,,,09-09
shijie185,跟7月15号一样的收盘价，周五涨到200！,,,09-09
山寨强,黄金交叉！,,,09-09
everflow,4月份建仓完毕至今没减仓过，在200左右做了两趟过山车。静待吧！反正都已经赚钱了,,,09-09
烈焰红阳,终于肯动了，肉鸡,,,09-09
一株老韭菜,https://emcreative.eastmoney.com/app_for,,,09-09
36氪资讯,中国资产爆发，36氪大涨近93%，纳指创历史新高,,,09-09
倔强的韭菜小苗,今天还是我熟悉的那个哔哩哔哩吗？,,,09-09
我芦本伟没有开挂,一阳穿三线，千军万马来相见,,,09-09
股海寻牛牛霸天,卖飞了，唉,,,09-09
陌陌前行的股友,离谱啊，卖飞了,,,09-09
IDers,再次站上180，这次不一样嘛，前面4次都是2-3天立马掉到170,,,09-09
股友25337Mc578,今天建个仓位,,,09-09
awonpin,前天卖了换了复星医药，在那里赚了二十个点，今天把复星卖了买回哔哩，酸爽啊,,,09-09
台州阿汤哥,错过，今天这么强应该要调仓到这边的,,,09-09
股友695633P7m7,真是反向指标，每次都在大涨前卖出股票，而且基本上是当天或者隔一天，哎！,,,09-09
小硕鼠,继续拿吧，机器人还可以：小硕鼠钳工,,,09-09
小硕鼠,友情提示：谨防缩量阴跌，做超短的要做好预期，中长线的忽略我说的，就当我胡说八道吧,,,09-09
小硕鼠,做了个t，继续拿号：小硕鼠钳工每日分享,,,09-09
兴趣使然的韭菜,浪费行情就浪费吧，能在170-200震荡就好，长期还是应该有故事的,,,09-09
知行合一886,止跌回升你们都跑了？,,,09-09
山寨强,别趴着了，该起来活动活动了,,,09-09
知行合一886,怎么这么安静,,,09-09
招财斗金的千手,俺还没有跑。俺只是拿了半仓做t。,,,09-09
股海寻牛牛霸天,跑了跑了,,,09-09
知行合一886,终于止跌了,,,09-09
割的不够深,自选的港股里面就你最弱,,,09-08
我不想努力了阿姨,涨到250给阿姨一个面子,,,09-08
高效的施添申,哔哩哔哩上线原声翻译功能并开源该模型，股价要暴涨了！,,,09-08
布布溜街子,每天都是早盘下杀，下午1点半后拉升，是个强势的庄家,,,09-08
蝉中说蝉股市风云,基本横盘趋势！,,,09-08
蝉中说蝉股市风云,？,,,09-08
布布溜街子,颈线位需求不足导致的震仓，说白了就是诱空,,,09-08
基民8FYgpo,大家伙都在这里躲牛市呢吗？,,,09-08
sutobe,我在b站躲牛市,,,09-08
神代梦桦檀,M顶吗,,,09-08
了不起的盖茲比,W底加速形成，直冲云霄！！,,,09-08
好好好_l,剁了浪费时间,,,09-08
惬意安然,B站社区生态强，AI提升变现，港股通恒生科技ETF里年轻化标的，Z世代必看！,,,09-08
小小牛霸霸,跌的像傻哔了，哈哈,,,09-08
冯哆多,跌的没完没了了,,,09-08
小马过河777,开启阴跌模式,,,09-08
兴趣使然的韭菜,你也没涨多少啊,,,09-08
知行合一886,你到底怎么了？,,,09-08
野口,跟不跟科技指数呢,,,09-08
XYZrdfCHQ,W底已形成，接下来直线上攻,,,09-08
行行行620,我在b站躲牛市,,,09-08
dalao2025,还好买的少，割了,,,09-08
股友p17OzL,阿哔太有个性了，不过互联网人工智能一个节点和小标的，业绩股价最终都是跟随。,,,09-08
割的不够深,你这跌的我都不敢加仓了，,,,09-08
股市当红尘,首程，地平线赚的还不够你亏的,,,09-08
我不想努力了阿姨,深不可测,,,09-08
三倍做多恒生科技,感觉下面是无底洞呀,,,09-08
神代梦桦檀,太辣了。200没卖，又回到成本线，来啊b躲牛市了,,,09-08
三倍做多恒生科技,港股在拉升。你在下跌，无语,,,09-08
基民8FYgpo,完蛋。,,,09-08
基民8FYgpo,废了。,,,09-08
天坛生物资讯,晚间公告丨8月21日这些公告有看头,,,08-21
三倍做多恒生科技,好大的M头呀,,,09-07
金瑞长盈,1.京东物流于9月8日调入恒生指数2.京东物流9月5日尾盘交易入了3亿的资金筹码,,,09-07
股友kXEBaj,这股为什么从中报后就一蹶不振，看业绩虽然没超预期但也总算盈利了，难道是创始人隐退,,,09-05
三倍做多恒生科技,大大的M头,,,09-06
腾讯控股资讯,ESG信披观察｜一年调查221起贪腐案、拉黑31家合作方ESG报告里记录互联网大厂的反腐数据,,,09-06
sutobe,必须加大广告投放率，这是转型必选项，不开放，怎么飞起来？,,,09-06
布布溜街子,先按4浪看，至少要把上面缺口补掉，试探下前高，耐心持有，若前高还过不去，那就是4,,,09-05
股友y86v139875,最后这一下，是什么意思,,,09-05
哔哩哔哩资讯,贝莱德减持哔哩哔哩，持股比例降至4.73%,,,09-04
股友2321d606c0,港股通的手续费高啊,,,09-05
问问我520,开心8分钟，集合竞价拉高3个点，最后一秒打回原形，每次都这样,,,09-05
兴趣使然的韭菜,最后这个成交量啥意思，有人来接盘了吗？,,,09-05
美股桃白白,这个庄家,,,09-05
股友695633P7m7,……,,,09-05
股友695633P7m7,讲起来业绩还好，而且科技板块风险加大，互联网板块也该起来了，可庄家还在洗盘，厉害,,,09-05
山寨强,买了5个票，就你不听话哈，回头再来收拾你,,,09-05
招财斗金的千手,加仓，打爆空头！,,,09-05
股海寻牛牛霸天,看不到希望,,,09-05
坚定信心看好,病得不轻,,,09-05
神代梦桦檀,8月4号买了你，做了个过山车,,,09-05
布布溜街子,6月11拉高建仓量是很明显的，这里M头绝对不可能形成，就是横盘中继调整蓄力阶段,,,09-05
倔强的韭菜小苗,大盘逆子,,,09-05
院子有香椿树,小破站是不是等着到了熊市才涨,,,09-05
活动一下6732,还在吸筹，吸血鬼,,,09-05
股市当红尘,偏偏重仓的不争气,,,09-05
冯哆多,……,,,09-05
高大之李纨,M顶大家知道是什么吗？不是说着玩的，会跌到你不敢信！不要跟趋势做对，也不要自以为,,,09-05
夜色随我心,陈脑积水又要发工资了，一年一个多亿的工资还要靠各位韭菜贡献啊，这么多年主营一直半,,,09-05
知行合一886,所以你到底有啥利空啊？,,,09-05
问问我520,昨天大涨没卖今天开始补跌,,,09-05
股友XE5mSy,太恶心了,,,09-05
股友XE5mSy,没救了,,,09-05
兴趣使然的韭菜,果然是补跌了啊,,,09-05
溟沧张衍,兄弟们，被做局了,,,09-05
三角洲威龙,快告诉我发生了什么？为什么外资集体疯狂出？,,,09-05
股友xWp0pK,主力太狠了昨天诱骗杀猪盘进来,,,09-05
美股桃白白,不完了，走了，卸载bili，别在一个破股上吊死,,,09-05
惬意安然,B站Z世代社区活力足，AI助推内容与商业化？港股通恒生科技ETF博一个弹性空间！,,,09-05
股海寻牛牛霸天,让你笑死了，自选里就你一只绿的,,,09-05
熊猫大侠2024,智能汽车，智能体，智能眼镜，智能机器人，AI等等要卖给谁？年轻人！谁的年轻人聚集,,,09-05
我不想努力了阿姨,阿里昨晚跌四个点也没见今天绿啊,,,09-05
喵了个咪喵,红一下，这么难么？,,,09-05
总是选错,跟你刚到底了！操,,,09-05
dalao2025,阿B好逊阿,,,09-05
陈玄墨,怎么回事的？？？这么拉了,,,09-05
院子有香椿树,今天适合加仓。,,,09-05
知行合一886,你是啥都不跟啊。。。独立行情，牛,,,09-05
布布溜街子,去年高点还没过去了，还是有向上的空间了,,,09-05
倔强的韭菜小苗,准备接入steam了？,,,09-05
院子有香椿树,今天要跌一个点？,,,09-05
冰雪聪明的吊锅,今天不会差,,,09-05
院子有香椿树,港股通买入创新高了,,,09-05
平和宁静的袁衍慕,能重回1000港币吗,,,09-05
旁观者说,公司内部清退100人了，看来要加强招聘工作。,,,09-05
基民8FYgpo,别装了。160等着你,,,09-05
院子有香椿树,这货天天逗你玩。,,,09-05
三倍做多恒生科技,昨晚美股不是涨了吗？又低开？,,,09-05
炒股养娃ABC,周线还要跌,,,09-05
哔哩哔哩-W资讯,截至二零二五年八月三十一日止股份发行人的证券变动月报表,,,09-05
腾讯控股资讯,AI内容“持证上岗”首测：35款应用，谁是漏网之鱼,,,09-04
溟沧张衍,只能做t了,,,09-04
股市当红尘,明天来个中阳以上吧，再往下趋势就走坏了,,,09-04
junima,今天先热个身，明天起飞,,,09-04
喵了个咪喵,什么时候能有个像样的主升浪呢？一次都没有，今天刚反弹，就赶上大盘狂砸,,,09-04
夜游神6677,今天你算很好了，外面更惨,,,09-04
Asu168,还好逃命了,,,09-04
阿里健康资讯,港股科网股集体走强 阿里健康涨超5%,,,09-04
知行合一886,今天表现不错,,,09-04
董松松,今天撤了，卖在了低点，有点不甘心，但其他票想补仓，后续的线还是挺好的。哎，留个档,,,09-04
兴趣使然的韭菜,跌少了，明天补跌,,,09-04
我不想努力了阿姨,……,,,09-04
股友xWp0pK,就是主力,,,09-04
问问我520,上午没卖，开盘就跌没了，下午还得跌，就该见好就收的,,,09-04
股友8tiXGS,走了拜拜,,,09-04
股海寻牛牛霸天,认栽,,,09-04
dalao2025,阿B有点晦气了哈,,,09-04
院子有香椿树,见大盘跌又慌了吗？小站今年涨了24个点，怎么大跌？,,,09-04
永不碰港股,进来就被套，服了,,,09-04
我不想努力了阿姨,消费要起来了？,,,09-04
股友xWp0pK,主力拉起来跑了,,,09-04
知行合一886,怎么又跳水了。。。,,,09-04
钱塘江之江大桥,是不是商业化加速了？港股通恒生科技ETF趁现在调整可以多加点，感觉港股春天快来了,,,09-04
小马过河777,又套一批,,,09-04
冬冬冬冬冬冬,别想骗我进去我不会买的,,,09-04
山寨强,今天一阳改三观,,,09-04
我不想努力了阿姨,今天的盈利是小破站给的,,,09-04
问问我520,今天吃伟哥怎么猛,,,09-04
山寨强,上车担惊受怕，下车苦苦等待,,,09-02
股海寻牛牛霸天,恒生科技今天靠你了,,,09-04
兴趣使然的韭菜,拉回60日线慢慢来吧,,,09-04
知行合一886,都躺平了吗？怎么没人说话,,,09-04
基民8FYgpo,这周会见到160吗,,,09-04
股友xWp0pK,没人玩了,,,09-04
三倍做多恒生科技,低开低走，放量收阴,,,09-04
哔哩哔哩-W资讯,美国银行在哔哩哔哩-W的持股比例于8月28日从5.27%降至4.29%,,,09-03
陌陌前行的股友,今天要是再跌，就跌破上天的涨幅了,,,09-04
三倍做多恒生科技,跌跌不休，止不住了，腹泻吗？,,,09-03
喵了个咪喵,尾盘这个竞价，看看，开心一下也好,,,09-03
中签侠,做空手法极其恶心，关键时点，关键位置，炸个几千手，让指标永远不能走好，永远下行，,,,09-03
股友xWp0pK,空投弱的没吃饭,,,09-03
我芦本伟没有开挂,基本砸到位了，明天最晚周五开始反弹,,,09-03
栗子壳壳壳壳壳,还是评论下吧空投弱的没吃饭,,,09-03
股海寻牛牛霸天,没救了,,,09-03
冯哆多,能红了吗！啊！天天绿！,,,09-03
熊猫大侠2024,？,,,09-03
股海寻牛牛霸天,真踏马浪费行情,,,09-03
熊猫大侠2024,？,,,09-03
熊猫大侠2024,上午看那个显示有2亿人，App需要升级才能观看，大家今天有这种现象吗？,,,09-03
招财斗金的千手,忽然想到一个问题，港股通开通就是V4起步，那么在这里发言又不是V4的是…?,,,09-02
山寨强,加仓,,,09-03
知行合一886,重生之我在哔哩哔哩躲牛市,,,09-03
牛来吖,170我建仓了，速度,,,09-03
dalao2025,还好我只买了两手，阿B不会就废了吧？,,,09-03
招财斗金的千手,如果我是一个善于话术的人，我不会一上来就说我的结论。比如我不会说我要坑你了，而会,,,09-03
股友xWp0pK,均线压的死死的,,,09-03
问问我520,小鹏小米阿里巴巴都高开3个点，你还绿，今天得得死,,,09-03
院子有香椿树,美股大跌大家又慌了，想在这个票上赚钱其实不难，这个位置往下买想不赚钱都难。,,,09-02
理想汽车资讯,纳斯达克中国金龙指数收涨0.52%,,,09-03
问问我520,美股哔哩哔哩大跌4个点，明天开盘低开低走跌幅也在4个点左右，明天没跌4个点自己给,,,09-02
我不想努力了阿姨,把谁挂树上了吗？,,,09-02
熊猫大侠2024,现在真的是难，商汤挣的钱，回到b站也只能扛住10%的下跌，如果右侧下行成立的话，,,,09-02
XYZrdfCHQ,缺口不是已经补了吗还跌成这样，子弹都打光了还是没吃上肉。好煎熬！,,,09-02
倔强的韭菜小苗,摩根做空真厉害啊,,,09-02
舒缓的彭菡,还在3200点水平,,,09-02
逛街的狮子,看来昨天反弹吸筹码是为了今天砸盘。,,,09-02
陆肘Z,回到1000好吗,,,09-02
有决策力的姚珂1,又开始怕了哈哈，真搞笑,,,09-02
布布溜街子,不科学啊，这里应该是探底回升啊，难不成明天再探底吗,,,09-02
基民8FYgpo,反弹结束了，是吗？,,,09-02
衍之端,大家安静，今天是跌，我知道了，明天盘后在告诉大家是涨是跌,,,09-02
知行合一886,你到底有啥利空啊,,,09-02
腾讯控股资讯,抖音微信B站DeepSeek等上线AI标识！部分严禁篡改,,,09-02
钱塘江之江大桥,现在开始反弹，港股通恒生科技ETF可以等涨了,,,09-02
熊猫大侠2024,关于b站，我有一点还是想不通，公布业绩的第2天大跌，所以说那批人打压不是蠢就是坏,,,09-01
股友m8820273n9,内部消息，下午起飞,,,09-02
兴趣使然的韭菜,没成交量，已经废了,,,09-02
华虹半导体资讯,恒生科技指数跌超1%,,,09-02
o023,快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑,,,09-02
进击的棉花糖,虽然买它有小半年了，但是有些问题我还是不懂，希望有网友给下专业的解释。1.凡人和,,,08-26
vinicc,怎么回事啊,,,09-02
问问我520,竞价低开，今天低开低走的可能性很大,,,09-02
哔哩哔哩-W资讯,米哈游打击游戏泄密取得新进展；《卡厄思梦境》开启海外测试招募丨游戏早参,,,09-02
哔哩哔哩-W资讯,B站：投稿侧推出AI生成合成内容标识功能,,,09-02
执着的菜鸡,底部反弹需求，补缺口？,,,09-01
熊猫大侠2024,加油！我可爱的阿B,,,09-01
熊猫大侠2024,回阿B了，商汤暂时告一段落，留点底仓，阿里没敢加仓，走了，还是我的小b站稳健呢！,,,09-01
悠闲的曾筱寒,bilibili,,,09-01
山寨强,又开始逼空了？,,,09-01
不急下轮机会更好,套了这么多年，什么时候回到发行价啊？,,,09-01
IDers,9月能创本轮新高嘛,,,09-01
知行合一886,答应我，明天可以不跌吗？,,,09-01
我不想努力了阿姨,这个线怎么这么难看，诱多，诱空？,,,09-01
sutobe,大、小摩压单，煎熬,,,09-01
junima,你比阿里差在哪？今天也来个20cm吧,,,09-01
雁上飞,底部反弹了吧，港股通恒生科技ETF还是可以多加点的,,,09-01
o023,快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑大跌刚刚开始不跑,,,09-01
ali阿力,"上周四开仓,做了两天,成本到了72.8",,,08-31
知行合一886,你到底有啥利空啊？回个本这么难呢,,,09-01
股友xWp0pK,压力位上不去了,,,09-01
牛来吖,真的2B,,,09-01
坚定信心看好,过200基本是明牌,,,09-01
哔哩哔哩-W资讯,25年中报点评：广告保持高增速，商业化持续提升,,,09-01
熊猫大侠2024,我的港股三剑客：B站、商汤、阿里，分别持仓10％、60％、10％，现金20％，后,,,08-30
牛来吖,怎么又跌了，凡人都上央视了，没懂,,,09-01
三倍做多恒生科技,垃圾股，,,,09-01
股友xWp0pK,拉胯换阿里去,,,09-01
了不起的盖茲比,我成本比你们都高！我成本163都在扛，你们慌什么！,,,08-29
我不想努力了阿姨,中概互联要起飞了？,,,08-30
哔哩哔哩-W资讯,上线10天新增100万用户 B站前高管做了一款AI游戏陪伴产品,,,08-29
熊猫大侠2024,你还是个稀奇的，今天涨这么多，又诱惑我把商汤出了一部分，回来试一下水，前期感谢你,,,08-29
哔哩哔哩-W资讯,美股最新评级 |华创证券维持哔哩哔哩推荐评级,,,08-29
我不想努力了阿姨,洗盘吸筹？,,,08-29
山寨强,昨天有没有下车的兄弟？,,,08-29
基民8FYgpo,我成本比你们都高。我成本160都在扛，你们慌什么,,,08-29
有决策力的姚珂1,早跟你们讲了大底，不知道在怕什么，我反正买入睡觉，根本不需要在这上面花精力,,,08-29
国泰君安国际资讯,港股收盘：恒生指数涨0.32% 恒生科技指数涨0.54%,,,08-29
知行合一886,主力我错了，不该来抄你底的，放我出去吧,,,08-29
股市当红尘,太阴了，选一个月线周线收盘日拉升，还好扛住了，果然日线可以骗人，周线月线做不了假,,,08-29
哔哩哔哩-W资讯,广告及游戏业务驱动毛利率稳健增长，Q2实现净利润2.2亿元,,,08-29
山寨强,钟馗要来了，到时候又要拉一波,,,08-29
每逢周五倍加仓,月线收红，下月再战,,,08-29
明天你好268,一阳盖3阴，不急卖，明天还能涨,,,08-29
从1到0,该走咱就走啊！房子票子咱都有啊！嘿嘿啊！,,,08-29
山寨强,今天上184,,,08-29
虎菲特,那个交易员输错数字了？？,,,08-29
我不想努力了阿姨,真是稀奇,,,08-29
七分天注三分运气,走不走？目前亏两个点,,,08-29
基民9QurdS,你好车主，你的车技很好但是有一点小问题，我还没上车，可不可以倒一下回来接下我,,,08-29
junima,今天干脆一口气把缺口补了吧,,,08-29
我芦本伟没有开挂,空头弹药告罄，本周内反弹,,,08-27
问问我520,发生了什么消息，前面跌的快绝望了，今天又给了点希望,,,08-29
股友92C90m3996,你这涨势让我走还是留,,,08-29
丽园路,涨这么快,,,08-29
知行合一886,主力以后你做空再也不嘲笑你了，你确实有实力,,,08-29
陌陌前行的股友,179出了一半，结果你还给我涨,,,08-29
陌陌前行的股友,为啥突然涨了？,,,08-29
股林王者1500,妹妹那色，一个劲的叭叭,,,08-28
mayi0,市值一千亿可以有,,,08-25
陌陌前行的股友,难得阿b能逆势上,,,08-29
小满月,给机会就上咯，那能怎么办？,,,08-28
问问我520,今天能站稳5天均线就满足了，要求不高,,,08-29
院子有香椿树,我觉得这个位置买稳赚，所以上午就满上了,,,08-29
我是弱庄,有本事继续跌啊,,,08-29
院子有香椿树,下午开始你的表演,,,08-29
院子有香椿树,这个位置我只有买买买。,,,08-29
sutobe,从190开始+仓，187、186、184、180、179、178、176、174,,,08-29
兴趣使然的韭菜,要是这轮牛市只有你阿b过不了10月8的前高，那也只有认栽了...,,,08-29
浩plz铮,年轻人就爱逛B站，AI帮忙做视频搞推荐，社区活力更足了，港股通恒生科技ETF多加,,,08-29
知行合一886,救救孩子吧，让我回个本就走,,,08-29
砖家的巴巴,怎么涨不过指数,,,08-29
知行合一886,到底有啥大利空啊,,,08-29
从1到0,靠运气挣点钱，还不够牢板给自己发奖金，谁还和这垃圾东西玩儿！,,,08-29
楚楚可怜的尘念2,哔哩哔哩可以开发的项目很多，比如每天新闻类的视频，财经类，体育类等等,,,08-29
sutobe,跟踪了2年，起起伏伏，跌跌荡荡，好的时候吹上天，稍微波动恨不得砍一半，越发迷茫，,,,08-29
楚楚可怜的尘念2,哔哩哔哩价格还是太高了！赛道已经满了，很容易被没落。150以下才是比较合理,,,08-29
西天牛牛,看啥时候放量，上就240，下就150,,,08-29
股友695633P7m7,美股涨0.02%，多少天终于红了一次！接下来就有希望了。,,,08-28
三七互娱资讯,8月166个国产游戏版号获批；三七互娱上半年拟分红超9亿元丨游戏早参,,,08-26
我是xx,恭喜明天吃肉,,,08-28
一叶帆船,阿b边际改善明牌，基本面向上趋势，回调不了多少，深了场外抢筹的资金早就时刻准备着,,,08-23
丸辣丸辣丸辣,我宣布，啊哔站起来了！,,,08-28
股友207y51633L,早上港股带着晚上美股跌，晚上美股带着早上港股跌，戴维斯双杀，螺旋下跌,,,08-28
股友0v7W963501,这股太让人伤心了,,,08-28
哔哩哔哩-W资讯,广告收入稳健增长，利润侧持续提升,,,08-28
宝莲国际620,阿姨：你能不能告诉我在什么价格补仓，我想把亏损的钱赚回来……..,,,08-28
本韭菜姓陈,B站有外卖业务吗？,,,08-28
宝莲国际620,我不想努力了阿姨..........,,,08-28
小马过河777,幸好前几天跑了,,,08-28
伊利股份资讯,半年报预警：6月乳品全渠道销售下滑9.6%丨消费参考,,,08-22
我不想努力了阿姨,[哭],,,08-28
布布溜街子,有可能要杀到161，再等等看,,,08-28
junima,不知道怎么说了，有点像割，但又不知道买啥，就先放着吧,,,08-28
知行合一886,别人都v起来红了，你是头都不回啊，到底有啥大利空啊,,,08-28
董松松,放量跌是好事，调的越狠，弹性越大，反弹需要筹码充分交换,,,08-28
sutobe,等风来,,,08-28
奋进地天秤,做空机构请大家吃麦当劳,,,08-28
勤勉的汤清平,估计要到168才会砸出恐慌盘了,,,08-28
硃珠HH,188的本什么时候才能回来,,,08-28
梦想仗剑走天涯,看看图形，形成了双顶，要小心了！,,,08-28
勤勉的汤清平,恐慌盘还没出来，还没放量,,,08-28
丽园路,难道应该买茅台宁德和美团？,,,08-28
awonpin,搞死人啊，这么几天回调了15%，还好没有全仓港股。,,,08-28
山寨强,跌到这个位置要加仓也等明后天了,,,08-28
dalao2025,阿B多少有点离谱了,,,08-28
兴趣使然的韭菜,你要不一次跌20个点直接一点吧,,,08-28
三倍做多恒生科技,卖出小破站，买入美团，坐等起飞,,,08-28
股友W5668300H5,洗年轻人？,,,08-28
股友92C90m3996,我看你就差我这一点钱，刚买你就跌成这样,,,08-28
傅哥你好,这货一直跌，后悔当初盈利没及时清仓，没有办法，只能加仓硬杠,,,08-28
中签侠,投降，做空太强了。,,,08-28
知行合一886,今天跌的差不多了，留着明天再跌吧,,,08-28
股友35V2a29525,能不能支棱起来了,,,08-28
